"Tree","Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random","Pattern_Holds","Seed"
"large_balanced","OU_alpha0.2","ess_1",22.0540777703583,6.49274102850232,14.8361677295854,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha0.2","ess_2",31.157650746695,15.4805588409412,26.4481017853376,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha0.2","K",0.738771604358971,0.427005658430181,0.582975118298394,1,0.895104895104895,0.936063936063936,1,1,1000,FALSE,1
"large_balanced","OU_alpha0.2","Lambda",7.33137435857406e-05,0.471607453755235,0.26708354320248,0.5,0.515484515484515,0.290709290709291,1,1,1000,TRUE,1
"large_balanced","OU_alpha0.2","max_offdiag_cor",0.159658446519545,0.661058913872302,0.628638174057809,0.5,0.000999000999000999,0.677322677322677,1,1,1000,TRUE,1
"large_balanced","OU_alpha0.2","mean_offdiag_cor",0.014547704252109,0.126728419002102,0.0376728746938852,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha0.2","MoransI",-0.0357807041592495,0.00242114066613212,-0.00884028978910651,1,0.852147852147852,0.932067932067932,1,1,1000,FALSE,1
"large_balanced","OU_alpha0.2","mpnns",0.406601072864815,0.515659116363702,0.491749127319725,0.5,0.038961038961039,0.301698301698302,1,1,1000,TRUE,1
"large_balanced","OU_alpha1","ess_1",31.9981263818724,27.6704905970751,31.3334704998983,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha1","ess_2",31.9999998564105,31.5762011877282,31.9426990189819,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha1","K",0.690978616341545,0.340314464179436,0.461935752997995,1,0.969030969030969,0.904095904095904,1,1,1000,FALSE,1
"large_balanced","OU_alpha1","Lambda",0.0443348255239074,7.33137435857406e-05,0.0814953211243831,1,0.793206793206793,0.999000999000999,1,1,1000,FALSE,1
"large_balanced","OU_alpha1","max_offdiag_cor",0.00012340979020138,0.135335270067786,0.112579710021651,0.5,0.000999000999000999,0.677322677322677,1,1,1000,TRUE,1
"large_balanced","OU_alpha1","mean_offdiag_cor",1.88883854379966e-06,0.00504731179784366,0.000688985462617695,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha1","MoransI",-0.0270881758606484,-0.00860036794446405,-0.0296049145020165,1,0.370629370629371,0.909090909090909,1,1,1000,FALSE,1
"large_balanced","OU_alpha1","mpnns",0.60884013935145,0.575883984984214,0.613997218735936,1,0.460539460539461,0.803196803196803,1,1,1000,FALSE,1
"large_balanced","OU_alpha5","ess_1",32,31.9990858181979,31.9998809080444,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha5","ess_2",32,31.9999999587751,31.9999999946366,0.5,0.045954045954046,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha5","K",0.906659700131483,0.418249698910812,0.450636942219637,1,1,0.607392607392607,1,1,1000,FALSE,1
"large_balanced","OU_alpha5","Lambda",0.5733407442272,0.317476726951576,0.0584568107641375,1,0.97002997002997,0.0699300699300699,1,1,1000,FALSE,1
"large_balanced","OU_alpha5","max_offdiag_cor",2.86251858054939e-20,4.53999297624848e-05,3.41578379351244e-05,0.5,0.000999000999000999,0.751248751248751,1,1,1000,TRUE,1
"large_balanced","OU_alpha5","mean_offdiag_cor",2.32422358239967e-22,9.21580563827568e-07,1.20053118588472e-07,0.5,0.000999000999000999,0.000999000999000999,1,1,1000,TRUE,1
"large_balanced","OU_alpha5","MoransI",-0.0133137515294679,-0.0367556611720845,-0.033609138344066,0.5,0.138861138861139,0.456543456543457,1,1,1000,TRUE,1
