"Tip_Index","Tip_Name"
206,"RT035_206"
113,"RT035_113"
240,"RT035_240"
156,"RT035_156"
95,"RT035_095"
172,"RT035_172"
72,"RT035_072"
141,"RT035_141"
253,"RT035_253"
54,"RT035_054"
201,"RT035_201"
180,"RT035_180"
43,"RT035_043"
5,"RT035_005"
228,"RT035_228"
85,"RT035_085"
124,"RT035_124"
62,"RT035_062"
132,"RT035_132"
24,"RT035_024"
