"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",0.849502836287626,0.750010880945356,0.734761083710201,0.5,0.266733266733267,0.6003996003996,1,1,1000
"Lambda1","Lambda",0.138583583580391,7.33137435857406e-05,0.345511461644179,0.5,0.524475524475524,0.424575424575425,1,1,1000
"Lambda1","MoransI",-0.114641471319868,-0.188005136097538,-0.0863838522348931,1,0.421578421578422,0.888111888111888,1,1,1000
"Lambda1","mpnns",0.4541266850048,0.332474841761292,0.472437899515441,0.5,0.55044955044955,0.0619380619380619,1,1,1000
"Lambda1","mean_offdiag_cor",0.119467054225732,0.215718257859262,0.190428822765905,1,1,0.807192807192807,1,1,1000
"Lambda1","max_offdiag_cor",0.428571428571428,0.75,0.773255390922034,1,1,0.320679320679321,1,1,1000
"Lambda1","ess_1",4.35665926195929,3.18721568901215,3.46593315986804,1,1,0.807192807192807,1,1,1000
"Lambda1","ess_2",6.4251323203005,4.38857142857143,4.90954567301832,1,1,0.855144855144855,1,1,1000
"Lambda0.7","K",0.948690481151437,1.18770908178558,0.797944725438795,1,0.212787212787213,0.938061938061938,1,1,1000
"Lambda0.7","Lambda",7.33137435857406e-05,0.983904441042109,0.28557056846143,1,1,0.814185814185814,1,1,1000
"Lambda0.7","MoransI",-0.125189319764805,0.121237984955096,-0.10073940759134,0.5,0.485514485514486,0.497502497502497,1,1,1000
"Lambda0.7","mpnns",0.414901728966037,0.567882342977096,0.44440639919518,1,0.597402597402597,0.905094905094905,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.145289149312249,0.215718257859262,0.201736999074283,1,1,0.768231768231768,1,1,1000
"Lambda0.7","max_offdiag_cor",0.525,0.75,0.766716071635296,1,1,0.348651348651349,1,1,1000
"Lambda0.7","ess_1",3.96623928162607,3.18721568901215,3.34648243279821,1,1,0.768231768231768,1,1,1000
"Lambda0.7","ess_2",5.88002463027823,4.38857142857143,4.77058219308915,1,1,0.827172827172827,1,1,1000
"Lambda0.5","K",0.882039451267028,0.470726883990267,0.939662255537575,0.5,0.543456543456543,0.016983016983017,1,1,1000
"Lambda0.5","Lambda",0.213074844185252,7.33137435857406e-05,0.604452537316323,0.5,0.703296703296703,0.270729270729271,1,1,1000
"Lambda0.5","MoransI",-0.139193843396259,-0.19025836782273,-0.0441111580409114,1,0.140859140859141,0.975024975024975,1,1,1000
"Lambda0.5","mpnns",0.506788205297522,0.612025286554277,0.487289966658551,1,0.376623376623377,0.923076923076923,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.155557360283213,0.215718257859262,0.206456534462383,1,1,0.718281718281718,1,1,1000
"Lambda0.5","max_offdiag_cor",0.5625,0.75,0.764086788536763,1,1,0.353646353646354,1,1,1000
"Lambda0.5","ess_1",3.82976407255787,3.18721568901215,3.29971397264542,1,1,0.718281718281718,1,1,1000
"Lambda0.5","ess_2",5.6625945820587,4.38857142857143,4.71038202000769,1,1,0.817182817182817,1,1,1000
"OU_alpha0.2","K",0.801425948946803,1.95228354217021,0.797723051281211,1,0.422577422577423,0.997002997002997,1,1,1000
"OU_alpha0.2","Lambda",7.33137435857406e-05,0.999926686256414,0.262051868015464,1,1,1,1,1,1000
"OU_alpha0.2","MoransI",-0.165917662638799,0.196701028831805,-0.0883252155547315,1,0.241758241758242,0.903096903096903,1,1,1000
"OU_alpha0.2","mpnns",0.507086266825448,0.780093732983144,0.495330504610021,1,0.432567432567433,0.998001998001998,1,1,1000
"OU_alpha0.2","mean_offdiag_cor",0.0427897794149468,0.152488855036656,0.0955185912126641,1,1,0.978021978021978,1,1,1000
"OU_alpha0.2","max_offdiag_cor",0.156846069981021,0.586920792356407,0.543393836779375,1,1,0.563436563436563,1,1,1000
"OU_alpha0.2","ess_1",6.15607912520164,3.86955351014471,4.83443120374165,1,1,0.978021978021978,1,1,1000
"OU_alpha0.2","ess_2",7.73159013330968,5.60041094143052,6.60504615464597,1,1,0.983016983016983,1,1,1000
"OU_alpha1","K",0.945925738667232,0.584529118740963,0.656296622149496,0.5,0.0869130869130869,0.437562437562438,1,1,1000
"OU_alpha1","Lambda",0.748337667634733,7.33137435857406e-05,0.19924068680023,0.5,0.150849150849151,0.698301698301698,1,1,1000
"OU_alpha1","MoransI",-0.0907280489980174,-0.186650444637561,-0.125151427656175,1,0.71028971028971,0.753246753246753,1,1,1000
"OU_alpha1","mpnns",0.565937400093115,0.560176831187462,0.609098354080784,0.5,0.711288711288711,0.260739260739261,1,1,1000
"OU_alpha1","mean_offdiag_cor",0.0002058189681609,0.0220292388588787,0.0056286209991462,1,1,1,1,1,1000
"OU_alpha1","max_offdiag_cor",0.00216319785794705,0.135045123200624,0.0836966763044068,1,1,0.563436563436563,1,1,1000
"OU_alpha1","ess_1",7.98849071958053,6.93117970667492,7.70040137656636,1,1,1,1,1,1000
"OU_alpha1","ess_2",7.99998569340685,7.89954983593075,7.97439906180159,1,1,0.997002997002997,1,1,1000
"OU_alpha5","K",1.33006988626622,0.48360539404011,0.783791029687736,0.5,0.0609390609390609,0.141858141858142,1,1,1000
"OU_alpha5","Lambda",0.999926686256414,7.33137435857406e-05,0.313491613727902,0.5,0.206793206793207,0.565434565434565,1,1,1000
"OU_alpha5","MoransI",-0.0596493290050861,-0.206269036682425,-0.0975288039776688,1,0.754245754245754,0.872127872127872,1,1,1000
"OU_alpha5","mpnns",0.778179514933746,0.637164075440581,0.767473096191439,0.5,0.456543456543457,0.032967032967033,1,1,1000
"OU_alpha5","mean_offdiag_cor",3.40971679371423e-15,3.30869606822808e-06,9.35388556310978e-07,1,1,0.997002997002997,1,1,1000
"OU_alpha5","max_offdiag_cor",9.35719814305796e-14,4.53999297624806e-05,2.16617423320864e-05,1,1,1,1,1,1000
