"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",1.05339209833746,1.29023831534068,1.0104771101316,1,0.36963036963037,0.915084915084915,1,1,1000
"Lambda1","Lambda",0.999926686256414,0.999926686256414,0.938789695821368,1,0.526473526473527,0.999000999000999,1,1,1000
"Lambda1","MoransI",0.00689276203668729,0.127161327314499,0.0465366147719282,1,0.941058941058941,0.99000999000999,1,1,1000
"Lambda1","mpnns",0.388063682743929,0.461007781982885,0.442798591112684,1,0.861138861138861,0.642357642357642,1,1,1000
"Lambda1","mean_offdiag_cor",0.121430623154074,0.312627402844217,0.193168191723382,1,0.999000999000999,1,1,1,1000
"Lambda1","max_offdiag_cor",0.640512615220349,0.888888888888889,0.894743540835298,1,1,0.375624375624376,1,1,1000
"Lambda1","ess_1",6.71655201280154,2.99304598832979,4.70768079442105,1,0.999000999000999,1,1,1,1000
"Lambda1","ess_2",15.0119124469922,5.84791065840253,10.2206791607411,1,1,1,1,1,1000
"Lambda0.7","K",1.06555744836399,0.600352709832445,0.951285782407275,0.5,0.25974025974026,0.016983016983017,1,1,1000
"Lambda0.7","Lambda",0.760256596435304,0.912729331702004,0.863980852591273,1,0.794205794205794,0.388611388611389,1,1,1000
"Lambda0.7","MoransI",0.00907813448125577,0.0461245913637909,0.039252963279817,1,0.881118881118881,0.631368631368631,1,1,1000
"Lambda0.7","mpnns",0.394802292358304,0.592770660335272,0.463178439744111,1,0.922077922077922,0.996003996003996,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.153470397777304,0.313521307871864,0.219834642658319,1,0.953046953046953,0.999000999000999,1,1,1000
"Lambda0.7","max_offdiag_cor",0.73281888105387,0.888888888888889,0.887136801128079,1,1,0.48951048951049,1,1,1000
"Lambda0.7","ess_1",5.55788839130784,2.98530839878398,4.21459975641176,1,0.953046953046953,0.999000999000999,1,1,1000
"Lambda0.7","ess_2",11.7291548953698,5.82946189996714,8.83405288974651,1,0.99000999000999,1,1,1,1000
"Lambda0.5","K",1.16147200626874,0.44194872193505,0.934877837100161,0.5,0.151848151848152,0.000999000999000999,1,1,1000
"Lambda0.5","Lambda",0.999926686256414,7.33137435857406e-05,0.828146011000183,0.5,0.286713286713287,0.022977022977023,1,1,1000
"Lambda0.5","MoransI",0.0315662665775401,0.00974362426975469,0.0446962480122226,0.5,0.611388611388611,0.130869130869131,1,1,1000
"Lambda0.5","mpnns",0.448297429046685,0.561828986678891,0.472583575262098,1,0.682317682317682,0.97002997002997,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.164836314942,0.313932030451429,0.230045002137004,1,0.931068931068931,0.993006993006993,1,1,1000
"Lambda0.5","max_offdiag_cor",0.762369562565934,0.888888888888889,0.885115209022472,1,1,0.531468531468531,1,1,1000
"Lambda0.5","ess_1",5.23737951003025,2.98176660604014,4.05187485294577,1,0.931068931068931,0.993006993006993,1,1,1000
"Lambda0.5","ess_2",10.7747097061119,5.82087925193823,8.36109916045569,1,0.976023976023976,0.999000999000999,1,1,1000
"OU_alpha0.2","K",0.738771604358971,0.427005658430181,0.582975118298394,0.5,0.105894105894106,0.0649350649350649,1,1,1000
"OU_alpha0.2","Lambda",7.33137435857406e-05,0.471607453755235,0.26708354320248,1,0.998001998001998,0.71028971028971,1,1,1000
"OU_alpha0.2","MoransI",-0.0357807041592495,0.00242114066613212,-0.00884028978910651,0.5,0.148851148851149,0.0689310689310689,1,1,1000
"OU_alpha0.2","mpnns",0.406601072864815,0.515659116363702,0.491749127319725,1,0.962037962037962,0.699300699300699,1,1,1000
"OU_alpha0.2","mean_offdiag_cor",0.014547704252109,0.126728419002102,0.0376728746938852,1,1,1,1,1,1000
"OU_alpha0.2","max_offdiag_cor",0.159658446519545,0.661058913872302,0.628638174057809,1,1,0.422577422577423,1,1,1000
"OU_alpha0.2","ess_1",22.0540777703583,6.49274102850232,14.8361677295854,1,1,1,1,1,1000
