"Comparison","MinPD_diff","MeanPD_diff","MeanNND_diff","A_better"
"A_vs_B",0.447363321623698,3.25432062687752,-0.120688583199914,TRUE
"A_vs_C_meanpd_only",6.66860173141316,-35.4029927458294,6.18818056320572,TRUE
"A_vs_D_minpd_only",0.694825059660086,-0.919961683082533,-0.0963119670937669,TRUE
"A_vs_E_meannnd_only",3.13365033900196,5.25286067290699,-0.784746985608349,TRUE
"C_vs_D",-5.97377667175308,34.4830310627469,-6.28449253029949,NA
"C_vs_E",-3.5349513924112,40.6558534187364,-6.97292754881407,NA
"D_vs_E",2.43882527934188,6.17282235598952,-0.688435018514582,NA
