"tree_id","tree_seed","n_tips","subset_size","n_null_reps","maximize","observed_subset","observed_subset_names","observed_MinPD","observed_MeanPD","observed_MeanNND","null_mean_MinPD","null_sd_MinPD","null_q95_MinPD","null_mean_MeanPD","null_sd_MeanPD","null_q95_MeanPD","null_mean_MeanNND","null_sd_MeanNND","null_q95_MeanNND","z_MinPD","z_MeanPD","z_MeanNND","percentile_MinPD","percentile_MeanPD","percentile_MeanNND","p_emp_MinPD","p_emp_MeanPD","p_emp_MeanNND","above95_MinPD","above95_MeanPD","above95_MeanNND"
2,20260411,100,15,200,TRUE,46,"RT002_046",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,93,"RT002_093",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,15,"RT002_015",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,70,"RT002_070",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,81,"RT002_081",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,22,"RT002_022",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,28,"RT002_028",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,57,"RT002_057",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,19,"RT002_019",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
2,20260411,100,15,200,TRUE,75,"RT002_075",9.33899018938137,15.3012810975924,9.97495183187461,2.37799445395546,0.793762094114448,3.990723267052,12.6460246101828,0.653284248225739,13.798555816409,5.75186416623981,0.666564450506413,6.76756609042662,8.76962478687253,4.06447345794897,6.3356028999542,1,1,1,0.00497512437810945,0.00497512437810945,0.00497512437810945,TRUE,TRUE,TRUE
