"Metric","Observed","Null_Mean","Null_SD","Z_Score","P_Value","Percentile"
"MinPD",11,3.019,1.12512439530254,7.09343787524397,0.000999000999000999,1
"MeanPD",20.3894736842105,16.2095842105263,0.779789131332434,5.36028178097582,0.000999000999000999,1
"MeanNND",13.25,7.5276,0.737554897771839,7.75860890801137,0.000999000999000999,1
