"Metric","Observed","Null_Mean","Null_SD","Z_Score","P_Value","Percentile"
"MinPD",9,3.928,1.54958614385171,3.27313200374446,0.001998001998002,1
"MeanPD",11.4,8.6344,0.969740706084383,2.85189637049159,0.000999000999000999,1
"MeanNND",9.6,5.8146,1.17173367272593,3.23059760772566,0.000999000999000999,1
