"SubsetID","MinPD","MeanPD","MeanNND","SubsetType","SubsetSize"
1,2.65425118272937,83.3304519726763,6.23047136004238,"random",32
2,2.68949076312115,92.5066383998139,6.03332453511977,"random",32
3,2.79557101837512,93.6317337715191,6.16971783553671,"random",32
4,2.29861081747835,85.3851520051389,5.22985483070599,"random",32
5,2.5257725707015,93.4241306903607,6.16877561765418,"random",32
6,2.41321990373271,89.4290508668314,5.91131161052295,"random",32
7,2.55994869583993,91.8205217044955,6.61109565916711,"random",32
8,2.46577159057389,75.5957673707091,6.19351870866815,"random",32
9,2.61497229936586,85.2868588959501,6.23332156292423,"random",32
10,3.12976905470847,92.7481983336297,6.86275774563708,"random",32
11,2.2820547028108,73.8243823214568,6.75034805821989,"random",32
12,2.83211989891801,93.513473336557,6.70423918726038,"random",32
13,3.15744268273581,93.2787945486836,6.64330203552581,"random",32
14,2.71665778894128,76.9698418737407,5.80099860625567,"random",32
15,2.52474334625091,89.6097619471339,6.66724274459687,"random",32
16,2.83211989891801,83.2257784405958,6.66965969098038,"random",32
17,3.37747270041703,90.1702470202274,6.44259059966299,"random",32
18,2.7948153291248,91.933432352864,6.24325975814666,"random",32
19,2.53663819726129,92.6213950092206,5.56722703470472,"random",32
20,2.69353043457973,88.7836025073719,5.45783603965389,"random",32
21,2.73505797572441,83.6686300951794,6.67611023305242,"random",32
22,2.87418793501647,78.5794052235158,6.62424840798882,"random",32
23,2.28715422682318,82.8263260757728,5.75559395590109,"random",32
24,2.8141111371467,79.2542354384847,5.77388954858115,"random",32
25,2.53663819726129,68.9181459280944,7.75931609496718,"random",32
26,2.2820547028108,78.6402039043498,5.80664001675489,"random",32
27,2.52782602055125,87.2845111096678,6.619419884859,"random",32
28,2.38615795544942,84.0635653122579,5.67601936737733,"random",32
29,2.53663819726129,88.9725237138607,6.67167202955168,"random",32
30,2.5849023173226,88.9084788427538,5.24938047310239,"random",32
31,3.11363810390517,86.8672047195144,6.55561182821775,"random",32
32,1.90245974777549,86.5990591781849,4.59200727762604,"random",32
33,2.62451576659178,87.9000032559733,6.44128070805501,"random",32
34,2.67224814868,83.8459332951533,5.69024543804814,"random",32
35,2.7948153291248,85.9312378911518,6.9514660815443,"random",32
36,2.28715422682318,88.0376668772634,6.63984770910812,"random",32
37,2.54257252707392,92.0611377984605,6.00141752302177,"random",32
38,2.61519525130312,83.028262302752,7.35140916903413,"random",32
39,1.90245974777549,98.3090659266128,6.19661237784934,"random",32
