"Tree","N_Tips","Subset_Size","Total_Combinations","Exact_Match","Heuristic_MinPD","Exact_MinPD","MinPD_Gap","MinPD_Rel_Gap","Heuristic_MeanPD","Exact_MeanPD","MeanPD_Gap","MeanPD_Rel_Gap","Heuristic_MeanNND","Exact_MeanNND","MeanNND_Gap","MeanNND_Rel_Gap","Rank","Percentile","Evaluated_Subsets"
"small_balanced",32,5,201376,FALSE,9,9,0,0,11.4,11.4,0,0,9.6,9.6,0,0,1,100,10000
