"Comparison","MinPD_diff","MeanPD_diff","MeanNND_diff","A_better"
"A_vs_B",0.184569015938273,6.82995762125523,-0.630079702489846,TRUE
"A_vs_C_meanpd_only",9.74361131573346,-31.7251039259911,10.5317884795004,TRUE
"A_vs_D_minpd_only",2.03409263160057,13.8263191957088,-1.05624129505703,TRUE
"A_vs_E_meannnd_only",0.0990211860696188,18.0090353828387,-1.76761776432975,TRUE
"C_vs_D",-7.70951868413289,45.5514231216999,-11.5880297745574,NA
"C_vs_E",-9.64459012966384,49.7341393088298,-12.2994062438301,NA
"D_vs_E",-1.93507144553096,4.18271618712987,-0.71137646927272,NA
