"Algorithm","MinPD","MeanPD","MeanNND","Subset_Size"
"A_main",14.1127586501207,94.5808772268818,14.8118042265189,20
"B_greedy_only",11.0283600437482,95.1853924438049,14.6793442049826,20
"C_meanpd_only",1.98848602712144,130.709849009388,2.86479768003414,20
"D_minpd_only",12.3761156481539,93.1648202808932,14.2111667029603,20
"E_meannnd_only",10.0852502872328,81.4687892413882,15.116252785357,20
