"Algorithm","MinPD","MeanPD","MeanNND","Subset_Size"
"A_main",9.58422099505443,17.2102632334615,9.69893626655885,5
"B_greedy_only",8.41029182024751,17.7411359220801,8.45365747974795,5
"C_meanpd_only",1.88095764790939,19.7905287576929,3.28281818847337,5
"D_minpd_only",8.47231505990453,17.4886113331802,8.58943807530707,5
"E_meannnd_only",9.37438281033147,17.1217118728416,9.75734148773917,5
