"Comparison","MinPD_diff","MeanPD_diff","MeanNND_diff","A_better"
"A_vs_B",1.17392917480692,-0.530872688618604,1.24527878681091,TRUE
"A_vs_C_meanpd_only",7.70326334714504,-2.58026552423143,6.41611807808549,TRUE
"A_vs_D_minpd_only",1.1119059351499,-0.278348099718691,1.10949819125178,TRUE
"A_vs_E_meannnd_only",0.209838184722962,0.0885513606199346,-0.0584052211803154,TRUE
"C_vs_D",-6.59135741199515,2.30191742451274,-5.30661988683371,NA
"C_vs_E",-7.49342516242208,2.66881688485136,-6.4745232992658,NA
"D_vs_E",-0.902067750426935,0.366899460338626,-1.16790341243209,NA
