"Metric","Observed","Null_Mean","Null_SD","Z_Score","P_Value","Percentile"
"MinPD",9.58422099505443,3.79378946924502,1.0771709359426,5.37559205563079,0.000999000999000999,1
"MeanPD",17.2102632334615,13.0378011003164,2.66720370790811,1.56435825309254,0.038961038961039,0.962
"MeanNND",9.69893626655885,6.14181630283205,1.28974524223847,2.75800200476266,0.000999000999000999,1
