"Metric","Observed","Null_Mean","Null_SD","Z_Score","P_Value","Percentile"
"MinPD",14.1127586501207,3.11962381900544,0.611657511368765,17.9726965283478,0.000999000999000999,1
"MeanPD",93.5511355985211,85.8943011071539,9.03184654222484,0.847759586654919,0.203796203796204,0.797
"MeanNND",14.8329439009378,8.88853027193507,1.20262958280055,4.94284667034385,0.000999000999000999,1
