"Model","Subset","Replicate","K","Lambda","Subset_Type"
"OU_alpha0.2","clustered",14,NA,NA,"clustered"
"OU_alpha0.2","clustered",15,NA,NA,"clustered"
"OU_alpha0.2","clustered",16,NA,NA,"clustered"
"OU_alpha0.2","clustered",17,NA,NA,"clustered"
"OU_alpha0.2","clustered",18,NA,NA,"clustered"
"OU_alpha0.2","clustered",19,NA,NA,"clustered"
"OU_alpha0.2","clustered",20,NA,NA,"clustered"
"OU_alpha0.2","clustered",21,NA,NA,"clustered"
"OU_alpha0.2","clustered",22,NA,NA,"clustered"
"OU_alpha0.2","clustered",23,NA,NA,"clustered"
"OU_alpha0.2","clustered",24,NA,NA,"clustered"
"OU_alpha0.2","clustered",25,NA,NA,"clustered"
"OU_alpha0.2","clustered",26,NA,NA,"clustered"
"OU_alpha0.2","clustered",27,NA,NA,"clustered"
"OU_alpha0.2","clustered",28,NA,NA,"clustered"
"OU_alpha0.2","clustered",29,NA,NA,"clustered"
"OU_alpha0.2","clustered",30,NA,NA,"clustered"
"OU_alpha0.2","clustered",31,NA,NA,"clustered"
"OU_alpha0.2","clustered",32,NA,NA,"clustered"
"OU_alpha0.2","clustered",33,NA,NA,"clustered"
"OU_alpha0.2","clustered",34,NA,NA,"clustered"
"OU_alpha0.2","clustered",35,NA,NA,"clustered"
"OU_alpha0.2","clustered",36,NA,NA,"clustered"
"OU_alpha0.2","clustered",37,NA,NA,"clustered"
"OU_alpha0.2","clustered",38,NA,NA,"clustered"
"OU_alpha0.2","clustered",39,NA,NA,"clustered"
"OU_alpha0.2","clustered",40,NA,NA,"clustered"
"OU_alpha0.2","clustered",41,NA,NA,"clustered"
"OU_alpha0.2","clustered",42,NA,NA,"clustered"
"OU_alpha0.2","clustered",43,NA,NA,"clustered"
"OU_alpha0.2","clustered",44,NA,NA,"clustered"
"OU_alpha0.2","clustered",45,NA,NA,"clustered"
"OU_alpha0.2","clustered",46,NA,NA,"clustered"
"OU_alpha0.2","clustered",47,NA,NA,"clustered"
"OU_alpha0.2","clustered",48,NA,NA,"clustered"
"OU_alpha0.2","clustered",49,NA,NA,"clustered"
"OU_alpha0.2","clustered",50,NA,NA,"clustered"
"OU_alpha0.2","clustered",51,NA,NA,"clustered"
"OU_alpha0.2","clustered",52,NA,NA,"clustered"
"OU_alpha0.2","clustered",53,NA,NA,"clustered"
"OU_alpha0.2","clustered",54,NA,NA,"clustered"
"OU_alpha0.2","clustered",55,NA,NA,"clustered"
"OU_alpha0.2","clustered",56,NA,NA,"clustered"
"OU_alpha0.2","clustered",57,NA,NA,"clustered"
"OU_alpha0.2","clustered",58,NA,NA,"clustered"
"OU_alpha0.2","clustered",59,NA,NA,"clustered"
"OU_alpha0.2","clustered",60,NA,NA,"clustered"
"OU_alpha0.2","clustered",61,NA,NA,"clustered"
"OU_alpha0.2","clustered",62,NA,NA,"clustered"
"OU_alpha0.2","clustered",63,NA,NA,"clustered"
"OU_alpha0.2","clustered",64,NA,NA,"clustered"
"OU_alpha0.2","clustered",65,NA,NA,"clustered"
"OU_alpha0.2","clustered",66,NA,NA,"clustered"
"OU_alpha0.2","clustered",67,NA,NA,"clustered"
"OU_alpha0.2","clustered",68,NA,NA,"clustered"
"OU_alpha0.2","clustered",69,NA,NA,"clustered"
"OU_alpha0.2","clustered",70,NA,NA,"clustered"
"OU_alpha0.2","clustered",71,NA,NA,"clustered"
"OU_alpha0.2","clustered",72,NA,NA,"clustered"
"OU_alpha0.2","clustered",73,NA,NA,"clustered"
"OU_alpha0.2","clustered",74,NA,NA,"clustered"
"OU_alpha0.2","clustered",75,NA,NA,"clustered"
"OU_alpha0.2","clustered",76,NA,NA,"clustered"
"OU_alpha0.2","clustered",77,NA,NA,"clustered"
"OU_alpha0.2","clustered",78,NA,NA,"clustered"
"OU_alpha0.2","clustered",79,NA,NA,"clustered"
"OU_alpha0.2","clustered",80,NA,NA,"clustered"
"OU_alpha0.2","clustered",81,NA,NA,"clustered"
"OU_alpha0.2","clustered",82,NA,NA,"clustered"
"OU_alpha0.2","clustered",83,NA,NA,"clustered"
"OU_alpha0.2","clustered",84,NA,NA,"clustered"
"OU_alpha0.2","clustered",85,NA,NA,"clustered"
"OU_alpha0.2","clustered",86,NA,NA,"clustered"
"OU_alpha0.2","clustered",87,NA,NA,"clustered"
"OU_alpha0.2","clustered",88,NA,NA,"clustered"
"OU_alpha0.2","clustered",89,NA,NA,"clustered"
"OU_alpha0.2","clustered",90,NA,NA,"clustered"
"OU_alpha0.2","clustered",91,NA,NA,"clustered"
"OU_alpha0.2","clustered",92,NA,NA,"clustered"
"OU_alpha0.2","clustered",93,NA,NA,"clustered"
"OU_alpha0.2","clustered",94,NA,NA,"clustered"
"OU_alpha0.2","clustered",95,NA,NA,"clustered"
"OU_alpha0.2","clustered",96,NA,NA,"clustered"
"OU_alpha0.2","clustered",97,NA,NA,"clustered"
"OU_alpha0.2","clustered",98,NA,NA,"clustered"
"OU_alpha0.2","clustered",99,NA,NA,"clustered"
"OU_alpha0.2","clustered",100,NA,NA,"clustered"
"OU_alpha0.2","random_1",1,NA,NA,"random"
"OU_alpha0.2","random_1",2,NA,NA,"random"
"OU_alpha0.2","random_1",3,NA,NA,"random"
"OU_alpha0.2","random_1",4,NA,NA,"random"
"OU_alpha0.2","random_1",5,NA,NA,"random"
"OU_alpha0.2","random_1",6,NA,NA,"random"
"OU_alpha0.2","random_1",7,NA,NA,"random"
"OU_alpha0.2","random_1",8,NA,NA,"random"
"OU_alpha0.2","random_1",9,NA,NA,"random"
"OU_alpha0.2","random_1",10,NA,NA,"random"
"OU_alpha0.2","random_1",11,NA,NA,"random"
"OU_alpha0.2","random_1",12,NA,NA,"random"
"OU_alpha0.2","random_1",13,NA,NA,"random"
"OU_alpha0.2","random_1",14,NA,NA,"random"
"OU_alpha0.2","random_1",15,NA,NA,"random"
"OU_alpha0.2","random_1",16,NA,NA,"random"
"OU_alpha0.2","random_1",17,NA,NA,"random"
"OU_alpha0.2","random_1",18,NA,NA,"random"
"OU_alpha0.2","random_1",19,NA,NA,"random"
"OU_alpha0.2","random_1",20,NA,NA,"random"
"OU_alpha0.2","random_1",21,NA,NA,"random"
"OU_alpha0.2","random_1",22,NA,NA,"random"
"OU_alpha0.2","random_1",23,NA,NA,"random"
"OU_alpha0.2","random_1",24,NA,NA,"random"
"OU_alpha0.2","random_1",25,NA,NA,"random"
"OU_alpha0.2","random_1",26,NA,NA,"random"
"OU_alpha0.2","random_1",27,NA,NA,"random"
"OU_alpha0.2","random_1",28,NA,NA,"random"
"OU_alpha0.2","random_1",29,NA,NA,"random"
"OU_alpha0.2","random_1",30,NA,NA,"random"
"OU_alpha0.2","random_1",31,NA,NA,"random"
"OU_alpha0.2","random_1",32,NA,NA,"random"
"OU_alpha0.2","random_1",33,NA,NA,"random"
"OU_alpha0.2","random_1",34,NA,NA,"random"
"OU_alpha0.2","random_1",35,NA,NA,"random"
"OU_alpha0.2","random_1",36,NA,NA,"random"
"OU_alpha0.2","random_1",37,NA,NA,"random"
"OU_alpha0.2","random_1",38,NA,NA,"random"
"OU_alpha0.2","random_1",39,NA,NA,"random"
"OU_alpha0.2","random_1",40,NA,NA,"random"
"OU_alpha0.2","random_1",41,NA,NA,"random"
"OU_alpha0.2","random_1",42,NA,NA,"random"
"OU_alpha0.2","random_1",43,NA,NA,"random"
"OU_alpha0.2","random_1",44,NA,NA,"random"
"OU_alpha0.2","random_1",45,NA,NA,"random"
"OU_alpha0.2","random_1",46,NA,NA,"random"
"OU_alpha0.2","random_1",47,NA,NA,"random"
"OU_alpha0.2","random_1",48,NA,NA,"random"
"OU_alpha0.2","random_1",49,NA,NA,"random"
"OU_alpha0.2","random_1",50,NA,NA,"random"
"OU_alpha0.2","random_1",51,NA,NA,"random"
"OU_alpha0.2","random_1",52,NA,NA,"random"
"OU_alpha0.2","random_1",53,NA,NA,"random"
"OU_alpha0.2","random_1",54,NA,NA,"random"
"OU_alpha0.2","random_1",55,NA,NA,"random"
"OU_alpha0.2","random_1",56,NA,NA,"random"
"OU_alpha0.2","random_1",57,NA,NA,"random"
"OU_alpha0.2","random_1",58,NA,NA,"random"
"OU_alpha0.2","random_1",59,NA,NA,"random"
"OU_alpha0.2","random_1",60,NA,NA,"random"
"OU_alpha0.2","random_1",61,NA,NA,"random"
"OU_alpha0.2","random_1",62,NA,NA,"random"
"OU_alpha0.2","random_1",63,NA,NA,"random"
"OU_alpha0.2","random_1",64,NA,NA,"random"
"OU_alpha0.2","random_1",65,NA,NA,"random"
"OU_alpha0.2","random_1",66,NA,NA,"random"
"OU_alpha0.2","random_1",67,NA,NA,"random"
"OU_alpha0.2","random_1",68,NA,NA,"random"
"OU_alpha0.2","random_1",69,NA,NA,"random"
"OU_alpha0.2","random_1",70,NA,NA,"random"
"OU_alpha0.2","random_1",71,NA,NA,"random"
"OU_alpha0.2","random_1",72,NA,NA,"random"
"OU_alpha0.2","random_1",73,NA,NA,"random"
"OU_alpha0.2","random_1",74,NA,NA,"random"
"OU_alpha0.2","random_1",75,NA,NA,"random"
"OU_alpha0.2","random_1",76,NA,NA,"random"
"OU_alpha0.2","random_1",77,NA,NA,"random"
"OU_alpha0.2","random_1",78,NA,NA,"random"
"OU_alpha0.2","random_1",79,NA,NA,"random"
"OU_alpha0.2","random_1",80,NA,NA,"random"
"OU_alpha0.2","random_1",81,NA,NA,"random"
"OU_alpha0.2","random_1",82,NA,NA,"random"
"OU_alpha0.2","random_1",83,NA,NA,"random"
"OU_alpha0.2","random_1",84,NA,NA,"random"
"OU_alpha0.2","random_1",85,NA,NA,"random"
"OU_alpha0.2","random_1",86,NA,NA,"random"
"OU_alpha0.2","random_1",87,NA,NA,"random"
"OU_alpha0.2","random_1",88,NA,NA,"random"
"OU_alpha0.2","random_1",89,NA,NA,"random"
"OU_alpha0.2","random_1",90,NA,NA,"random"
"OU_alpha0.2","random_1",91,NA,NA,"random"
"OU_alpha0.2","random_1",92,NA,NA,"random"
"OU_alpha0.2","random_1",93,NA,NA,"random"
"OU_alpha0.2","random_1",94,NA,NA,"random"
"OU_alpha0.2","random_1",95,NA,NA,"random"
"OU_alpha0.2","random_1",96,NA,NA,"random"
"OU_alpha0.2","random_1",97,NA,NA,"random"
"OU_alpha0.2","random_1",98,NA,NA,"random"
"OU_alpha0.2","random_1",99,NA,NA,"random"
"OU_alpha0.2","random_1",100,NA,NA,"random"
"OU_alpha0.2","random_2",1,NA,NA,"random"
"OU_alpha0.2","random_2",2,NA,NA,"random"
"OU_alpha0.2","random_2",3,NA,NA,"random"
"OU_alpha0.2","random_2",4,NA,NA,"random"
"OU_alpha0.2","random_2",5,NA,NA,"random"
"OU_alpha0.2","random_2",6,NA,NA,"random"
"OU_alpha0.2","random_2",7,NA,NA,"random"
"OU_alpha0.2","random_2",8,NA,NA,"random"
"OU_alpha0.2","random_2",9,NA,NA,"random"
"OU_alpha0.2","random_2",10,NA,NA,"random"
"OU_alpha0.2","random_2",11,NA,NA,"random"
"OU_alpha0.2","random_2",12,NA,NA,"random"
"OU_alpha0.2","random_2",13,NA,NA,"random"
"OU_alpha0.2","random_2",14,NA,NA,"random"
"OU_alpha0.2","random_2",15,NA,NA,"random"
"OU_alpha0.2","random_2",16,NA,NA,"random"
"OU_alpha0.2","random_2",17,NA,NA,"random"
"OU_alpha0.2","random_2",18,NA,NA,"random"
"OU_alpha0.2","random_2",19,NA,NA,"random"
"OU_alpha0.2","random_2",20,NA,NA,"random"
"OU_alpha0.2","random_2",21,NA,NA,"random"
"OU_alpha0.2","random_2",22,NA,NA,"random"
"OU_alpha0.2","random_2",23,NA,NA,"random"
"OU_alpha0.2","random_2",24,NA,NA,"random"
"OU_alpha0.2","random_2",25,NA,NA,"random"
"OU_alpha0.2","random_2",26,NA,NA,"random"
"OU_alpha0.2","random_2",27,NA,NA,"random"
"OU_alpha0.2","random_2",28,NA,NA,"random"
"OU_alpha0.2","random_2",29,NA,NA,"random"
"OU_alpha0.2","random_2",30,NA,NA,"random"
"OU_alpha0.2","random_2",31,NA,NA,"random"
"OU_alpha0.2","random_2",32,NA,NA,"random"
"OU_alpha0.2","random_2",33,NA,NA,"random"
"OU_alpha0.2","random_2",34,NA,NA,"random"
"OU_alpha0.2","random_2",35,NA,NA,"random"
"OU_alpha0.2","random_2",36,NA,NA,"random"
"OU_alpha0.2","random_2",37,NA,NA,"random"
"OU_alpha0.2","random_2",38,NA,NA,"random"
"OU_alpha0.2","random_2",39,NA,NA,"random"
"OU_alpha0.2","random_2",40,NA,NA,"random"
"OU_alpha0.2","random_2",41,NA,NA,"random"
"OU_alpha0.2","random_2",42,NA,NA,"random"
"OU_alpha0.2","random_2",43,NA,NA,"random"
"OU_alpha0.2","random_2",44,NA,NA,"random"
"OU_alpha0.2","random_2",45,NA,NA,"random"
"OU_alpha0.2","random_2",46,NA,NA,"random"
"OU_alpha0.2","random_2",47,NA,NA,"random"
"OU_alpha0.2","random_2",48,NA,NA,"random"
"OU_alpha0.2","random_2",49,NA,NA,"random"
"OU_alpha0.2","random_2",50,NA,NA,"random"
"OU_alpha0.2","random_2",51,NA,NA,"random"
"OU_alpha0.2","random_2",52,NA,NA,"random"
"OU_alpha0.2","random_2",53,NA,NA,"random"
"OU_alpha0.2","random_2",54,NA,NA,"random"
"OU_alpha0.2","random_2",55,NA,NA,"random"
"OU_alpha0.2","random_2",56,NA,NA,"random"
"OU_alpha0.2","random_2",57,NA,NA,"random"
"OU_alpha0.2","random_2",58,NA,NA,"random"
"OU_alpha0.2","random_2",59,NA,NA,"random"
"OU_alpha0.2","random_2",60,NA,NA,"random"
"OU_alpha0.2","random_2",61,NA,NA,"random"
"OU_alpha0.2","random_2",62,NA,NA,"random"
"OU_alpha0.2","random_2",63,NA,NA,"random"
"OU_alpha0.2","random_2",64,NA,NA,"random"
"OU_alpha0.2","random_2",65,NA,NA,"random"
"OU_alpha0.2","random_2",66,NA,NA,"random"
"OU_alpha0.2","random_2",67,NA,NA,"random"
"OU_alpha0.2","random_2",68,NA,NA,"random"
"OU_alpha0.2","random_2",69,NA,NA,"random"
"OU_alpha0.2","random_2",70,NA,NA,"random"
"OU_alpha0.2","random_2",71,NA,NA,"random"
"OU_alpha0.2","random_2",72,NA,NA,"random"
"OU_alpha0.2","random_2",73,NA,NA,"random"
"OU_alpha0.2","random_2",74,NA,NA,"random"
"OU_alpha0.2","random_2",75,NA,NA,"random"
"OU_alpha0.2","random_2",76,NA,NA,"random"
"OU_alpha0.2","random_2",77,NA,NA,"random"
"OU_alpha0.2","random_2",78,NA,NA,"random"
"OU_alpha0.2","random_2",79,NA,NA,"random"
"OU_alpha0.2","random_2",80,NA,NA,"random"
"OU_alpha0.2","random_2",81,NA,NA,"random"
"OU_alpha0.2","random_2",82,NA,NA,"random"
"OU_alpha0.2","random_2",83,NA,NA,"random"
"OU_alpha0.2","random_2",84,NA,NA,"random"
"OU_alpha0.2","random_2",85,NA,NA,"random"
"OU_alpha0.2","random_2",86,NA,NA,"random"
"OU_alpha0.2","random_2",87,NA,NA,"random"
"OU_alpha0.2","random_2",88,NA,NA,"random"
"OU_alpha0.2","random_2",89,NA,NA,"random"
"OU_alpha0.2","random_2",90,NA,NA,"random"
"OU_alpha0.2","random_2",91,NA,NA,"random"
"OU_alpha0.2","random_2",92,NA,NA,"random"
"OU_alpha0.2","random_2",93,NA,NA,"random"
"OU_alpha0.2","random_2",94,NA,NA,"random"
"OU_alpha0.2","random_2",95,NA,NA,"random"
"OU_alpha0.2","random_2",96,NA,NA,"random"
"OU_alpha0.2","random_2",97,NA,NA,"random"
"OU_alpha0.2","random_2",98,NA,NA,"random"
"OU_alpha0.2","random_2",99,NA,NA,"random"
"OU_alpha0.2","random_2",100,NA,NA,"random"
"OU_alpha0.2","random_3",1,NA,NA,"random"
"OU_alpha0.2","random_3",2,NA,NA,"random"
"OU_alpha0.2","random_3",3,NA,NA,"random"
"OU_alpha0.2","random_3",4,NA,NA,"random"
"OU_alpha0.2","random_3",5,NA,NA,"random"
"OU_alpha0.2","random_3",6,NA,NA,"random"
"OU_alpha0.2","random_3",7,NA,NA,"random"
"OU_alpha0.2","random_3",8,NA,NA,"random"
"OU_alpha0.2","random_3",9,NA,NA,"random"
"OU_alpha0.2","random_3",10,NA,NA,"random"
"OU_alpha0.2","random_3",11,NA,NA,"random"
"OU_alpha0.2","random_3",12,NA,NA,"random"
"OU_alpha0.2","random_3",13,NA,NA,"random"
"OU_alpha0.2","random_3",14,NA,NA,"random"
"OU_alpha0.2","random_3",15,NA,NA,"random"
"OU_alpha0.2","random_3",16,NA,NA,"random"
"OU_alpha0.2","random_3",17,NA,NA,"random"
"OU_alpha0.2","random_3",18,NA,NA,"random"
"OU_alpha0.2","random_3",19,NA,NA,"random"
"OU_alpha0.2","random_3",20,NA,NA,"random"
"OU_alpha0.2","random_3",21,NA,NA,"random"
"OU_alpha0.2","random_3",22,NA,NA,"random"
"OU_alpha0.2","random_3",23,NA,NA,"random"
"OU_alpha0.2","random_3",24,NA,NA,"random"
"OU_alpha0.2","random_3",25,NA,NA,"random"
"OU_alpha0.2","random_3",26,NA,NA,"random"
"OU_alpha0.2","random_3",27,NA,NA,"random"
"OU_alpha0.2","random_3",28,NA,NA,"random"
"OU_alpha0.2","random_3",29,NA,NA,"random"
"OU_alpha0.2","random_3",30,NA,NA,"random"
"OU_alpha0.2","random_3",31,NA,NA,"random"
"OU_alpha0.2","random_3",32,NA,NA,"random"
"OU_alpha0.2","random_3",33,NA,NA,"random"
"OU_alpha0.2","random_3",34,NA,NA,"random"
"OU_alpha0.2","random_3",35,NA,NA,"random"
"OU_alpha0.2","random_3",36,NA,NA,"random"
"OU_alpha0.2","random_3",37,NA,NA,"random"
"OU_alpha0.2","random_3",38,NA,NA,"random"
"OU_alpha0.2","random_3",39,NA,NA,"random"
"OU_alpha0.2","random_3",40,NA,NA,"random"
"OU_alpha0.2","random_3",41,NA,NA,"random"
"OU_alpha0.2","random_3",42,NA,NA,"random"
"OU_alpha0.2","random_3",43,NA,NA,"random"
"OU_alpha0.2","random_3",44,NA,NA,"random"
"OU_alpha0.2","random_3",45,NA,NA,"random"
"OU_alpha0.2","random_3",46,NA,NA,"random"
"OU_alpha0.2","random_3",47,NA,NA,"random"
"OU_alpha0.2","random_3",48,NA,NA,"random"
"OU_alpha0.2","random_3",49,NA,NA,"random"
"OU_alpha0.2","random_3",50,NA,NA,"random"
"OU_alpha0.2","random_3",51,NA,NA,"random"
"OU_alpha0.2","random_3",52,NA,NA,"random"
"OU_alpha0.2","random_3",53,NA,NA,"random"
"OU_alpha0.2","random_3",54,NA,NA,"random"
"OU_alpha0.2","random_3",55,NA,NA,"random"
"OU_alpha0.2","random_3",56,NA,NA,"random"
"OU_alpha0.2","random_3",57,NA,NA,"random"
"OU_alpha0.2","random_3",58,NA,NA,"random"
"OU_alpha0.2","random_3",59,NA,NA,"random"
"OU_alpha0.2","random_3",60,NA,NA,"random"
"OU_alpha0.2","random_3",61,NA,NA,"random"
"OU_alpha0.2","random_3",62,NA,NA,"random"
"OU_alpha0.2","random_3",63,NA,NA,"random"
"OU_alpha0.2","random_3",64,NA,NA,"random"
"OU_alpha0.2","random_3",65,NA,NA,"random"
"OU_alpha0.2","random_3",66,NA,NA,"random"
"OU_alpha0.2","random_3",67,NA,NA,"random"
"OU_alpha0.2","random_3",68,NA,NA,"random"
"OU_alpha0.2","random_3",69,NA,NA,"random"
"OU_alpha0.2","random_3",70,NA,NA,"random"
"OU_alpha0.2","random_3",71,NA,NA,"random"
"OU_alpha0.2","random_3",72,NA,NA,"random"
"OU_alpha0.2","random_3",73,NA,NA,"random"
"OU_alpha0.2","random_3",74,NA,NA,"random"
"OU_alpha0.2","random_3",75,NA,NA,"random"
"OU_alpha0.2","random_3",76,NA,NA,"random"
"OU_alpha0.2","random_3",77,NA,NA,"random"
"OU_alpha0.2","random_3",78,NA,NA,"random"
"OU_alpha0.2","random_3",79,NA,NA,"random"
"OU_alpha0.2","random_3",80,NA,NA,"random"
"OU_alpha0.2","random_3",81,NA,NA,"random"
"OU_alpha0.2","random_3",82,NA,NA,"random"
"OU_alpha0.2","random_3",83,NA,NA,"random"
"OU_alpha0.2","random_3",84,NA,NA,"random"
"OU_alpha0.2","random_3",85,NA,NA,"random"
"OU_alpha0.2","random_3",86,NA,NA,"random"
"OU_alpha0.2","random_3",87,NA,NA,"random"
"OU_alpha0.2","random_3",88,NA,NA,"random"
"OU_alpha0.2","random_3",89,NA,NA,"random"
"OU_alpha0.2","random_3",90,NA,NA,"random"
"OU_alpha0.2","random_3",91,NA,NA,"random"
"OU_alpha0.2","random_3",92,NA,NA,"random"
"OU_alpha0.2","random_3",93,NA,NA,"random"
"OU_alpha0.2","random_3",94,NA,NA,"random"
"OU_alpha0.2","random_3",95,NA,NA,"random"
"OU_alpha0.2","random_3",96,NA,NA,"random"
"OU_alpha0.2","random_3",97,NA,NA,"random"
"OU_alpha0.2","random_3",98,NA,NA,"random"
"OU_alpha0.2","random_3",99,NA,NA,"random"
"OU_alpha0.2","random_3",100,NA,NA,"random"
"OU_alpha0.2","random_4",1,NA,NA,"random"
"OU_alpha0.2","random_4",2,NA,NA,"random"
"OU_alpha0.2","random_4",3,NA,NA,"random"
"OU_alpha0.2","random_4",4,NA,NA,"random"
"OU_alpha0.2","random_4",5,NA,NA,"random"
"OU_alpha0.2","random_4",6,NA,NA,"random"
"OU_alpha0.2","random_4",7,NA,NA,"random"
"OU_alpha0.2","random_4",8,NA,NA,"random"
"OU_alpha0.2","random_4",9,NA,NA,"random"
"OU_alpha0.2","random_4",10,NA,NA,"random"
"OU_alpha0.2","random_4",11,NA,NA,"random"
"OU_alpha0.2","random_4",12,NA,NA,"random"
"OU_alpha0.2","random_4",13,NA,NA,"random"
"OU_alpha0.2","random_4",14,NA,NA,"random"
"OU_alpha0.2","random_4",15,NA,NA,"random"
"OU_alpha0.2","random_4",16,NA,NA,"random"
"OU_alpha0.2","random_4",17,NA,NA,"random"
"OU_alpha0.2","random_4",18,NA,NA,"random"
"OU_alpha0.2","random_4",19,NA,NA,"random"
"OU_alpha0.2","random_4",20,NA,NA,"random"
"OU_alpha0.2","random_4",21,NA,NA,"random"
"OU_alpha0.2","random_4",22,NA,NA,"random"
"OU_alpha0.2","random_4",23,NA,NA,"random"
"OU_alpha0.2","random_4",24,NA,NA,"random"
"OU_alpha0.2","random_4",25,NA,NA,"random"
"OU_alpha0.2","random_4",26,NA,NA,"random"
"OU_alpha0.2","random_4",27,NA,NA,"random"
"OU_alpha0.2","random_4",28,NA,NA,"random"
"OU_alpha0.2","random_4",29,NA,NA,"random"
"OU_alpha0.2","random_4",30,NA,NA,"random"
"OU_alpha0.2","random_4",31,NA,NA,"random"
"OU_alpha0.2","random_4",32,NA,NA,"random"
"OU_alpha0.2","random_4",33,NA,NA,"random"
"OU_alpha0.2","random_4",34,NA,NA,"random"
"OU_alpha0.2","random_4",35,NA,NA,"random"
"OU_alpha0.2","random_4",36,NA,NA,"random"
"OU_alpha0.2","random_4",37,NA,NA,"random"
"OU_alpha0.2","random_4",38,NA,NA,"random"
"OU_alpha0.2","random_4",39,NA,NA,"random"
"OU_alpha0.2","random_4",40,NA,NA,"random"
"OU_alpha0.2","random_4",41,NA,NA,"random"
"OU_alpha0.2","random_4",42,NA,NA,"random"
"OU_alpha0.2","random_4",43,NA,NA,"random"
"OU_alpha0.2","random_4",44,NA,NA,"random"
"OU_alpha0.2","random_4",45,NA,NA,"random"
"OU_alpha0.2","random_4",46,NA,NA,"random"
"OU_alpha0.2","random_4",47,NA,NA,"random"
"OU_alpha0.2","random_4",48,NA,NA,"random"
"OU_alpha0.2","random_4",49,NA,NA,"random"
"OU_alpha0.2","random_4",50,NA,NA,"random"
"OU_alpha0.2","random_4",51,NA,NA,"random"
"OU_alpha0.2","random_4",52,NA,NA,"random"
"OU_alpha0.2","random_4",53,NA,NA,"random"
"OU_alpha0.2","random_4",54,NA,NA,"random"
"OU_alpha0.2","random_4",55,NA,NA,"random"
"OU_alpha0.2","random_4",56,NA,NA,"random"
"OU_alpha0.2","random_4",57,NA,NA,"random"
"OU_alpha0.2","random_4",58,NA,NA,"random"
"OU_alpha0.2","random_4",59,NA,NA,"random"
"OU_alpha0.2","random_4",60,NA,NA,"random"
"OU_alpha0.2","random_4",61,NA,NA,"random"
"OU_alpha0.2","random_4",62,NA,NA,"random"
"OU_alpha0.2","random_4",63,NA,NA,"random"
"OU_alpha0.2","random_4",64,NA,NA,"random"
"OU_alpha0.2","random_4",65,NA,NA,"random"
"OU_alpha0.2","random_4",66,NA,NA,"random"
"OU_alpha0.2","random_4",67,NA,NA,"random"
"OU_alpha0.2","random_4",68,NA,NA,"random"
"OU_alpha0.2","random_4",69,NA,NA,"random"
"OU_alpha0.2","random_4",70,NA,NA,"random"
"OU_alpha0.2","random_4",71,NA,NA,"random"
"OU_alpha0.2","random_4",72,NA,NA,"random"
"OU_alpha0.2","random_4",73,NA,NA,"random"
"OU_alpha0.2","random_4",74,NA,NA,"random"
"OU_alpha0.2","random_4",75,NA,NA,"random"
"OU_alpha0.2","random_4",76,NA,NA,"random"
"OU_alpha0.2","random_4",77,NA,NA,"random"
"OU_alpha0.2","random_4",78,NA,NA,"random"
"OU_alpha0.2","random_4",79,NA,NA,"random"
"OU_alpha0.2","random_4",80,NA,NA,"random"
"OU_alpha0.2","random_4",81,NA,NA,"random"
"OU_alpha0.2","random_4",82,NA,NA,"random"
"OU_alpha0.2","random_4",83,NA,NA,"random"
"OU_alpha0.2","random_4",84,NA,NA,"random"
"OU_alpha0.2","random_4",85,NA,NA,"random"
"OU_alpha0.2","random_4",86,NA,NA,"random"
"OU_alpha0.2","random_4",87,NA,NA,"random"
"OU_alpha0.2","random_4",88,NA,NA,"random"
"OU_alpha0.2","random_4",89,NA,NA,"random"
"OU_alpha0.2","random_4",90,NA,NA,"random"
"OU_alpha0.2","random_4",91,NA,NA,"random"
"OU_alpha0.2","random_4",92,NA,NA,"random"
"OU_alpha0.2","random_4",93,NA,NA,"random"
"OU_alpha0.2","random_4",94,NA,NA,"random"
"OU_alpha0.2","random_4",95,NA,NA,"random"
"OU_alpha0.2","random_4",96,NA,NA,"random"
"OU_alpha0.2","random_4",97,NA,NA,"random"
"OU_alpha0.2","random_4",98,NA,NA,"random"
"OU_alpha0.2","random_4",99,NA,NA,"random"
"OU_alpha0.2","random_4",100,NA,NA,"random"
"OU_alpha0.2","random_5",1,NA,NA,"random"
"OU_alpha0.2","random_5",2,NA,NA,"random"
"OU_alpha0.2","random_5",3,NA,NA,"random"
"OU_alpha0.2","random_5",4,NA,NA,"random"
"OU_alpha0.2","random_5",5,NA,NA,"random"
"OU_alpha0.2","random_5",6,NA,NA,"random"
"OU_alpha0.2","random_5",7,NA,NA,"random"
"OU_alpha0.2","random_5",8,NA,NA,"random"
"OU_alpha0.2","random_5",9,NA,NA,"random"
"OU_alpha0.2","random_5",10,NA,NA,"random"
"OU_alpha0.2","random_5",11,NA,NA,"random"
"OU_alpha0.2","random_5",12,NA,NA,"random"
"OU_alpha0.2","random_5",13,NA,NA,"random"
"OU_alpha0.2","random_5",14,NA,NA,"random"
"OU_alpha0.2","random_5",15,NA,NA,"random"
"OU_alpha0.2","random_5",16,NA,NA,"random"
"OU_alpha0.2","random_5",17,NA,NA,"random"
"OU_alpha0.2","random_5",18,NA,NA,"random"
"OU_alpha0.2","random_5",19,NA,NA,"random"
"OU_alpha0.2","random_5",20,NA,NA,"random"
"OU_alpha0.2","random_5",21,NA,NA,"random"
"OU_alpha0.2","random_5",22,NA,NA,"random"
"OU_alpha0.2","random_5",23,NA,NA,"random"
"OU_alpha0.2","random_5",24,NA,NA,"random"
