"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"EB r = -0.10","0.15984","0.000999001","0.144855","0.000999001"
"EB r = -0.50","0.044955","0.000999001","0.0529471","0.000999001"
"EB r = -1.00","0.011988","0.000999001","0.015984","0.000999001"
