"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"λ = 0.00","1","1","1","1"
"λ = 0.10","0.003996003996004","0.263736263736264","0.001998001998002","0.0979020979020979"
"λ = 0.25","0.003996003996004","0.263736263736264","0.001998001998002","0.0979020979020979"
"λ = 0.50","0.003996003996004","0.263736263736264","0.001998001998002","0.0979020979020979"
"λ = 0.75","0.003996003996004","0.263736263736264","0.001998001998002","0.0979020979020979"
"λ = 1.00","0.003996003996004","0.263736263736264","0.001998001998002","0.0979020979020979"
