"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"EB r = -0.10","0.0549451","0.000999001","0.0599401","0.000999001"
"EB r = -0.50","0.014985","0.000999001","0.01998","0.000999001"
"EB r = -1.00","0.001998","0.000999001","0.001998","0.000999001"
