"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"λ = 0.00","0.563437","0.103896","0.358641","0.852148"
"λ = 0.10","0.461538","0.611389","0.136863","0.755245"
"λ = 0.25","0.022977","0.018981","0.734266","0.000999001"
"λ = 0.50","0.00899101","0.132867","0.000999001","0.001998"
"λ = 0.75","0.000999001","0.027972","0.000999001","0.000999001"
"λ = 1.00","0.000999001","0.00599401","0.000999001","0.000999001"
