"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"λ = 0.00","0.138861","0.846154","0.635365","0.426573"
"λ = 0.10","0.00599401","0.00599401","0.001998","0.000999001"
"λ = 0.25","0.000999001","0.000999001","0.000999001","0.000999001"
"λ = 0.50","0.000999001","0.000999001","0.000999001","0.000999001"
"λ = 0.75","0.000999001","0.000999001","0.000999001","0.000999001"
"λ = 1.00","0.000999001","0.000999001","0.001998","0.000999001"
