"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"λ = 0.00","0.959041","0.263736","0.856144","0.641359"
"λ = 0.10","0.000999001","0.002997","0.014985","0.001998"
"λ = 0.25","0.000999001","0.000999001","0.000999001","0.000999001"
"λ = 0.50","0.000999001","0.000999001","0.000999001","0.000999001"
"λ = 0.75","0.015984","0.000999001","0.016983","0.000999001"
"λ = 1.00","0.222777","0.000999001","0.198801","0.000999001"
