"Subset type","Subset size","N_32","N_64","N_128","N_256","N_512"
"dispersed",8,"0.000999000999000999","0.001998001998002","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"dispersed",16,"0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"dispersed",32,"—","0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"dispersed",64,"—","—","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"clustered",8,"0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"clustered",16,"0.112887112887113","0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"clustered",32,"—","0.001998001998002","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"clustered",64,"—","—","0.000999000999000999","0.000999000999000999","0.000999000999000999"
