"Subset type","Subset size","N_32","N_64","N_128","N_256","N_512"
"dispersed",8,"0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"dispersed",16,"0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"dispersed",32,"—","0.000999000999000999","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"dispersed",64,"—","—","0.000999000999000999","0.000999000999000999","0.000999000999000999"
"clustered",8,"0.0769230769230769","0.020979020979021","0.003996003996004","0.00599400599400599","0.001998001998002"
"clustered",16,"0.431568431568432","0.0699300699300699","0.0729270729270729","0.020979020979021","0.020979020979021"
"clustered",32,"—","0.724275724275724","0.11988011988012","0.13986013986014","0.0549450549450549"
"clustered",64,"—","—","0.263736263736264","0.316683316683317","0.0979020979020979"
