"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"h/H = 0.05","0.000999001","0.609391","0.000999001","0.124875"
"h/H = 0.10","0.000999001","0.010989","0.000999001","0.000999001"
"h/H = 0.25","0.000999001","0.000999001","0.000999001","0.000999001"
"h/H = 0.50","0.000999001","0.000999001","0.000999001","0.000999001"
"h/H = 1.00","0.018981","0.000999001","0.020979","0.000999001"
