"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"λ = 0.00","0.916084","0.263736","0.829171","0.485514"
"λ = 0.10","0.004995","0.000999001","0.027972","0.000999001"
"λ = 0.25","0.000999001","0.000999001","0.000999001","0.000999001"
"λ = 0.50","0.000999001","0.000999001","0.000999001","0.000999001"
"λ = 0.75","0.001998","0.000999001","0.001998","0.000999001"
"λ = 1.00","0.0779221","0.000999001","0.0729271","0.000999001"
