"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"λ = 0.00","0.873127","0.043956","0.64036","0.707293"
"λ = 0.10","0.414585","0.783217","0.627373","0.699301"
"λ = 0.25","0.020979","0.32967","0.564436","0.000999001"
"λ = 0.50","0.004995","0.105894","0.000999001","0.003996"
"λ = 0.75","0.000999001","0.0659341","0.000999001","0.000999001"
"λ = 1.00","0.000999001","0.010989","0.000999001","0.003996"
