"Covariance setting","N_128_s_8","N_128_s_64","N_512_s_8","N_512_s_64"
"λ = 0.00","0.826174","0.465534","0.855145","0.425574"
"λ = 0.10","0.034965","0.857143","0.252747","0.597403"
"λ = 0.25","0.366633","0.00899101","0.023976","0.000999001"
"λ = 0.50","0.011988","0.001998","0.001998","0.000999001"
"λ = 0.75","0.000999001","0.002997","0.000999001","0.000999001"
"λ = 1.00","0.000999001","0.000999001","0.000999001","0.000999001"
