"SubsetID","MinPD","MeanPD","MeanNND","SubsetType","SubsetSize"
1,3.92061366367294,17.0931019584075,7.26243278121515,"random",20
2,3.28228906940117,17.3312017016654,7.20682096281478,"random",20
3,2.66756652367382,16.8090854204782,7.11536873462492,"random",20
4,2.05804571601062,18.8176982316764,8.26128062519677,"random",20
5,6.59209087033087,18.0203165988956,9.36677905495432,"random",20
6,5.89935004775247,16.9575835541392,8.65767413214871,"random",20
7,2.95169723144207,17.1869764836045,8.06302137437809,"random",20
8,2.30100511308935,17.369550261814,5.83175883853501,"random",20
9,1.65950316552324,17.3617144189486,7.53000330298347,"random",20
10,2.51843870107361,17.7320669232208,8.34447380821457,"random",20
11,5.33254193964658,16.927193429353,7.99938837823219,"random",20
12,2.27809860716826,16.889915975149,7.57910978714527,"random",20
13,3.01056822436354,18.1028567212489,7.97369208963352,"random",20
14,2.74783202164402,17.443174595987,6.9954720741303,"random",20
15,4.27664021759807,17.3618124442579,8.14268871764291,"random",20
16,4.95983425565596,16.9505486143266,8.57674494357552,"random",20
17,4.93965466399826,17.673021471849,8.50436528921231,"random",20
18,1.96674230090195,16.5508242688841,6.26981751470284,"random",20
19,3.639610212697,17.0419390774851,7.34030713365947,"random",20
20,1.66846515011352,16.183901453119,5.74860222179108,"random",20
21,1.89305989832834,17.8716960351222,7.39324184751887,"random",20
22,1.32008840865834,17.1138690900959,5.48579937915311,"random",20
23,2.13209700081069,15.8726497350838,6.6944873531195,"random",20
24,2.31447166104532,17.4946626833404,8.10444885554063,"random",20
25,4.28945554916439,16.2739713928466,6.5149237993859,"random",20
26,2.53273926805092,17.3304139387336,7.56688667214483,"random",20
27,2.74783202164402,16.9513025967332,7.07091529835272,"random",20
28,2.59609165937324,17.4666210764541,7.7955665075971,"random",20
29,2.59609165937324,16.5314428903449,7.61987931485414,"random",20
30,2.13904359746716,15.9322663855834,5.69655506497285,"random",20
31,2.6632794102728,16.6088259688023,7.68337496223568,"random",20
32,1.86051616532169,18.2215258707245,8.30322881623573,"random",20
33,1.2313528564395,16.5647376935447,6.78049403372283,"random",20
34,3.84174910480279,16.9648758851209,7.64724888325471,"random",20
35,2.6632794102728,17.2586966947478,7.11076885412777,"random",20
36,2.03850727870486,18.8728575218327,7.14551197960067,"random",20
37,4.77428342147825,18.3249904597437,8.11856346766525,"random",20
38,2.97690238435277,17.8351433059468,8.69928900879994,"random",20
39,4.78480363452081,16.7496727961386,7.79950773057512,"random",20
40,2.43487783352931,17.4676559171438,6.60498876836194,"random",20
41,2.43936703640907,16.2828147630978,7.50845028039924,"random",20
