"Analysis","Pool","N","s","Subset_Type","Metric","Observed","Baseline_Mean","Baseline_SD","Baseline_Q025","Baseline_Q975","SES","P_value","Tail","Covariance_Model","Covariance_Param","Covariance_Param_Label"
"Carnivora_N261","Carnivora_N261",261,20,"dispersed","off_mean",0.199031062728396,0.228336006185557,0.0243581958659086,0.197281471510068,0.289352736186358,-1.2030834967616,0.038961038961039,"lower","BM",NA,"BM"
"Carnivora_N261","Carnivora_N261",261,20,"dispersed","rmax",0.678245723780341,0.956416229395573,0.027699736492057,0.889223870104449,0.995969488248965,-10.0423520525186,0.000999000999000999,"lower","BM",NA,"BM"
"Carnivora_N261","Carnivora_N261",261,20,"dispersed","neff_mean",4.66366916014972,4.17647648793815,0.169944765887753,3.71738614241914,4.43726749175874,2.86677068085377,0.000999000999000999,"upper","BM",NA,"BM"
"Carnivora_N261","Carnivora_N261",261,20,"clustered","off_mean",0.89237789334698,0.228336006185557,0.0243581958659086,0.197281471510068,0.289352736186358,27.2615382032791,0.000999000999000999,"upper","BM",NA,"BM"
"Carnivora_N261","Carnivora_N261",261,20,"clustered","rmax",0.997515290619766,0.956416229395573,0.027699736492057,0.889223870104449,0.995969488248965,1.48373473646503,0.00799200799200799,"upper","BM",NA,"BM"
"Carnivora_N261","Carnivora_N261",261,20,"clustered","neff_mean",1.12029562935791,4.17647648793815,0.169944765887753,3.71738614241914,4.43726749175874,-17.9833773792058,0.000999000999000999,"lower","BM",NA,"BM"
