"N","s","Subset_Type","Species_Index","Species"
512,64,"dispersed",21,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA"
512,64,"dispersed",22,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA"
512,64,"dispersed",23,"Notiomys_edwardsii_CRICETIDAE_RODENTIA"
512,64,"dispersed",24,"Delomys_altimontanus_CRICETIDAE_RODENTIA"
512,64,"dispersed",25,"Rhagomys_rufescens_CRICETIDAE_RODENTIA"
512,64,"dispersed",26,"Ondatra_zibethicus_CRICETIDAE_RODENTIA"
512,64,"dispersed",27,"Habromys_simulatus_CRICETIDAE_RODENTIA"
512,64,"dispersed",28,"Lemmus_trimucronatus_CRICETIDAE_RODENTIA"
512,64,"dispersed",29,"Zygodontomys_brevicauda_CRICETIDAE_RODENTIA"
512,64,"dispersed",30,"Oecomys_paricola_CRICETIDAE_RODENTIA"
512,64,"dispersed",31,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA"
512,64,"dispersed",32,"Rhipidomys_leucodactylus_CRICETIDAE_RODENTIA"
512,64,"dispersed",33,"Isthmomys_pirrensis_CRICETIDAE_RODENTIA"
512,64,"dispersed",34,"Calassomys_apicalis_CRICETIDAE_RODENTIA"
512,64,"dispersed",35,"Baiomys_taylori_CRICETIDAE_RODENTIA"
512,64,"dispersed",36,"Nyctomys_sumichrasti_CRICETIDAE_RODENTIA"
512,64,"dispersed",37,"Phenacomys_intermedius_CRICETIDAE_RODENTIA"
512,64,"dispersed",38,"Holochilus_brasiliensis_CRICETIDAE_RODENTIA"
512,64,"dispersed",39,"Aepeomys_lugens_CRICETIDAE_RODENTIA"
512,64,"dispersed",40,"Xenomys_nelsoni_CRICETIDAE_RODENTIA"
512,64,"dispersed",41,"Calomys_tocantinsi_CRICETIDAE_RODENTIA"
512,64,"dispersed",42,"Eremoryzomys_polius_CRICETIDAE_RODENTIA"
512,64,"dispersed",43,"Akodon_albiventer_CRICETIDAE_RODENTIA"
512,64,"dispersed",44,"Oxymycterus_rufus_CRICETIDAE_RODENTIA"
512,64,"dispersed",45,"Alticola_macrotis_CRICETIDAE_RODENTIA"
512,64,"dispersed",46,"Akodon_latebricola_CRICETIDAE_RODENTIA"
512,64,"dispersed",47,"Eligmodontia_dunaris_CRICETIDAE_RODENTIA"
512,64,"dispersed",48,"Handleyomys_rostratus_CRICETIDAE_RODENTIA"
512,64,"dispersed",49,"Peromyscus_californicus_CRICETIDAE_RODENTIA"
512,64,"dispersed",50,"Lagurus_lagurus_CRICETIDAE_RODENTIA"
512,64,"dispersed",51,"Juliomys_ossitenuis_CRICETIDAE_RODENTIA"
512,64,"dispersed",52,"Tscherskia_triton_CRICETIDAE_RODENTIA"
512,64,"dispersed",53,"Ellobius_tancrei_CRICETIDAE_RODENTIA"
512,64,"dispersed",54,"Oligoryzomys_chacoensis_CRICETIDAE_RODENTIA"
512,64,"dispersed",55,"Thomasomys_notatus_CRICETIDAE_RODENTIA"
512,64,"dispersed",56,"Mindomys_hammondi_CRICETIDAE_RODENTIA"
512,64,"dispersed",57,"Bibimys_labiosus_CRICETIDAE_RODENTIA"
512,64,"dispersed",58,"Irenomys_tarsalis_CRICETIDAE_RODENTIA"
512,64,"dispersed",59,"Phodopus_roborovskii_CRICETIDAE_RODENTIA"
512,64,"dispersed",60,"Hodomys_alleni_CRICETIDAE_RODENTIA"
512,64,"dispersed",61,"Galenomys_garleppi_CRICETIDAE_RODENTIA"
512,64,"dispersed",62,"Cerradomys_vivoi_CRICETIDAE_RODENTIA"
512,64,"dispersed",63,"Rhipidomys_wetzeli_CRICETIDAE_RODENTIA"
512,64,"dispersed",64,"Neotomys_ebriosus_CRICETIDAE_RODENTIA"
