"N","s","Subset_Type","Species_Index","Species"
256,32,"dispersed",15,"Thomasomys_andersoni_CRICETIDAE_RODENTIA"
256,32,"dispersed",16,"Andinomys_edax_CRICETIDAE_RODENTIA"
256,32,"dispersed",17,"Euneomys_chinchilloides_CRICETIDAE_RODENTIA"
256,32,"dispersed",18,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA"
256,32,"dispersed",19,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA"
256,32,"dispersed",20,"Notiomys_edwardsii_CRICETIDAE_RODENTIA"
256,32,"dispersed",21,"Delomys_sublineatus_CRICETIDAE_RODENTIA"
256,32,"dispersed",22,"Juliomys_ossitenuis_CRICETIDAE_RODENTIA"
256,32,"dispersed",23,"Neofiber_alleni_CRICETIDAE_RODENTIA"
256,32,"dispersed",24,"Onychomys_torridus_CRICETIDAE_RODENTIA"
256,32,"dispersed",25,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA"
256,32,"dispersed",26,"Nephelomys_levipes_CRICETIDAE_RODENTIA"
256,32,"dispersed",27,"Lemmus_sibiricus_CRICETIDAE_RODENTIA"
256,32,"dispersed",28,"Rhipidomys_emiliae_CRICETIDAE_RODENTIA"
256,32,"dispersed",29,"Wiedomys_pyrrhorhinos_CRICETIDAE_RODENTIA"
256,32,"dispersed",30,"Arborimus_albipes_CRICETIDAE_RODENTIA"
256,32,"dispersed",31,"Nesoryzomys_narboroughi_CRICETIDAE_RODENTIA"
256,32,"dispersed",32,"Aepeomys_lugens_CRICETIDAE_RODENTIA"
256,64,"clustered",1,"Myopus_schisticolor_CRICETIDAE_RODENTIA"
256,64,"clustered",2,"Synaptomys_cooperi_CRICETIDAE_RODENTIA"
256,64,"clustered",3,"Lemmus_sibiricus_CRICETIDAE_RODENTIA"
256,64,"clustered",4,"Lemmus_amurensis_CRICETIDAE_RODENTIA"
256,64,"clustered",5,"Myodes_rufocanus_CRICETIDAE_RODENTIA"
256,64,"clustered",6,"Myodes_smithii_CRICETIDAE_RODENTIA"
256,64,"clustered",7,"Myodes_rutilus_CRICETIDAE_RODENTIA"
256,64,"clustered",8,"Alticola_montosa_CRICETIDAE_RODENTIA"
256,64,"clustered",9,"Alticola_barakshin_CRICETIDAE_RODENTIA"
256,64,"clustered",10,"Alticola_olchonensis_CRICETIDAE_RODENTIA"
256,64,"clustered",11,"Alticola_strelzowi_CRICETIDAE_RODENTIA"
256,64,"clustered",12,"Alticola_semicanus_CRICETIDAE_RODENTIA"
256,64,"clustered",13,"Alticola_macrotis_CRICETIDAE_RODENTIA"
256,64,"clustered",14,"Alticola_lemminus_CRICETIDAE_RODENTIA"
256,64,"clustered",15,"Myodes_centralis_CRICETIDAE_RODENTIA"
256,64,"clustered",16,"Eothenomys_custos_CRICETIDAE_RODENTIA"
256,64,"clustered",17,"Eothenomys_proditor_CRICETIDAE_RODENTIA"
256,64,"clustered",18,"Eothenomys_olitor_CRICETIDAE_RODENTIA"
256,64,"clustered",19,"Caryomys_inez_CRICETIDAE_RODENTIA"
256,64,"clustered",20,"Eothenomys_miletus_CRICETIDAE_RODENTIA"
256,64,"clustered",21,"Eothenomys_melanogaster_CRICETIDAE_RODENTIA"
256,64,"clustered",22,"Neodon_leucurus_CRICETIDAE_RODENTIA"
256,64,"clustered",23,"Neodon_fuscus_CRICETIDAE_RODENTIA"
256,64,"clustered",24,"Neodon_linzhiensis_CRICETIDAE_RODENTIA"
256,64,"clustered",25,"Microtus_oeconomus_CRICETIDAE_RODENTIA"
256,64,"clustered",26,"Microtus_middendorffii_CRICETIDAE_RODENTIA"
256,64,"clustered",27,"Microtus_sachalinensis_CRICETIDAE_RODENTIA"
256,64,"clustered",28,"Microtus_fortis_CRICETIDAE_RODENTIA"
256,64,"clustered",29,"Microtus_kikuchii_CRICETIDAE_RODENTIA"
256,64,"clustered",30,"Microtus_tatricus_CRICETIDAE_RODENTIA"
256,64,"clustered",31,"Microtus_multiplex_CRICETIDAE_RODENTIA"
256,64,"clustered",32,"Microtus_thomasi_CRICETIDAE_RODENTIA"
256,64,"clustered",33,"Microtus_gerbei_CRICETIDAE_RODENTIA"
256,64,"clustered",34,"Microtus_lusitanicus_CRICETIDAE_RODENTIA"
256,64,"clustered",35,"Microtus_savii_CRICETIDAE_RODENTIA"
256,64,"clustered",36,"Microtus_majori_CRICETIDAE_RODENTIA"
256,64,"clustered",37,"Microtus_subterraneus_CRICETIDAE_RODENTIA"
256,64,"clustered",38,"Microtus_socialis_CRICETIDAE_RODENTIA"
256,64,"clustered",39,"Microtus_anatolicus_CRICETIDAE_RODENTIA"
256,64,"clustered",40,"Microtus_guentheri_CRICETIDAE_RODENTIA"
256,64,"clustered",41,"Microtus_dogramacii_CRICETIDAE_RODENTIA"
256,64,"clustered",42,"Microtus_paradoxus_CRICETIDAE_RODENTIA"
256,64,"clustered",43,"Microtus_schelkovnikovi_CRICETIDAE_RODENTIA"
256,64,"clustered",44,"Microtus_ilaeus_CRICETIDAE_RODENTIA"
256,64,"clustered",45,"Microtus_levis_CRICETIDAE_RODENTIA"
256,64,"clustered",46,"Blanfordimys_afghanus_CRICETIDAE_RODENTIA"
256,64,"clustered",47,"Microtus_montanus_CRICETIDAE_RODENTIA"
256,64,"clustered",48,"Microtus_townsendii_CRICETIDAE_RODENTIA"
256,64,"clustered",49,"Microtus_longicaudus_CRICETIDAE_RODENTIA"
256,64,"clustered",50,"Microtus_xanthognathus_CRICETIDAE_RODENTIA"
256,64,"clustered",51,"Microtus_miurus_CRICETIDAE_RODENTIA"
256,64,"clustered",52,"Microtus_oaxacensis_CRICETIDAE_RODENTIA"
256,64,"clustered",53,"Microtus_quasiater_CRICETIDAE_RODENTIA"
256,64,"clustered",54,"Microtus_pinetorum_CRICETIDAE_RODENTIA"
256,64,"clustered",55,"Microtus_richardsoni_CRICETIDAE_RODENTIA"
256,64,"clustered",56,"Microtus_umbrosus_CRICETIDAE_RODENTIA"
256,64,"clustered",57,"Proedromys_liangshanensis_CRICETIDAE_RODENTIA"
256,64,"clustered",58,"Proedromys_bedfordi_CRICETIDAE_RODENTIA"
256,64,"clustered",59,"Chionomys_roberti_CRICETIDAE_RODENTIA"
256,64,"clustered",60,"Dinaromys_bogdanovi_CRICETIDAE_RODENTIA"
256,64,"clustered",61,"Ellobius_fuscocapillus_CRICETIDAE_RODENTIA"
256,64,"clustered",62,"Ellobius_talpinus_CRICETIDAE_RODENTIA"
256,64,"clustered",63,"Lagurus_lagurus_CRICETIDAE_RODENTIA"
256,64,"clustered",64,"Eolagurus_luteus_CRICETIDAE_RODENTIA"
256,64,"dispersed",1,"Phodopus_sungorus_CRICETIDAE_RODENTIA"
256,64,"dispersed",2,"Neotoma_mexicana_CRICETIDAE_RODENTIA"
256,64,"dispersed",3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA"
256,64,"dispersed",4,"Microtus_kikuchii_CRICETIDAE_RODENTIA"
256,64,"dispersed",5,"Tylomys_watsoni_CRICETIDAE_RODENTIA"
256,64,"dispersed",6,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA"
256,64,"dispersed",7,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA"
256,64,"dispersed",8,"Sigmodon_alstoni_CRICETIDAE_RODENTIA"
256,64,"dispersed",9,"Baiomys_musculus_CRICETIDAE_RODENTIA"
256,64,"dispersed",10,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA"
256,64,"dispersed",11,"Rheomys_raptor_CRICETIDAE_RODENTIA"
256,64,"dispersed",12,"Microryzomys_minutus_CRICETIDAE_RODENTIA"
256,64,"dispersed",13,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA"
256,64,"dispersed",14,"Peromyscus_polionotus_CRICETIDAE_RODENTIA"
256,64,"dispersed",15,"Thomasomys_andersoni_CRICETIDAE_RODENTIA"
256,64,"dispersed",16,"Andinomys_edax_CRICETIDAE_RODENTIA"
256,64,"dispersed",17,"Euneomys_chinchilloides_CRICETIDAE_RODENTIA"
256,64,"dispersed",18,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA"
256,64,"dispersed",19,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA"
256,64,"dispersed",20,"Notiomys_edwardsii_CRICETIDAE_RODENTIA"
256,64,"dispersed",21,"Delomys_sublineatus_CRICETIDAE_RODENTIA"
256,64,"dispersed",22,"Juliomys_ossitenuis_CRICETIDAE_RODENTIA"
256,64,"dispersed",23,"Neofiber_alleni_CRICETIDAE_RODENTIA"
256,64,"dispersed",24,"Onychomys_torridus_CRICETIDAE_RODENTIA"
256,64,"dispersed",25,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA"
256,64,"dispersed",26,"Nephelomys_levipes_CRICETIDAE_RODENTIA"
256,64,"dispersed",27,"Lemmus_sibiricus_CRICETIDAE_RODENTIA"
256,64,"dispersed",28,"Rhipidomys_emiliae_CRICETIDAE_RODENTIA"
256,64,"dispersed",29,"Wiedomys_pyrrhorhinos_CRICETIDAE_RODENTIA"
256,64,"dispersed",30,"Arborimus_albipes_CRICETIDAE_RODENTIA"
256,64,"dispersed",31,"Nesoryzomys_narboroughi_CRICETIDAE_RODENTIA"
256,64,"dispersed",32,"Aepeomys_lugens_CRICETIDAE_RODENTIA"
256,64,"dispersed",33,"Xenomys_nelsoni_CRICETIDAE_RODENTIA"
256,64,"dispersed",34,"Calomys_callosus_CRICETIDAE_RODENTIA"
256,64,"dispersed",35,"Drymoreomys_albimaculatus_CRICETIDAE_RODENTIA"
256,64,"dispersed",36,"Akodon_serrensis_CRICETIDAE_RODENTIA"
256,64,"dispersed",37,"Oxymycterus_quaestor_CRICETIDAE_RODENTIA"
256,64,"dispersed",38,"Alticola_macrotis_CRICETIDAE_RODENTIA"
256,64,"dispersed",39,"Eligmodontia_dunaris_CRICETIDAE_RODENTIA"
256,64,"dispersed",40,"Handleyomys_chapmani_CRICETIDAE_RODENTIA"
256,64,"dispersed",41,"Peromyscus_californicus_CRICETIDAE_RODENTIA"
256,64,"dispersed",42,"Lagurus_lagurus_CRICETIDAE_RODENTIA"
256,64,"dispersed",43,"Ellobius_talpinus_CRICETIDAE_RODENTIA"
256,64,"dispersed",44,"Oligoryzomys_destructor_CRICETIDAE_RODENTIA"
256,64,"dispersed",45,"Thomasomys_gracilis_CRICETIDAE_RODENTIA"
256,64,"dispersed",46,"Euryoryzomys_lamia_CRICETIDAE_RODENTIA"
256,64,"dispersed",47,"Bibimys_labiosus_CRICETIDAE_RODENTIA"
256,64,"dispersed",48,"Irenomys_tarsalis_CRICETIDAE_RODENTIA"
256,64,"dispersed",49,"Loxodontomys_micropus_CRICETIDAE_RODENTIA"
256,64,"dispersed",50,"Cerradomys_scotti_CRICETIDAE_RODENTIA"
256,64,"dispersed",51,"Peromyscus_zarhynchus_CRICETIDAE_RODENTIA"
256,64,"dispersed",52,"Reithrodontomys_spectabilis_CRICETIDAE_RODENTIA"
256,64,"dispersed",53,"Hylaeamys_yunganus_CRICETIDAE_RODENTIA"
256,64,"dispersed",54,"Holochilus_chacarius_CRICETIDAE_RODENTIA"
256,64,"dispersed",55,"Brucepattersonius_iheringi_CRICETIDAE_RODENTIA"
256,64,"dispersed",56,"Dinaromys_bogdanovi_CRICETIDAE_RODENTIA"
256,64,"dispersed",57,"Myopus_schisticolor_CRICETIDAE_RODENTIA"
256,64,"dispersed",58,"Chionomys_roberti_CRICETIDAE_RODENTIA"
256,64,"dispersed",59,"Podomys_floridanus_CRICETIDAE_RODENTIA"
256,64,"dispersed",60,"Neacomys_guianae_CRICETIDAE_RODENTIA"
256,64,"dispersed",61,"Phyllotis_caprinus_CRICETIDAE_RODENTIA"
256,64,"dispersed",62,"Neotoma_bryanti_CRICETIDAE_RODENTIA"
256,64,"dispersed",63,"Proedromys_bedfordi_CRICETIDAE_RODENTIA"
256,64,"dispersed",64,"Sigmodon_hirsutus_CRICETIDAE_RODENTIA"
512,8,"clustered",1,"Microtus_schidlovskii_CRICETIDAE_RODENTIA"
512,8,"clustered",2,"Microtus_irani_CRICETIDAE_RODENTIA"
512,8,"clustered",3,"Microtus_anatolicus_CRICETIDAE_RODENTIA"
512,8,"clustered",4,"Microtus_socialis_CRICETIDAE_RODENTIA"
512,8,"clustered",5,"Microtus_guentheri_CRICETIDAE_RODENTIA"
512,8,"clustered",6,"Microtus_dogramacii_CRICETIDAE_RODENTIA"
512,8,"clustered",7,"Microtus_paradoxus_CRICETIDAE_RODENTIA"
512,8,"clustered",8,"Microtus_schelkovnikovi_CRICETIDAE_RODENTIA"
512,8,"dispersed",1,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA"
512,8,"dispersed",2,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA"
512,8,"dispersed",3,"Microtus_kikuchii_CRICETIDAE_RODENTIA"
512,8,"dispersed",4,"Otonyctomys_hatti_CRICETIDAE_RODENTIA"
512,8,"dispersed",5,"Tylomys_watsoni_CRICETIDAE_RODENTIA"
512,8,"dispersed",6,"Neotoma_mexicana_CRICETIDAE_RODENTIA"
512,8,"dispersed",7,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA"
512,8,"dispersed",8,"Phodopus_sungorus_CRICETIDAE_RODENTIA"
512,16,"clustered",1,"Akodon_lutescens_CRICETIDAE_RODENTIA"
512,16,"clustered",2,"Akodon_subfuscus_CRICETIDAE_RODENTIA"
512,16,"clustered",3,"Akodon_polopi_CRICETIDAE_RODENTIA"
512,16,"clustered",4,"Akodon_spegazzinii_CRICETIDAE_RODENTIA"
512,16,"clustered",5,"Akodon_boliviensis_CRICETIDAE_RODENTIA"
512,16,"clustered",6,"Akodon_sylvanus_CRICETIDAE_RODENTIA"
512,16,"clustered",7,"Akodon_azarae_CRICETIDAE_RODENTIA"
512,16,"clustered",8,"Akodon_juninensis_CRICETIDAE_RODENTIA"
512,16,"clustered",9,"Akodon_kofordi_CRICETIDAE_RODENTIA"
512,16,"clustered",10,"Akodon_fumeus_CRICETIDAE_RODENTIA"
512,16,"clustered",11,"Akodon_montensis_CRICETIDAE_RODENTIA"
512,16,"clustered",12,"Akodon_reigi_CRICETIDAE_RODENTIA"
512,16,"clustered",13,"Akodon_paranaensis_CRICETIDAE_RODENTIA"
512,16,"clustered",14,"Akodon_mystax_CRICETIDAE_RODENTIA"
512,16,"clustered",15,"Akodon_cursor_CRICETIDAE_RODENTIA"
512,16,"clustered",16,"Akodon_philipmyersi_CRICETIDAE_RODENTIA"
512,16,"dispersed",1,"Cricetulus_kamensis_CRICETIDAE_RODENTIA"
512,16,"dispersed",2,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA"
512,16,"dispersed",3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA"
512,16,"dispersed",4,"Microtus_kikuchii_CRICETIDAE_RODENTIA"
512,16,"dispersed",5,"Otonyctomys_hatti_CRICETIDAE_RODENTIA"
512,16,"dispersed",6,"Tylomys_watsoni_CRICETIDAE_RODENTIA"
512,16,"dispersed",7,"Neotoma_mexicana_CRICETIDAE_RODENTIA"
512,16,"dispersed",8,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA"
512,16,"dispersed",9,"Sigmodon_leucotis_CRICETIDAE_RODENTIA"
512,16,"dispersed",10,"Ochrotomys_nuttalli_CRICETIDAE_RODENTIA"
512,16,"dispersed",11,"Onychomys_leucogaster_CRICETIDAE_RODENTIA"
512,16,"dispersed",12,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA"
512,16,"dispersed",13,"Neusticomys_monticolus_CRICETIDAE_RODENTIA"
512,16,"dispersed",14,"Neacomys_minutus_CRICETIDAE_RODENTIA"
512,16,"dispersed",15,"Phodopus_sungorus_CRICETIDAE_RODENTIA"
512,16,"dispersed",16,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA"
512,32,"clustered",1,"Akodon_siberiae_CRICETIDAE_RODENTIA"
512,32,"clustered",2,"Akodon_budini_CRICETIDAE_RODENTIA"
512,32,"clustered",3,"Akodon_torques_CRICETIDAE_RODENTIA"
512,32,"clustered",4,"Akodon_orophilus_CRICETIDAE_RODENTIA"
512,32,"clustered",5,"Akodon_mollis_CRICETIDAE_RODENTIA"
512,32,"clustered",6,"Akodon_aerosus_CRICETIDAE_RODENTIA"
512,32,"clustered",7,"Akodon_affinis_CRICETIDAE_RODENTIA"
512,32,"clustered",8,"Akodon_varius_CRICETIDAE_RODENTIA"
512,32,"clustered",9,"Akodon_simulator_CRICETIDAE_RODENTIA"
512,32,"clustered",10,"Akodon_albiventer_CRICETIDAE_RODENTIA"
512,32,"clustered",11,"Akodon_philipmyersi_CRICETIDAE_RODENTIA"
512,32,"clustered",12,"Akodon_lindberghi_CRICETIDAE_RODENTIA"
512,32,"clustered",13,"Akodon_polopi_CRICETIDAE_RODENTIA"
512,32,"clustered",14,"Akodon_spegazzinii_CRICETIDAE_RODENTIA"
512,32,"clustered",15,"Akodon_boliviensis_CRICETIDAE_RODENTIA"
512,32,"clustered",16,"Akodon_sylvanus_CRICETIDAE_RODENTIA"
512,32,"clustered",17,"Akodon_lutescens_CRICETIDAE_RODENTIA"
512,32,"clustered",18,"Akodon_subfuscus_CRICETIDAE_RODENTIA"
512,32,"clustered",19,"Akodon_azarae_CRICETIDAE_RODENTIA"
512,32,"clustered",20,"Akodon_juninensis_CRICETIDAE_RODENTIA"
512,32,"clustered",21,"Akodon_kofordi_CRICETIDAE_RODENTIA"
512,32,"clustered",22,"Akodon_fumeus_CRICETIDAE_RODENTIA"
512,32,"clustered",23,"Akodon_montensis_CRICETIDAE_RODENTIA"
512,32,"clustered",24,"Akodon_paranaensis_CRICETIDAE_RODENTIA"
512,32,"clustered",25,"Akodon_mystax_CRICETIDAE_RODENTIA"
512,32,"clustered",26,"Akodon_reigi_CRICETIDAE_RODENTIA"
512,32,"clustered",27,"Akodon_cursor_CRICETIDAE_RODENTIA"
512,32,"clustered",28,"Akodon_iniscatus_CRICETIDAE_RODENTIA"
512,32,"clustered",29,"Akodon_toba_CRICETIDAE_RODENTIA"
512,32,"clustered",30,"Akodon_molinae_CRICETIDAE_RODENTIA"
512,32,"clustered",31,"Akodon_dolores_CRICETIDAE_RODENTIA"
512,32,"clustered",32,"Akodon_dayi_CRICETIDAE_RODENTIA"
512,32,"dispersed",1,"Cricetulus_kamensis_CRICETIDAE_RODENTIA"
512,32,"dispersed",2,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA"
512,32,"dispersed",3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA"
512,32,"dispersed",4,"Microtus_kikuchii_CRICETIDAE_RODENTIA"
512,32,"dispersed",5,"Otonyctomys_hatti_CRICETIDAE_RODENTIA"
512,32,"dispersed",6,"Tylomys_watsoni_CRICETIDAE_RODENTIA"
512,32,"dispersed",7,"Neotoma_mexicana_CRICETIDAE_RODENTIA"
512,32,"dispersed",8,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA"
512,32,"dispersed",9,"Sigmodon_leucotis_CRICETIDAE_RODENTIA"
512,32,"dispersed",10,"Ochrotomys_nuttalli_CRICETIDAE_RODENTIA"
512,32,"dispersed",11,"Onychomys_leucogaster_CRICETIDAE_RODENTIA"
512,32,"dispersed",12,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA"
512,32,"dispersed",13,"Neusticomys_monticolus_CRICETIDAE_RODENTIA"
512,32,"dispersed",14,"Neacomys_minutus_CRICETIDAE_RODENTIA"
512,32,"dispersed",15,"Phodopus_sungorus_CRICETIDAE_RODENTIA"
512,32,"dispersed",16,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA"
512,32,"dispersed",17,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA"
512,32,"dispersed",18,"Rhagomys_longilingua_CRICETIDAE_RODENTIA"
512,32,"dispersed",19,"Punomys_kofordi_CRICETIDAE_RODENTIA"
512,32,"dispersed",20,"Euneomys_mordax_CRICETIDAE_RODENTIA"
512,32,"dispersed",21,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA"
512,32,"dispersed",22,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA"
512,32,"dispersed",23,"Notiomys_edwardsii_CRICETIDAE_RODENTIA"
512,32,"dispersed",24,"Delomys_altimontanus_CRICETIDAE_RODENTIA"
512,32,"dispersed",25,"Rhagomys_rufescens_CRICETIDAE_RODENTIA"
512,32,"dispersed",26,"Ondatra_zibethicus_CRICETIDAE_RODENTIA"
512,32,"dispersed",27,"Habromys_simulatus_CRICETIDAE_RODENTIA"
512,32,"dispersed",28,"Lemmus_trimucronatus_CRICETIDAE_RODENTIA"
512,32,"dispersed",29,"Zygodontomys_brevicauda_CRICETIDAE_RODENTIA"
512,32,"dispersed",30,"Oecomys_paricola_CRICETIDAE_RODENTIA"
512,32,"dispersed",31,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA"
512,32,"dispersed",32,"Rhipidomys_leucodactylus_CRICETIDAE_RODENTIA"
512,64,"clustered",1,"Microtus_cabrerae_CRICETIDAE_RODENTIA"
512,64,"clustered",2,"Microtus_tatricus_CRICETIDAE_RODENTIA"
512,64,"clustered",3,"Microtus_liechtensteini_CRICETIDAE_RODENTIA"
512,64,"clustered",4,"Microtus_bavaricus_CRICETIDAE_RODENTIA"
512,64,"clustered",5,"Microtus_multiplex_CRICETIDAE_RODENTIA"
512,64,"clustered",6,"Microtus_felteni_CRICETIDAE_RODENTIA"
512,64,"clustered",7,"Microtus_thomasi_CRICETIDAE_RODENTIA"
512,64,"clustered",8,"Microtus_gerbei_CRICETIDAE_RODENTIA"
512,64,"clustered",9,"Microtus_lusitanicus_CRICETIDAE_RODENTIA"
512,64,"clustered",10,"Microtus_duodecimcostatus_CRICETIDAE_RODENTIA"
512,64,"clustered",11,"Microtus_savii_CRICETIDAE_RODENTIA"
512,64,"clustered",12,"Microtus_majori_CRICETIDAE_RODENTIA"
512,64,"clustered",13,"Microtus_daghestanicus_CRICETIDAE_RODENTIA"
512,64,"clustered",14,"Microtus_subterraneus_CRICETIDAE_RODENTIA"
512,64,"clustered",15,"Microtus_socialis_CRICETIDAE_RODENTIA"
512,64,"clustered",16,"Microtus_anatolicus_CRICETIDAE_RODENTIA"
512,64,"clustered",17,"Microtus_schidlovskii_CRICETIDAE_RODENTIA"
512,64,"clustered",18,"Microtus_irani_CRICETIDAE_RODENTIA"
512,64,"clustered",19,"Microtus_guentheri_CRICETIDAE_RODENTIA"
512,64,"clustered",20,"Microtus_dogramacii_CRICETIDAE_RODENTIA"
512,64,"clustered",21,"Microtus_paradoxus_CRICETIDAE_RODENTIA"
512,64,"clustered",22,"Microtus_schelkovnikovi_CRICETIDAE_RODENTIA"
512,64,"clustered",23,"Microtus_ilaeus_CRICETIDAE_RODENTIA"
512,64,"clustered",24,"Microtus_transcaspicus_CRICETIDAE_RODENTIA"
512,64,"clustered",25,"Microtus_arvalis_CRICETIDAE_RODENTIA"
512,64,"clustered",26,"Microtus_levis_CRICETIDAE_RODENTIA"
512,64,"clustered",27,"Blanfordimys_juldaschi_CRICETIDAE_RODENTIA"
512,64,"clustered",28,"Blanfordimys_bucharensis_CRICETIDAE_RODENTIA"
512,64,"clustered",29,"Blanfordimys_afghanus_CRICETIDAE_RODENTIA"
512,64,"clustered",30,"Microtus_agrestis_CRICETIDAE_RODENTIA"
512,64,"clustered",31,"Microtus_pennsylvanicus_CRICETIDAE_RODENTIA"
512,64,"clustered",32,"Microtus_montanus_CRICETIDAE_RODENTIA"
512,64,"clustered",33,"Microtus_townsendii_CRICETIDAE_RODENTIA"
512,64,"clustered",34,"Microtus_canicaudus_CRICETIDAE_RODENTIA"
512,64,"clustered",35,"Microtus_oregoni_CRICETIDAE_RODENTIA"
512,64,"clustered",36,"Microtus_longicaudus_CRICETIDAE_RODENTIA"
512,64,"clustered",37,"Microtus_xanthognathus_CRICETIDAE_RODENTIA"
512,64,"clustered",38,"Microtus_ochrogaster_CRICETIDAE_RODENTIA"
512,64,"clustered",39,"Microtus_californicus_CRICETIDAE_RODENTIA"
512,64,"clustered",40,"Microtus_chrotorrhinus_CRICETIDAE_RODENTIA"
512,64,"clustered",41,"Microtus_guatemalensis_CRICETIDAE_RODENTIA"
512,64,"clustered",42,"Microtus_oaxacensis_CRICETIDAE_RODENTIA"
512,64,"clustered",43,"Microtus_quasiater_CRICETIDAE_RODENTIA"
512,64,"clustered",44,"Microtus_pinetorum_CRICETIDAE_RODENTIA"
512,64,"clustered",45,"Microtus_richardsoni_CRICETIDAE_RODENTIA"
512,64,"clustered",46,"Microtus_umbrosus_CRICETIDAE_RODENTIA"
512,64,"clustered",47,"Microtus_miurus_CRICETIDAE_RODENTIA"
512,64,"clustered",48,"Microtus_abbreviatus_CRICETIDAE_RODENTIA"
512,64,"clustered",49,"Neodon_leucurus_CRICETIDAE_RODENTIA"
512,64,"clustered",50,"Neodon_fuscus_CRICETIDAE_RODENTIA"
512,64,"clustered",51,"Volemys_millicens_CRICETIDAE_RODENTIA"
512,64,"clustered",52,"Neodon_irene_CRICETIDAE_RODENTIA"
512,64,"clustered",53,"Microtus_clarkei_CRICETIDAE_RODENTIA"
512,64,"clustered",54,"Neodon_sikimensis_CRICETIDAE_RODENTIA"
512,64,"clustered",55,"Neodon_linzhiensis_CRICETIDAE_RODENTIA"
512,64,"clustered",56,"Microtus_oeconomus_CRICETIDAE_RODENTIA"
512,64,"clustered",57,"Microtus_mongolicus_CRICETIDAE_RODENTIA"
512,64,"clustered",58,"Microtus_middendorffii_CRICETIDAE_RODENTIA"
512,64,"clustered",59,"Microtus_sachalinensis_CRICETIDAE_RODENTIA"
512,64,"clustered",60,"Microtus_maximowiczii_CRICETIDAE_RODENTIA"
512,64,"clustered",61,"Microtus_fortis_CRICETIDAE_RODENTIA"
512,64,"clustered",62,"Microtus_limnophilus_CRICETIDAE_RODENTIA"
512,64,"clustered",63,"Microtus_montebelli_CRICETIDAE_RODENTIA"
512,64,"clustered",64,"Microtus_kikuchii_CRICETIDAE_RODENTIA"
512,64,"dispersed",1,"Cricetulus_kamensis_CRICETIDAE_RODENTIA"
512,64,"dispersed",2,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA"
512,64,"dispersed",3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA"
512,64,"dispersed",4,"Microtus_kikuchii_CRICETIDAE_RODENTIA"
512,64,"dispersed",5,"Otonyctomys_hatti_CRICETIDAE_RODENTIA"
512,64,"dispersed",6,"Tylomys_watsoni_CRICETIDAE_RODENTIA"
512,64,"dispersed",7,"Neotoma_mexicana_CRICETIDAE_RODENTIA"
512,64,"dispersed",8,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA"
512,64,"dispersed",9,"Sigmodon_leucotis_CRICETIDAE_RODENTIA"
512,64,"dispersed",10,"Ochrotomys_nuttalli_CRICETIDAE_RODENTIA"
512,64,"dispersed",11,"Onychomys_leucogaster_CRICETIDAE_RODENTIA"
512,64,"dispersed",12,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA"
512,64,"dispersed",13,"Neusticomys_monticolus_CRICETIDAE_RODENTIA"
512,64,"dispersed",14,"Neacomys_minutus_CRICETIDAE_RODENTIA"
512,64,"dispersed",15,"Phodopus_sungorus_CRICETIDAE_RODENTIA"
512,64,"dispersed",16,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA"
512,64,"dispersed",17,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA"
512,64,"dispersed",18,"Rhagomys_longilingua_CRICETIDAE_RODENTIA"
512,64,"dispersed",19,"Punomys_kofordi_CRICETIDAE_RODENTIA"
512,64,"dispersed",20,"Euneomys_mordax_CRICETIDAE_RODENTIA"
