"Metric","Observed","Null_Mean","Null_SD","Z_Score","P_Value","Percentile"
"MinPD",8.31278619316109,2.63304435146492,0.273920954359583,20.7349666073382,0.000999000999000999,1
"MeanPD",92.963423127204,87.0256632268199,6.61774967651154,0.897247582733306,0.188811188811189,0.812
"MeanNND",9.47392257819618,6.27160356195094,0.585585895333165,5.46857265819782,0.000999000999000999,1
