"Tree","Model","Pattern_K","Pattern_Lambda","Pattern_MoransI","Pattern_mpnns","Pattern_mean_offdiag_cor","Pattern_max_offdiag_cor","Pattern_ess_1","Pattern_ess_2","Clustered_Mean_K","Random_Mean_K","Dispersed_Mean_K","Clustered_Mean_Lambda","Random_Mean_Lambda","Dispersed_Mean_Lambda","Clustered_Mean_MoransI","Random_Mean_MoransI","Dispersed_Mean_MoransI","Clustered_Mean_mpnns","Random_Mean_mpnns","Dispersed_Mean_mpnns","Clustered_Mean_mean_offdiag_cor","Random_Mean_mean_offdiag_cor","Dispersed_Mean_mean_offdiag_cor","Clustered_Mean_max_offdiag_cor","Random_Mean_max_offdiag_cor","Dispersed_Mean_max_offdiag_cor","Clustered_Mean_ess_1","Random_Mean_ess_1","Dispersed_Mean_ess_1","Clustered_Mean_ess_2","Random_Mean_ess_2","Dispersed_Mean_ess_2"
"large_balanced","Lambda1",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0.840646642779539,0.831092720771156,0.813823736576539,0.942775118279256,0.900301350697778,0.999926686256414,0.090580350837675,0.0258001362717879,-0.0211506257154764,0.424667744891348,0.432710805831267,0.371127522816914,0.304924452602804,0.15365051130044,0.13209999413008,0.888888888888889,0.890280364314235,0.693375245281536,3.06142226274449,5.59291722504023,6.28054427643325,6.05953627049038,11.5918655983692,14.2347951909252
"large_balanced","Lambda0.7",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.950075710062194,0.853376868406906,0.775443199504414,0.899390240405706,0.855660412064477,7.33137435857406e-05,0.0910823857542718,0.0294629845453269,-0.0202925011317798,0.49876426561559,0.430339779516452,0.296972543131617,0.306349322896526,0.173674414201938,0.164472488612587,0.888888888888889,0.88074443744654,0.768697493364182,3.04853970376652,5.04675516824862,5.24706532920054,6.02560895565517,10.1918880697499,11.1767465630314
"large_balanced","Lambda0.5",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1.3587347693843,1.08322192856155,1.0437378010173,0.999926686256414,0.984162342592485,0.999926686256414,0.0734611989757536,0.0461408287048757,-0.000900086639233878,0.647747939152037,0.463210727998997,0.46950927737277,0.307003353722272,0.181406156906786,0.175786366604384,0.888888888888889,0.878014936041553,0.793228489179485,3.04266270499039,4.86364786905301,4.96171927773533,6.00989520436379,9.69948325170683,10.2999149001796
"large_balanced","OU_alpha0.2",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.640882896288401,0.620159473193278,0.767927289040298,0.671934106832933,0.351076943812495,7.33137435857406e-05,0.0174112607715689,0.00183464395590314,-0.0239258379523103,0.512450280450707,0.491166728152892,0.461891597480777,0.122342092436814,0.0342355545559557,0.0159622082258059,0.661058913872302,0.628754093574422,0.162856137680897,6.67695353524333,15.5808561143754,21.4071386539136,15.8531040444043,26.5651829252142,31.0161062287911
"large_balanced","OU_alpha1",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.372392862818478,0.466356790786745,0.638485250788153,0.459240603192284,0.0786104712632572,7.33137435857406e-05,-0.00220595826707776,-0.0320783926740964,-0.0405700784676811,0.69931670653968,0.62803569898516,0.650205569333077,0.00460745563652914,0.000695618175541292,2.25555950730213e-06,0.135335270067786,0.11216605373055,0.000123409803832629,28.0006374585684,31.3270688623272,31.9977626414101,31.6348881307424,31.9436292064303,31.9999998231508
"large_balanced","OU_alpha5",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.343070463039089,0.456907969719564,0.703445718634832,7.33137435857406e-05,0.049585907249108,0.0519165765717486,-0.0300444962978956,-0.0323315494543896,-0.0259241531666602,0.705682607037715,0.750807847323475,0.736639134339943,7.40341587131132e-07,1.1291843603074e-07,2.9015000602581e-22,4.53999297624848e-05,3.35780023846802e-05,2.86251858054939e-20,31.9992655980005,31.9998879855735,32,31.9999999670191,31.9999999949704,32
"large_ladder","Lambda1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.384881101416457,0.545283839342047,0.821770675757307,0.91941474714666,0.981345329689191,0.968459271051824,0.224150290914965,0.347797245183575,0.302797220911145,0.519467798777918,0.433907022900084,0.427582913903022,0.574676730884236,0.616975064807804,0.615762004122845,0.955695771623624,0.99235799758788,0.980568764364377,1.7007725909588,1.59632398629609,1.59294150671007,2.39792417104777,2.12450991926763,2.13913446143452
"large_ladder","Lambda0.7",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.154855729371593,0.478813426787682,0.371027257587579,0.999926686256414,0.994718440237581,0.979612391308011,0.0356265700215988,0.476053615245803,0.40219664033501,0.552828975900914,0.449342346465715,0.321996997187307,0.575574209461536,0.61130342732596,0.609433495983069,0.958443874939764,0.986249233579931,0.978680843691006,1.69826136042598,1.6087775509744,1.60865145820695,2.39194602728921,2.16086577463404,2.17525066171389
"large_ladder","Lambda0.5",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.373914195656658,0.241797988410707,0.175543062473091,0.97722645487487,0.984582228795507,0.981287259981291,0.157497185746077,0.300209900520848,0.165194135968226,0.44207915029918,0.460580615351289,0.389600537370419,0.575977737757699,0.608406817286062,0.60631045951575,0.959671305168045,0.9834401505241,0.977703396534659,1.69713466497226,1.61529801748914,1.61651886315743,2.38921894756548,2.17930742670933,2.19354684082835
"large_ladder","OU_alpha0.2",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.237586321659585,0.0822135320161975,0.0582224597084989,0.995161343461825,0.726536281166252,7.33137435857406e-05,0.0760479241016382,0.0755649121065059,-0.0150315417673204,0.54251209815075,0.495989000202841,0.431418545899055,0.149989295355632,0.0227695657755055,0.010008323791296,0.624760259091057,0.586583948823868,0.1556554613469,5.6640494833093,18.8193311604375,24.4226702553336,12.6121749891075,26.3082077902389,30.8922986147279
"large_ladder","OU_alpha1",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.16047407411713,0.0474535008136888,0.0661833437777327,0.157783151726912,0.613793223554849,0.928946732524748,-0.0309160859377878,-0.0252073943157026,-0.0609801574018591,0.64278038101999,0.602190929072235,0.601244795613773,0.00546293373193835,0.000667119782411962,3.11593685155834e-06,0.0988321800783042,0.0722309526155102,9.13738270378053e-05,27.3656083470436,31.3530513023071,31.9969092891875,31.746418705433,31.9702451976487,31.9999998050901
"large_ladder","OU_alpha5",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.118754632553989,0.046266608639832,0.0510854813482332,0.521170923951009,0.613242005062067,7.33137435857406e-05,-0.030033180897375,-0.0420716955864179,-0.0246140345289612,0.784434977787207,0.770298551702442,0.774518846573474,8.86767783178283e-08,1.07000643253955e-08,8.18358926237726e-23,9.42956988078779e-06,3.67832265758313e-06,6.36955474892744e-21,31.9999120328777,31.9999893855483,32,31.9999999996115,31.9999999998544,32
"small_balanced","Lambda1",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.83351317500623,0.884239012650355,0.646978660712677,0.999926686256414,0.558983798871367,7.33137435857406e-05,0.0189905055921798,-0.0845821484749761,-0.188744481499411,0.55144548499032,0.461413689681862,0.263384564290446,0.305692895598518,0.205658857132292,0.142441873012634,0.75,0.769874024256076,0.5,2.54789219680362,3.32267163724287,4.00582224012575,3.90839694656489,4.90709196614391,6.17961475934775
"small_balanced","Lambda0.7",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.986061027802708,0.898724359307428,0.830397555927396,0.999926686256414,0.503353150985919,7.33137435857406e-05,-0.0310217245419286,-0.0674030641565107,-0.156702681628151,0.520465616653661,0.40271275128882,0.295659338382451,0.305692895598518,0.223366241020202,0.173668184248712,0.75,0.767860800349037,0.583333333333333,2.54789219680362,3.15949533432461,3.61063411041019,3.90839694656489,4.68608884359535,5.58373056496584
"small_balanced","Lambda0.5",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.19262552085112,0.983509616282484,0.847362770181724,0.999926686256414,0.585120583084878,7.33137435857406e-05,-0.0283973554236829,-0.0448095390955771,-0.137922813557202,0.633695081822973,0.509168595353524,0.439305724594261,0.305692895598518,0.230699049734043,0.185907744137918,0.75,0.767454448951735,0.613636363636364,2.54789219680362,3.09700599262441,3.476214121596,3.90839694656489,4.5940795934046,5.35551980924727
"small_balanced","OU_alpha0.2",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.02592840737926,0.867081758990989,0.874087197514461,0.999926686256414,0.403308656107324,7.33137435857406e-05,0.0212438193684173,-0.087868338495298,-0.143150935391179,0.632041886071404,0.539329210084488,0.473075717056541,0.194827132246293,0.0975828426672261,0.0477731083873863,0.586920792356407,0.544756276053264,0.231475216500982,3.38439550526027,4.79059864592816,5.99515100775456,5.35587176520579,6.65018798558322,7.69922054750763
"small_balanced","OU_alpha1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.465945696797745,0.681860033059518,0.894736241173234,7.33137435857406e-05,0.179689105632713,7.33137435857406e-05,-0.218646448399315,-0.137033748045528,-0.12646465502365,0.559897486073119,0.602957978353927,0.5899278712629,0.0219806271197501,0.00575551355222306,0.000209410155410273,0.135045123200624,0.0903782302131877,0.00247262315663477,6.93322375701485,7.69403103690737,7.98829019635963,7.87989164397568,7.9719169676387,7.99997815621001
"small_balanced","OU_alpha5",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.701424416855934,0.691627332233102,1.30922736704019,7.33137435857406e-05,0.159163804919492,0.999926686256414,-0.162572170808564,-0.139089450623326,-0.0839802256890035,0.721442247446829,0.760818706083021,0.816788776319106,4.88642481569595e-06,1.04051900500621e-06,6.6840235762945e-15,4.53999297624806e-05,2.4472745625016e-05,9.3576229688393e-14,7.99972636956984,7.99994173180629,7.99999999999963,7.9999999876327,7.99999999737805,8
"small_ladder","Lambda1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0611314126132,0.631670879641886,0.42090941355877,0.999926686256414,0.80061885522226,0.999926686256414,-0.0903370996969857,0.0706708328969741,0.0210656699525378,0.402438904200018,0.466504925195241,0.372123958533069,0.398500103512509,0.460424390756255,0.466366222557332,0.805959600934029,0.916410936491986,0.894043718191858,2.11109604705794,1.91893278787604,1.87592467350562,3.06719269415696,2.53551432944475,2.4997963171651
"small_ladder","Lambda0.7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.669260953862984,0.726557831896028,0.275326068578992,0.999926686256414,0.734542917706522,7.33137435857406e-05,-0.0603895455163328,0.0453792081036353,-0.0887975208647444,0.592971229249718,0.457360035078074,0.484770159101738,0.398864174326855,0.450259788433724,0.453116736046847,0.817361508367952,0.896413945018699,0.88749567601201,2.1096772576682,1.94453371953967,1.9176295863149,3.05495051744047,2.61307085991553,2.59183913861284
"small_ladder","Lambda0.5",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.60215156032761,2.30302818578776,3.6155417401572,0.999926686256414,0.96909592891831,0.999926686256414,0.0447763231216676,0.179657329123615,0.214215567201463,0.661619211768702,0.506630134511698,0.620392277659203,0.399089330944434,0.445278996111566,0.446953069297241,0.822504798652785,0.888528776028724,0.884283081875447,2.10880077296264,1.9578517863671,1.93766930328768,3.04889310180223,2.65106930101964,2.63630312282935
"small_ladder","OU_alpha0.2",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.355073353966492,0.337164553068377,0.160641884090902,7.33137435857406e-05,0.474581720932537,7.33137435857406e-05,-0.187698481417224,-0.123884116133072,-0.207667222772723,0.50533318446933,0.440043947660184,0.332207061357986,0.230261491726025,0.125142129838574,0.0823134444123826,0.528594552787089,0.543822555953986,0.293040764762416,3.06298596995536,4.31858408593854,5.07551699676105,5.0855789019805,6.24725108165487,7.1529893561796
"small_ladder","OU_alpha1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.384198906947171,0.319279989653577,0.341665407282897,0.341652334265673,0.516040306472274,0.818413452390028,-0.229467969231027,-0.14376523277695,-0.277480339302275,0.5231721546106,0.609459972028867,0.603959556748113,0.0143708620832451,0.00457933811955295,0.000321036127846211,0.0565267635315518,0.0608688336486704,0.00216180385806173,7.26878868233716,7.75414751680437,7.98206228741714,7.97016522319929,7.9859271924798,7.99997061639639
