"Model","Pattern_K","Pattern_Lambda","Pattern_MoransI","Pattern_mpnns","Pattern_mean_offdiag_cor","Pattern_max_offdiag_cor","Pattern_ess_1","Pattern_ess_2","Clustered_Mean_K","Random_Mean_K","Dispersed_Mean_K","Clustered_Mean_Lambda","Random_Mean_Lambda","Dispersed_Mean_Lambda","Clustered_Mean_MoransI","Random_Mean_MoransI","Dispersed_Mean_MoransI","Clustered_Mean_mpnns","Random_Mean_mpnns","Dispersed_Mean_mpnns","Clustered_Mean_mean_offdiag_cor","Random_Mean_mean_offdiag_cor","Dispersed_Mean_mean_offdiag_cor","Clustered_Mean_max_offdiag_cor","Random_Mean_max_offdiag_cor","Dispersed_Mean_max_offdiag_cor","Clustered_Mean_ess_1","Random_Mean_ess_1","Dispersed_Mean_ess_1","Clustered_Mean_ess_2","Random_Mean_ess_2","Dispersed_Mean_ess_2"
"Lambda1",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.83351317500623,0.884239012650355,0.646978660712677,0.999926686256414,0.558983798871367,7.33137435857406e-05,0.0189905055921798,-0.0845821484749761,-0.188744481499411,0.55144548499032,0.461413689681862,0.263384564290446,0.305692895598518,0.205658857132292,0.142441873012634,0.75,0.769874024256076,0.5,2.54789219680362,3.32267163724287,4.00582224012575,3.90839694656489,4.90709196614391,6.17961475934775
"Lambda0.7",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.986061027802708,0.898724359307428,0.830397555927396,0.999926686256414,0.503353150985919,7.33137435857406e-05,-0.0310217245419286,-0.0674030641565107,-0.156702681628151,0.520465616653661,0.40271275128882,0.295659338382451,0.305692895598518,0.223366241020202,0.173668184248712,0.75,0.767860800349037,0.583333333333333,2.54789219680362,3.15949533432461,3.61063411041019,3.90839694656489,4.68608884359535,5.58373056496584
"Lambda0.5",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.19262552085112,0.983509616282484,0.847362770181724,0.999926686256414,0.585120583084878,7.33137435857406e-05,-0.0283973554236829,-0.0448095390955771,-0.137922813557202,0.633695081822973,0.509168595353524,0.439305724594261,0.305692895598518,0.230699049734043,0.185907744137918,0.75,0.767454448951735,0.613636363636364,2.54789219680362,3.09700599262441,3.476214121596,3.90839694656489,4.5940795934046,5.35551980924727
"OU_alpha0.2",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.02592840737926,0.867081758990989,0.874087197514461,0.999926686256414,0.403308656107324,7.33137435857406e-05,0.0212438193684173,-0.087868338495298,-0.143150935391179,0.632041886071404,0.539329210084488,0.473075717056541,0.194827132246293,0.0975828426672261,0.0477731083873863,0.586920792356407,0.544756276053264,0.231475216500982,3.38439550526027,4.79059864592816,5.99515100775456,5.35587176520579,6.65018798558322,7.69922054750763
"OU_alpha1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.465945696797745,0.681860033059518,0.894736241173234,7.33137435857406e-05,0.179689105632713,7.33137435857406e-05,-0.218646448399315,-0.137033748045528,-0.12646465502365,0.559897486073119,0.602957978353927,0.5899278712629,0.0219806271197501,0.00575551355222306,0.000209410155410273,0.135045123200624,0.0903782302131877,0.00247262315663477,6.93322375701485,7.69403103690737,7.98829019635963,7.87989164397568,7.9719169676387,7.99997815621001
"OU_alpha5",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.701424416855934,0.691627332233102,1.30922736704019,7.33137435857406e-05,0.159163804919492,0.999926686256414,-0.162572170808564,-0.139089450623326,-0.0839802256890035,0.721442247446829,0.760818706083021,0.816788776319106,4.88642481569595e-06,1.04051900500621e-06,6.6840235762945e-15,4.53999297624806e-05,2.4472745625016e-05,9.3576229688393e-14,7.99972636956984,7.99994173180629,7.99999999999963,7.9999999876327,7.99999999737805,8
