"tree_id","tree_seed","n_tips","subset_size","n_null_reps","maximize","observed_subset","observed_subset_names","observed_MinPD","observed_MeanPD","observed_MeanNND","null_mean_MinPD","null_sd_MinPD","null_q95_MinPD","null_mean_MeanPD","null_sd_MeanPD","null_q95_MeanPD","null_mean_MeanNND","null_sd_MeanNND","null_q95_MeanNND","z_MinPD","z_MeanPD","z_MeanNND","percentile_MinPD","percentile_MeanPD","percentile_MeanNND","p_emp_MinPD","p_emp_MeanPD","p_emp_MeanNND","above95_MinPD","above95_MeanPD","above95_MeanNND"
76,20260485,256,20,1000,TRUE,212,"RT076_212",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,242,"RT076_242",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,120,"RT076_120",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,51,"RT076_051",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,154,"RT076_154",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,26,"RT076_026",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,141,"RT076_141",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,36,"RT076_036",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,192,"RT076_192",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
76,20260485,256,20,1000,TRUE,93,"RT076_093",12.9879916126091,21.0453605148515,14.158474027958,2.92578300456415,1.06196921841179,5.0540945118072,16.5083928329451,0.794067784292633,17.7983123029955,7.61250239845985,0.818744712977439,9.03766737509569,9.47504733055573,5.71357731877764,7.99513148084114,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,TRUE,TRUE,TRUE
