"lambda","MeanESS"
0,64
0.1,34.1423455552417
0.2,24.8404294994053
0.3,19.8858442956662
0.4,16.7181440947035
0.5,14.4894423286299
0.6,12.8243949063693
0.7,11.5276859811107
0.8,10.4864529729645
0.9,9.63046403298603
1,8.91352721662869
