"Model","Subset_Type","N","K_mean","K_sd","K_min","K_max","Lambda_mean","Lambda_sd","Lambda_min","Lambda_max","MoransI_mean","MoransI_sd","MoransI_min","MoransI_max","mpnns_mean","mpnns_sd","mpnns_min","mpnns_max","mean_offdiag_cor_mean","mean_offdiag_cor_sd","mean_offdiag_cor_min","mean_offdiag_cor_max","max_offdiag_cor_mean","max_offdiag_cor_sd","max_offdiag_cor_min","max_offdiag_cor_max","ess_1_mean","ess_1_sd","ess_1_min","ess_1_max","ess_2_mean","ess_2_sd","ess_2_min","ess_2_max"
"Lambda1","dispersed",1,0.768314189006975,NA,0.768314189006975,0.768314189006975,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.130955488386662,NA,-0.130955488386662,-0.130955488386662,0.462753983539777,NA,0.462753983539777,0.462753983539777,0.186008213165407,NA,0.186008213165407,0.186008213165407,0.629940788348712,NA,0.629940788348712,0.629940788348712,3.4751521311925,NA,3.4751521311925,3.4751521311925,5.53836417874326,NA,5.53836417874326,5.53836417874326
"Lambda1","clustered",1,1.0118754743012,NA,1.0118754743012,1.0118754743012,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.00324672905057115,NA,0.00324672905057115,0.00324672905057115,0.530004594612238,NA,0.530004594612238,0.530004594612238,0.209853487774508,NA,0.209853487774508,0.209853487774508,0.75,NA,0.75,0.75,3.2402117872389,NA,3.2402117872389,3.2402117872389,4.56689791873142,NA,4.56689791873142,4.56689791873142
"Lambda1","random",1000,0.788117595238595,0.259802856960463,0.247980294034361,1.82788179685683,0.330706948362398,0.423489124124118,6.22359676556152e-05,0.999926686256414,-0.0875773097360567,0.0911210755317535,-0.334551558356445,0.226214584651356,0.480236499793847,0.0880306820248397,0.265773494467855,0.764643470962961,0.209747091737793,0.0442777840060743,0.127256358489509,0.414366830041208,0.77782271173711,0.0818672254985006,0.50709255283711,0.888888888888889,3.2912897306995,0.40420001925517,2.05098344371774,4.23102561389721,4.80345790131658,0.526919729808816,2.92107085232054,6.09005947323704
"Lambda0.7","dispersed",1,0.663116593127989,NA,0.663116593127989,0.663116593127989,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.145423024147968,NA,-0.145423024147968,-0.145423024147968,0.478991856526123,NA,0.478991856526123,0.478991856526123,0.219721089558057,NA,0.219721089558057,0.219721089558057,0.661157950142679,NA,0.661157950142679,0.661157950142679,3.15202910898528,NA,3.15202910898528,3.15202910898528,5.05148744095474,NA,5.05148744095474,5.05148744095474
"Lambda0.7","clustered",1,0.688781853262551,NA,0.688781853262551,0.688781853262551,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.17891521100184,NA,-0.17891521100184,-0.17891521100184,0.474865031380504,NA,0.474865031380504,0.474865031380504,0.209853487774508,NA,0.209853487774508,0.209853487774508,0.75,NA,0.75,0.75,3.2402117872389,NA,3.2402117872389,3.2402117872389,4.56689791873142,NA,4.56689791873142,4.56689791873142
"Lambda0.7","random",1000,0.755969736680922,0.307526779486015,0.256302113524963,2.66276919135673,0.317389169778966,0.440227471285534,7.33137435857406e-05,0.999926686256414,-0.122605003675831,0.0931198504613788,-0.321633383805735,0.267410064724766,0.517740810609359,0.106533768853944,0.227933684910142,0.87013613517147,0.22583775857164,0.0450317198916093,0.143367948740572,0.4104506505047,0.774524612408697,0.0627620507946474,0.54605642319997,0.874704491725768,3.14574450413919,0.380243732683807,2.06549981143995,3.992861480025,4.61334728315317,0.458842038662935,2.94681876444605,5.66290446307514
"Lambda0.5","dispersed",1,0.957287729082048,NA,0.957287729082048,0.957287729082048,0.800951459008713,NA,0.800951459008713,0.800951459008713,-0.173096569270565,NA,-0.173096569270565,-0.173096569270565,0.521350228555972,NA,0.521350228555972,0.521350228555972,0.233277672665043,NA,0.233277672665043,0.233277672665043,0.674264758718033,NA,0.674264758718033,0.674264758718033,3.0384242449626,NA,3.0384242449626,3.0384242449626,4.85917171455809,NA,4.85917171455809,4.85917171455809
"Lambda0.5","clustered",1,1.16510420312525,NA,1.16510420312525,1.16510420312525,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.0222959593326649,NA,0.0222959593326649,0.0222959593326649,0.59546760966618,NA,0.59546760966618,0.59546760966618,0.209853487774508,NA,0.209853487774508,0.209853487774508,0.75,NA,0.75,0.75,3.2402117872389,NA,3.2402117872389,3.2402117872389,4.56689791873142,NA,4.56689791873142,4.56689791873142
"Lambda0.5","random",1000,0.792815972351975,0.261637568058415,0.233086732709656,1.9867810250736,0.370397928525839,0.433884113201688,7.33137435857406e-05,0.999926686256414,-0.119292504656722,0.088272587496673,-0.333471250956689,0.235322403457906,0.50087035400381,0.0956728980505803,0.257078287330724,0.83833650389918,0.232565621709997,0.0457180321658648,0.150135429304321,0.408890868353911,0.773551205689915,0.0554037708493504,0.579037714365424,0.868686868686869,3.08928618071718,0.373438510098437,2.07133894392957,3.90063520868826,4.53339916871139,0.438061945169238,2.95677991227033,5.54642154312891
"OU_alpha0.2","dispersed",1,0.618888641731323,NA,0.618888641731323,0.618888641731323,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.189842848889584,NA,-0.189842848889584,-0.189842848889584,0.283941360153025,NA,0.283941360153025,0.283941360153025,0.0581040506297045,NA,0.0581040506297045,0.0581040506297045,0.272479279298551,NA,0.272479279298551,0.272479279298551,5.6869543966554,NA,5.6869543966554,5.6869543966554,7.53588875956275,NA,7.53588875956275,7.53588875956275
"OU_alpha0.2","clustered",1,0.88606751019914,NA,0.88606751019914,0.88606751019914,0.658422972418753,NA,0.658422972418753,0.658422972418753,0.00959226900180346,NA,0.00959226900180346,0.00959226900180346,0.42971976534002,NA,0.42971976534002,0.42971976534002,0.146772576538536,NA,0.146772576538536,0.146772576538536,0.586920792356407,NA,0.586920792356407,0.586920792356407,3.94592497358955,NA,3.94592497358955,3.94592497358955,5.71882459822699,NA,5.71882459822699,5.71882459822699
"OU_alpha0.2","random",1000,0.857618655030624,0.273864030011531,0.265117482789062,2.17754992374154,0.556854288891096,0.437525602122573,7.33137435857406e-05,0.999926686256414,-0.0729927975040297,0.0890817867129473,-0.310769663404014,0.291611168218919,0.497727010099381,0.0846101120280092,0.262455068418554,0.781613968241077,0.0991560258477456,0.0223429210412266,0.053606812823433,0.209765492476919,0.546947472269682,0.107412068602093,0.233562185814895,0.661058913872302,4.76078368180718,0.420890324651706,3.24102036664334,5.81713393125035,6.61841900264849,0.423727552161194,5.28434899502052,7.55964334383471
"OU_alpha1","dispersed",1,1.09975715221153,NA,1.09975715221153,1.09975715221153,0.999926686256414,NA,0.999926686256414,0.999926686256414,-0.0773894411668378,NA,-0.0773894411668378,-0.0773894411668378,0.676203601696203,NA,0.676203601696203,0.676203601696203,0.000253322360351643,NA,0.000253322360351643,0.000253322360351643,0.00247864069089713,NA,0.00247864069089713,0.00247864069089713,7.98583905880165,NA,7.98583905880165,7.98583905880165,7.99997212629669,NA,7.99997212629669,7.99997212629669
"OU_alpha1","clustered",1,0.711716042903753,NA,0.711716042903753,0.711716042903753,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.0928901313006219,NA,-0.0928901313006219,-0.0928901313006219,0.794829592289714,NA,0.794829592289714,0.794829592289714,0.0229072082825416,NA,0.0229072082825416,0.0229072082825416,0.135045123200624,NA,0.135045123200624,0.135045123200624,6.89446877449599,NA,6.89446877449599,6.89446877449599,7.87608775102052,NA,7.87608775102052,7.87608775102052
"OU_alpha1","random",1000,0.726341417720303,0.273144555851288,0.225266525435754,2.37006481345547,0.287883678823474,0.394803040575828,7.33137435857406e-05,0.999926686256414,-0.126518574024229,0.0801679263459917,-0.361472717583632,0.240976366098386,0.617916058799595,0.084480085773682,0.398805590389164,0.919728174094738,0.00564443744802852,0.00320097598408895,0.000283320530431246,0.01649287119483,0.0922966647270683,0.0502865489965041,0.00247266512238446,0.135335270067786,7.69947141605004,0.164711126718459,7.17199273345777,7.98416545405953,7.9715879041451,0.0232513914736339,7.89051118716467,7.99997196459969
"OU_alpha5","dispersed",1,0.734288176012979,NA,0.734288176012979,0.734288176012979,0.999926686256414,NA,0.999926686256414,0.999926686256414,-0.131484102665843,NA,-0.131484102665843,-0.131484102665843,0.775793694273224,NA,0.775793694273224,0.775793694273224,6.72905399773397e-15,NA,6.72905399773397e-15,6.72905399773397e-15,9.35762296884017e-14,NA,9.35762296884017e-14,9.35762296884017e-14,7.99999999999962,NA,7.99999999999962,7.99999999999962,8,NA,8,8
"OU_alpha5","clustered",1,0.608156882408158,NA,0.608156882408158,0.608156882408158,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.135784322298497,NA,-0.135784322298497,-0.135784322298497,0.805118553279853,NA,0.805118553279853,0.805118553279853,4.90812672411219e-06,NA,4.90812672411219e-06,4.90812672411219e-06,4.53999297624806e-05,NA,4.53999297624806e-05,4.53999297624806e-05,7.99972515434629,NA,7.99972515434629,7.99972515434629,7.99999998763233,NA,7.99999998763233,7.99999998763233
"OU_alpha5","random",1000,0.658632809228993,0.22355422710076,0.269697784990687,1.94029022532787,0.232209315709084,0.381799228317221,7.33137435857406e-05,0.999926686256414,-0.144233793947626,0.0729687904937552,-0.35188863177976,0.243068245763908,0.807290945615826,0.0582180781491333,0.626012042849445,0.944521134002786,1.11018829178486e-06,1.07165517668604e-06,6.72935948937583e-15,4.86442544083232e-06,2.61831281241586e-05,2.23634609199411e-05,9.3576229688393e-14,4.53999297624848e-05,7.99993783038853,6.00115046663558e-05,7.99972760145075,7.99999999999962,7.99999999719672,2.72828275371017e-09,7.99999998763308,8
