"Tree","N_Tips","Subset_Size","MinPD_Observed","MinPD_P","MinPD_Z","MeanPD_Observed","MeanPD_P","MeanPD_Z","MeanNND_Observed","MeanNND_P","MeanNND_Z","Significant"
"large_balanced",256,32,10,0.000999000999000999,15.0627059327665,18.9173387096774,0.000999000999000999,4.04782864624243,11.34375,0.000999000999000999,9.45112339259109,TRUE
"large_ladder",256,32,8.31278619316109,0.000999000999000999,20.7349666073382,92.963423127204,0.188811188811189,0.897247582733306,9.47392257819618,0.000999000999000999,5.46857265819782,FALSE
"small_balanced",32,8,6,0.00599400599400599,4.20892068149635,9.96428571428571,0.00699300699300699,2.27377030891329,7.25,0.000999000999000999,3.44725894104712,TRUE
"small_ladder",32,8,6.11327701409318,0.000999000999000999,6.2285545052919,15.6150486386141,0.115884115884116,1.20924987556092,6.30430353011834,0.000999000999000999,2.94337604204613,FALSE
