"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",0.616151299997363,0.607966362130655,0.992997864982676,0.5,0.693306693306693,0.297702297702298,1,1,1000
"Lambda1","Lambda",0.870371759387526,0.999926686256414,0.83994232149618,1,0.634365634365634,1,1,1,1000
"Lambda1","MoransI",0.117653051643048,-0.133279166485358,0.120771759908904,1,0.541458541458541,0.512487512487512,1,1,1000
"Lambda1","mpnns",0.540343390691331,0.404155784584582,0.46478528728502,0.5,0.181818181818182,0.243756243756244,1,1,1000
"Lambda1","mean_offdiag_cor",0.481239393056131,0.404834862624655,0.456827250944149,0.5,0.358641358641359,0.23976023976024,1,1,1000
"Lambda1","max_offdiag_cor",0.886043209168852,0.771174129071354,0.919470632075236,0.5,0.866133866133866,0.001998001998002,1,1,1000
"Lambda1","ess_1",1.83121853285844,2.08667851898219,1.92957506770347,0.5,0.358641358641359,0.23976023976024,1,1,1000
"Lambda1","ess_2",2.41979950498622,3.01517270602358,2.55594860346353,0.5,0.400599400599401,0.138861138861139,1,1,1000
"Lambda0.7","K",0.809699832243043,0.38790223492736,1.40074268025329,0.5,0.796203796203796,0.00899100899100899,1,1,1000
"Lambda0.7","Lambda",0.999926686256414,7.33137435857406e-05,0.912887179393221,0.5,0.734265734265734,0.0639360639360639,1,1,1000
"Lambda0.7","MoransI",0.179374660390317,-0.184794480265184,0.247868221976095,1,0.711288711288711,0.302697302697303,1,1,1000
"Lambda0.7","mpnns",0.304726654947342,0.498436148500792,0.49143515859213,1,0.983016983016983,0.528471528471528,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.465282955015901,0.403792721674444,0.447213355351254,0.5,0.35964035964036,0.246753246753247,1,1,1000
"Lambda0.7","max_offdiag_cor",0.880967702624793,0.791278456643984,0.901632284850594,0.5,0.785214785214785,0.004995004995005,1,1,1000
"Lambda0.7","ess_1",1.87926621983037,2.0906565921066,1.95407048740546,0.5,0.35964035964036,0.246753246753247,1,1,1000
"Lambda0.7","ess_2",2.52393284093407,3.01559146351722,2.6311930244593,0.5,0.402597402597403,0.148851148851149,1,1,1000
"Lambda0.5","K",1.79648397571441,1.02085414438141,1.14376900570424,0.5,0.165834165834166,0.519480519480519,1,1,1000
"Lambda0.5","Lambda",0.999926686256414,0.999926686256414,0.886326710650262,1,0.697302697302697,1,1,1,1000
"Lambda0.5","MoransI",0.0191607819324974,0.0385036394730111,0.0566740332005004,1,0.893106893106893,0.214785214785215,1,1,1000
"Lambda0.5","mpnns",0.316611806659239,0.761449744811995,0.519741468872978,1,0.993006993006993,0.991008991008991,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.45780426090384,0.40338000554697,0.442531135406978,0.5,0.364635364635365,0.24975024975025,1,1,1000
"Lambda0.5","max_offdiag_cor",0.878468563307302,0.800157002608787,0.894268777569887,0.5,0.741258741258741,0.00999000999000999,1,1,1000
"Lambda0.5","ess_1",1.90266452231033,2.09223621314683,1.96667809532124,0.5,0.364635364635365,0.24975024975025,1,1,1000
"Lambda0.5","ess_2",2.57466193882071,3.01503203048718,2.66761989954829,0.5,0.402597402597403,0.158841158841159,1,1,1000
"OU_alpha0.2","K",0.212636311392959,0.450558723598242,0.321859820305102,1,0.69030969030969,0.822177822177822,1,1,1000
"OU_alpha0.2","Lambda",0.0587956317513017,7.33137435857406e-05,0.437171051862144,0.5,0.573426573426573,0.416583416583417,1,1,1000
"OU_alpha0.2","MoransI",-0.199067562213576,-0.105582175855901,-0.0988170201811095,0.5,0.213786213786214,0.393606393606394,1,1,1000
"OU_alpha0.2","mpnns",0.391552584067065,0.4095022384154,0.468652123868244,1,0.808191808191808,0.271728271728272,1,1,1000
"OU_alpha0.2","mean_offdiag_cor",0.088348107576094,0.243402579869737,0.122829080938786,1,0.908091908091908,0.999000999000999,1,1,1000
"OU_alpha0.2","max_offdiag_cor",0.302012495830569,0.530080122522244,0.532933301192915,1,1,0.355644355644356,1,1,1000
"OU_alpha0.2","ess_1",4.94304147814825,2.9587789655854,4.35080135100371,1,0.908091908091908,0.999000999000999,1,1,1000
"OU_alpha0.2","ess_2",7.06858220162069,4.89802013711631,6.26822988264434,1,0.988011988011988,0.998001998001998,1,1,1000
"OU_alpha1","K",0.211973584482947,0.824760649308402,0.313222825003981,1,0.579420579420579,0.965034965034965,1,1,1000
"OU_alpha1","Lambda",7.33137435857406e-05,0.934819244809363,0.455934923082683,1,1,0.802197802197802,1,1,1000
"OU_alpha1","MoransI",-0.121959382671426,-0.0078004326805492,-0.148930675784856,0.5,0.695304695304695,0.01998001998002,1,1,1000
"OU_alpha1","mpnns",0.562492428647447,0.682975820806339,0.592114165821398,1,0.626373626373626,0.846153846153846,1,1,1000
"OU_alpha1","mean_offdiag_cor",0.000392805280126969,0.017549960311644,0.00424881348565182,1,1,1,1,1,1000
"OU_alpha1","max_offdiag_cor",0.002741837878749,0.0778341556495052,0.0521951728018874,1,1,0.919080919080919,1,1,1000
"OU_alpha1","ess_1",7.97806322248714,7.12472901935385,7.7704258223719,1,1,1,1,1,1000
"OU_alpha1","ess_2",7.99995563243757,7.95683714997271,7.98994870047728,1,1,0.999000999000999,1,1,1000
"OU_alpha5","K",0.575561819850622,0.566211564373262,0.365581497388225,0.5,0.140859140859141,0.857142857142857,1,1,1000
"OU_alpha5","Lambda",0.999926686256414,0.999926686256414,0.66841173990955,1,0.373626373626374,1,1,1,1000
"OU_alpha5","MoransI",0.0147588443592564,-0.148452045949777,-0.128160588391311,1,0.95004995004995,0.525474525474525,1,1,1000
"OU_alpha5","mpnns",0.84751187502252,0.655755526566114,0.748271680959636,0.5,0.0609390609390609,0.0779220779220779,1,1,1000
"OU_alpha5","mean_offdiag_cor",9.93379231207433e-15,1.81527428678792e-07,5.51622820752436e-08,1,1,0.943056943056943,1,1,1000
"OU_alpha5","max_offdiag_cor",1.54956179950132e-13,3.04574540637496e-06,1.38315259429466e-06,1,1,0.919080919080919,1,1,1000
"OU_alpha5","ess_1",7.99999999999944,7.99998983447691,7.99999691091859,1,1,0.943056943056943,1,1,1000
"OU_alpha5","ess_2",8,7.99999999997913,7.99999999997667,1,1,0.94005994005994,1,1,1000
