"Tip_Index","Tip_Name"
170,"RT078_170"
245,"RT078_245"
39,"RT078_039"
200,"RT078_200"
96,"RT078_096"
154,"RT078_154"
237,"RT078_237"
54,"RT078_054"
21,"RT078_021"
120,"RT078_120"
110,"RT078_110"
221,"RT078_221"
87,"RT078_087"
211,"RT078_211"
134,"RT078_134"
99,"RT078_099"
233,"RT078_233"
68,"RT078_068"
188,"RT078_188"
12,"RT078_012"
