"Analysis","Pool","N","s","Subset_Type","Metric","Observed","Baseline_Mean","Baseline_SD","Baseline_Q025","Baseline_Q975","SES","P_value","Tail","Covariance_Model","Covariance_Param"
"Cricetidae_C256","Cricetidae_C256",256,16,"clustered","MeanPD",8.19491477733,61.205516981429,3.33878668469932,53.653667218538,66.2535099438292,-15.8772054671929,0.000999000999000999,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,16,"clustered","MeanNND",5.040763720725,26.9147058952135,3.84661030608609,19.7880468887591,34.321254438399,-5.68655008797737,0.000999000999000999,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,16,"clustered","MaxPD",11.3057899674,77.494256761767,0.326449648446213,76.0250041948275,77.566719377615,-202.752452359502,0.000999000999000999,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,32,"dispersed","MinPD",30.2889567257,4.79870343416183,2.58451415592599,0.842768065146001,10.253515717365,9.86268666127905,0.000999000999000999,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,32,"dispersed","MeanPD",65.1396216525425,61.1493179442085,2.2202033292972,55.9740536600796,64.8070001317432,1.79726949134746,0.015984015984016,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,32,"dispersed","MeanNND",37.9014504543113,21.7913190164009,2.20567833822908,17.4577699479966,26.1331242276141,7.30393510181769,0.000999000999000999,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,32,"dispersed","MaxPD",77.5667202502,77.5620930169401,0.0843585575327871,77.5667161542475,77.566719959,0.0548519722857392,0.016983016983017,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,32,"clustered","MinPD",1.9871640786,4.79870343416183,2.58451415592599,0.842768065146001,10.253515717365,-1.08784057116317,0.13986013986014,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,32,"clustered","MeanPD",15.9917513874197,61.1493179442085,2.2202033292972,55.9740536600796,64.8070001317432,-20.3393833172403,0.000999000999000999,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,32,"clustered","MeanNND",7.663686719335,21.7913190164009,2.20567833822908,17.4577699479966,26.1331242276141,-6.40511902946322,0.000999000999000999,"lower",NA,NA
