"Metric","Observed","Null_Mean","Null_SD","Z_Score","P_Value","Percentile"
"MinPD",6.11327701409318,2.88983241880704,0.517526914558979,6.2285545052919,0.000999000999000999,1
"MeanPD",15.6150486386141,13.1961943948696,2.00029315084488,1.20924987556092,0.115884115884116,0.885
"MeanNND",6.30430353011834,4.49289887999522,0.615417338541595,2.94337604204613,0.000999000999000999,1
