"Model","Subset_Type","N","K_mean","K_sd","K_min","K_max","Lambda_mean","Lambda_sd","Lambda_min","Lambda_max","MoransI_mean","MoransI_sd","MoransI_min","MoransI_max","mpnns_mean","mpnns_sd","mpnns_min","mpnns_max","mean_offdiag_cor_mean","mean_offdiag_cor_sd","mean_offdiag_cor_min","mean_offdiag_cor_max","max_offdiag_cor_mean","max_offdiag_cor_sd","max_offdiag_cor_min","max_offdiag_cor_max","ess_1_mean","ess_1_sd","ess_1_min","ess_1_max","ess_2_mean","ess_2_sd","ess_2_min","ess_2_max"
"Lambda1","dispersed",1,0.805412234803187,NA,0.805412234803187,0.805412234803187,0.373301025127415,NA,0.373301025127415,0.373301025127415,-0.0142049383291977,NA,-0.0142049383291977,-0.0142049383291977,0.305169736363935,NA,0.305169736363935,0.305169736363935,0.185718461935606,NA,0.185718461935606,0.185718461935606,0.667124384994991,NA,0.667124384994991,0.667124384994991,4.73563865485624,NA,4.73563865485624,4.73563865485624,11.7955749136835,NA,11.7955749136835,11.7955749136835
"Lambda1","clustered",1,1.62748553628813,NA,1.62748553628813,1.62748553628813,0.965653285125262,NA,0.965653285125262,0.965653285125262,0.112880744080197,NA,0.112880744080197,0.112880744080197,0.487967105622738,NA,0.487967105622738,0.487967105622738,0.339099430797704,NA,0.339099430797704,0.339099430797704,0.888888888888889,NA,0.888888888888889,0.888888888888889,2.77968824526827,NA,2.77968824526827,2.77968824526827,5.49098469681172,NA,5.49098469681172,5.49098469681172
"Lambda1","random",1000,0.86661928284398,0.171116301469757,0.439184788272544,1.7445061134547,0.860182644131478,0.230103860824446,7.33137435857406e-05,0.999926686256414,0.0384239881646143,0.0342196366740886,-0.0342806531459197,0.218853196999765,0.414231355558591,0.0454592587050938,0.291778664591959,0.545514436001938,0.200732150932502,0.0328692652125751,0.124548970492258,0.292029313176724,0.895618608239766,0.0295675698790706,0.762770071396474,0.944444444444445,4.52782613962427,0.698905795825685,3.18315832043832,6.58298311973642,9.86126697910166,1.17012307792688,6.93377683640109,13.8255341449647
"Lambda0.7","dispersed",1,0.994794986815354,NA,0.994794986815354,0.994794986815354,0.615168711037069,NA,0.615168711037069,0.615168711037069,0.0137247583065953,NA,0.0137247583065953,0.0137247583065953,0.353522246760953,NA,0.353522246760953,0.353522246760953,0.23252388690001,NA,0.23252388690001,0.23252388690001,0.757100997621118,NA,0.757100997621118,0.757100997621118,3.89852125114752,NA,3.89852125114752,3.89852125114752,8.98960526741146,NA,8.98960526741146,8.98960526741146
"Lambda0.7","clustered",1,0.773830297360859,NA,0.773830297360859,0.773830297360859,0.89225379427987,NA,0.89225379427987,0.89225379427987,0.0654035389694748,NA,0.0654035389694748,0.0654035389694748,0.475401557739252,NA,0.475401557739252,0.475401557739252,0.339994590558955,NA,0.339994590558955,0.339994590558955,0.888888888888889,NA,0.888888888888889,0.888888888888889,2.77300390055759,NA,2.77300390055759,2.77300390055759,5.46680638811087,NA,5.46680638811087,5.46680638811087
"Lambda0.7","random",1000,1.06114880040326,0.25300862282398,0.470618241748667,2.14512718704877,0.910669220090545,0.157575717221993,7.33137435857406e-05,0.999947237950008,0.0616021199013184,0.0428359119610452,-0.0283666125749054,0.288209947187996,0.441301211511588,0.0465131121840869,0.304923179983756,0.588769210641961,0.2278146225628,0.0371337280856778,0.143279057627627,0.328218799664319,0.888895694947214,0.0226062234932348,0.791202928600257,0.93514544587506,4.05922264864693,0.638463882609664,2.86359033571542,5.8805684627253,8.52826883564039,1.0464154157895,5.93329409062393,11.6268500149983
"Lambda0.5","dispersed",1,0.656089587470995,NA,0.656089587470995,0.656089587470995,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.0222495175464693,NA,-0.0222495175464693,-0.0222495175464693,0.329342861763737,NA,0.329342861763737,0.329342861763737,0.248721882613982,NA,0.248721882613982,0.248721882613982,0.785153914842825,NA,0.785153914842825,0.785153914842825,3.6737784139383,NA,3.6737784139383,3.6737784139383,8.22125111021071,NA,8.22125111021071,8.22125111021071
"Lambda0.5","clustered",1,0.722179000091847,NA,0.722179000091847,0.722179000091847,0.86227894350808,NA,0.86227894350808,0.86227894350808,0.062242108053853,NA,0.062242108053853,0.062242108053853,0.563686789360766,NA,0.563686789360766,0.563686789360766,0.340395606289898,NA,0.340395606289898,0.340395606289898,0.888888888888889,NA,0.888888888888889,0.888888888888889,2.77001984787488,NA,2.77001984787488,2.77001984787488,5.45592731597043,NA,5.45592731597043,5.45592731597043
"Lambda0.5","random",1000,0.649243168113986,0.144074338433968,0.355879346382103,1.74969883099293,0.353298207074237,0.372014946742373,6.72645701212223e-05,0.999926686256414,0.00303543725637331,0.0290029673494503,-0.0595695142239866,0.14278894372336,0.478020341881774,0.0483666417982057,0.336118207630487,0.621371241345448,0.23817954403955,0.0387879127104176,0.150116761960147,0.342586823856646,0.886998850821093,0.020103512346757,0.806062781876169,0.9317738791423,3.90463861385573,0.618048909762707,2.75382724037461,5.6600907288617,8.07407476325008,1.00647966124558,5.58987269011628,10.9902310705811
"OU_alpha0.2","dispersed",1,0.640327811439762,NA,0.640327811439762,0.640327811439762,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.0396284296788107,NA,-0.0396284296788107,-0.0396284296788107,0.407864889122269,NA,0.407864889122269,0.407864889122269,0.0187090476205565,NA,0.0187090476205565,0.0187090476205565,0.161526561820796,NA,0.161526561820796,0.161526561820796,20.2534148245986,NA,20.2534148245986,20.2534148245986,30.9212820031483,NA,30.9212820031483,30.9212820031483
