"Model","Subset_Type","N","K_mean","K_sd","K_min","K_max","Lambda_mean","Lambda_sd","Lambda_min","Lambda_max","MoransI_mean","MoransI_sd","MoransI_min","MoransI_max","mpnns_mean","mpnns_sd","mpnns_min","mpnns_max","mean_offdiag_cor_mean","mean_offdiag_cor_sd","mean_offdiag_cor_min","mean_offdiag_cor_max","max_offdiag_cor_mean","max_offdiag_cor_sd","max_offdiag_cor_min","max_offdiag_cor_max","ess_1_mean","ess_1_sd","ess_1_min","ess_1_max","ess_2_mean","ess_2_sd","ess_2_min","ess_2_max"
"Lambda1","dispersed",1,0.751726339428251,NA,0.751726339428251,0.751726339428251,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.0556592960633911,NA,0.0556592960633911,0.0556592960633911,0.434597114696483,NA,0.434597114696483,0.434597114696483,0.46865348850672,NA,0.46865348850672,0.46865348850672,0.901051713474219,NA,0.901051713474219,0.901051713474219,1.86890805202881,NA,1.86890805202881,1.86890805202881,2.49778812924596,NA,2.49778812924596,2.49778812924596
"Lambda1","clustered",1,1.93073413946361,NA,1.93073413946361,1.93073413946361,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.140300964519384,NA,0.140300964519384,0.140300964519384,0.673509819088722,NA,0.673509819088722,0.673509819088722,0.407933063511339,NA,0.407933063511339,0.407933063511339,0.880944847630523,NA,0.880944847630523,0.880944847630523,2.07494092967326,NA,2.07494092967326,2.07494092967326,2.9429565505538,NA,2.9429565505538,2.9429565505538
"Lambda1","random",1000,1.0370909156282,0.527197494466324,0.227335808940667,3.4870857966375,0.8588648684469,0.230124085179375,7.33137435857406e-05,0.999926686256414,0.0820746457404073,0.165207481039921,-0.262918726489926,0.624526575025062,0.494736420008604,0.105690774993701,0.243490159660957,0.825714429323284,0.467140055975931,0.0645549393445858,0.312766183845589,0.640725134032576,0.917869019293906,0.0339469783733961,0.773701599368574,0.974275355072447,1.89503541054293,0.204880775812079,1.4585030526641,2.50833764620395,2.49198433408835,0.38698629282895,1.65032650361688,3.75184555160937
"Lambda0.7","dispersed",1,0.442699279303388,NA,0.442699279303388,0.442699279303388,0.999926686256414,NA,0.999926686256414,0.999926686256414,-0.0505640101309968,NA,-0.0505640101309968,-0.0505640101309968,0.48297144992928,NA,0.48297144992928,0.48297144992928,0.455129760766615,NA,0.455129760766615,0.455129760766615,0.893490828323664,NA,0.893490828323664,0.893490828323664,1.91117420119322,NA,1.91117420119322,1.91117420119322,2.59021017321911,NA,2.59021017321911,2.59021017321911
"Lambda0.7","clustered",1,1.94543531318033,NA,1.94543531318033,1.94543531318033,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.00282669160957437,NA,0.00282669160957437,0.00282669160957437,0.696557145111561,NA,0.696557145111561,0.696557145111561,0.406282562319627,NA,0.406282562319627,0.406282562319627,0.875409832756253,NA,0.875409832756253,0.875409832756253,2.08117739818004,NA,2.08117739818004,2.08117739818004,2.95817941266521,NA,2.95817941266521,2.95817941266521
"Lambda0.7","random",1000,0.436465892134133,0.371226312471975,0.086978373857298,3.35571735639892,0.515332375246521,0.459875036982096,7.33137435857406e-05,0.999926686256414,-0.0519189951512869,0.149296456262015,-0.3781656715144,0.472983736444733,0.505773359648425,0.100231416619436,0.22725431390669,0.864885050030141,0.455885138385199,0.0541061455230909,0.333660229396186,0.609872417831179,0.900018431045727,0.0329458992834368,0.768042403660699,0.956446459224742,1.92444640300951,0.174707797957176,1.51828385989262,2.39835357408454,2.57475306938462,0.338726055948646,1.78037845638014,3.5794026224392
"Lambda0.5","dispersed",1,0.798500902837917,NA,0.798500902837917,0.798500902837917,0.902189651611493,NA,0.902189651611493,0.902189651611493,0.0856483219115752,NA,0.0856483219115752,0.0856483219115752,0.414534846574773,NA,0.414534846574773,0.414534846574773,0.448794299385582,NA,0.448794299385582,0.448794299385582,0.889748202952116,NA,0.889748202952116,0.889748202952116,1.93163924104538,NA,1.93163924104538,1.93163924104538,2.6349200057097,NA,2.6349200057097,2.6349200057097
"Lambda0.5","clustered",1,0.439647180778132,NA,0.439647180778132,0.439647180778132,0.440068295237819,NA,0.440068295237819,0.440068295237819,-0.222539257947209,NA,-0.222539257947209,-0.222539257947209,0.484673824937995,NA,0.484673824937995,0.484673824937995,0.405576425227146,NA,0.405576425227146,0.405576425227146,0.8729580406587,NA,0.8729580406587,0.8729580406587,2.08385702364866,NA,2.08385702364866,2.08385702364866,2.96461721148024,NA,2.96461721148024,2.96461721148024
"Lambda0.5","random",1000,0.981154761095261,0.537351476970061,0.206735012542279,4.82125583668017,0.831739896560773,0.25770357070584,7.33137435857406e-05,0.999940113256306,0.154511212740183,0.123033589534066,-0.20308841759382,0.567319852403131,0.499877038483023,0.0850138968244425,0.297968737706954,0.764379310373896,0.450355830922553,0.0489148095885484,0.342635588282487,0.593516487836003,0.892603474626853,0.0323588175021667,0.770534636664088,0.947298035381079,1.93964711072078,0.159685643703644,1.55200715400601,2.35401494101557,2.61577759609321,0.312410251848538,1.8544756008794,3.5041277277343
"OU_alpha0.2","dispersed",1,0.422545401364146,NA,0.422545401364146,0.422545401364146,0.438642238485878,NA,0.438642238485878,0.438642238485878,-0.125255082646907,NA,-0.125255082646907,-0.125255082646907,0.328271242951293,NA,0.328271242951293,0.328271242951293,0.0902605079110349,NA,0.0902605079110349,0.0902605079110349,0.325656838067577,NA,0.325656838067577,0.325656838067577,4.90249081994074,NA,4.90249081994074,4.90249081994074,7.04060018715197,NA,7.04060018715197,7.04060018715197
