"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",4.62495879383159,1.02232024839839,3.58634316088732,0.5,0.123876123876124,0.001998001998002,1,1,1000
"Lambda1","Lambda",0.996682731725372,0.956353805459514,0.997601233602332,0.5,0.721278721278721,0.000999000999000999,1,1,1000
"Lambda1","MoransI",0.541509289022325,0.374321457518548,0.558948709045458,0.5,0.613386613386613,0.021978021978022,1,1,1000
"Lambda1","mpnns",0.411194279556132,0.445065891111677,0.429312887729679,1,0.629370629370629,0.637362637362637,1,1,1000
"Lambda1","mean_offdiag_cor",0.619672648212456,0.575690829428136,0.619089032302302,0.5,0.493506493506494,0.156843156843157,1,1,1000
"Lambda1","max_offdiag_cor",0.980043106125824,0.958517174909165,0.9923078494511,0.5,0.999000999000999,0.000999000999000999,1,1,1000
"Lambda1","ess_1",1.58338615494233,1.69793559096558,1.59115635601358,0.5,0.493506493506494,0.156843156843157,1,1,1000
"Lambda1","ess_2",2.11759670086414,2.37880566721514,2.11408171649332,0.5,0.53046953046953,0.0979020979020979,1,1,1000
"Lambda0.7","K",0.706572298693561,2.29788740992861,1.00074339587882,1,0.809190809190809,0.996003996003996,1,1,1000
"Lambda0.7","Lambda",0.993306265623248,0.967636523406041,0.994349644239079,0.5,0.713286713286713,0.026973026973027,1,1,1000
"Lambda0.7","MoransI",0.489315323557589,0.396211974811592,0.568397419632041,0.5,0.835164835164835,0.03996003996004,1,1,1000
"Lambda0.7","mpnns",0.33298328222437,0.513110989651417,0.441479618556203,1,0.992007992007992,0.929070929070929,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.612748714585699,0.576378689474192,0.613105249438315,0.5,0.492507492507492,0.157842157842158,1,1,1000
"Lambda0.7","max_offdiag_cor",0.975676711798456,0.960628248445254,0.986248627938032,0.5,0.997002997002997,0.000999000999000999,1,1,1000
"Lambda0.7","ess_1",1.60038327962002,1.69601664334018,1.60430774184366,0.5,0.492507492507492,0.157842157842158,1,1,1000
"Lambda0.7","ess_2",2.15672387097762,2.37713744870035,2.15174692494627,0.5,0.523476523476524,0.105894105894106,1,1,1000
"Lambda0.5","K",0.162143990036081,0.741481566150243,0.194457642763899,1,0.629370629370629,1,1,1,1000
"Lambda0.5","Lambda",0.999926686256414,0.999926686256414,0.997610599658913,1,0.58041958041958,0.997002997002997,1,1,1000
"Lambda0.5","MoransI",0.190841395005027,0.132095393579266,0.294487375783876,0.5,0.92007992007992,0.00899100899100899,1,1,1000
"Lambda0.5","mpnns",0.409746807285279,0.590541457080981,0.464040744285942,1,0.873126873126873,0.994005994005994,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.609315712456105,0.576684105014611,0.610044292528183,0.5,0.494505494505495,0.158841158841159,1,1,1000
"Lambda0.5","max_offdiag_cor",0.974356315056076,0.961569886319941,0.983489451527787,0.5,0.988011988011988,0.000999000999000999,1,1,1000
"Lambda0.5","ess_1",1.60894678299921,1.69516600453472,1.6112044773495,0.5,0.494505494505495,0.158841158841159,1,1,1000
"Lambda0.5","ess_2",2.17661376326177,2.37634756259923,2.17091077991819,0.5,0.520479520479521,0.107892107892108,1,1,1000
"OU_alpha0.2","K",0.049105260660388,0.207942755578444,0.0575791558537345,1,0.548451548451548,0.999000999000999,1,1,1000
