"SubsetID","MinPD","MeanPD","MeanNND","SubsetType","SubsetSize"
1,1.92218427430391,15.36644834225,5.97087855776326,"random",20
2,3.24106133953165,15.920818191559,7.93578918836519,"random",20
3,2.78422208946187,16.5240588525818,6.60971332640831,"random",20
4,2.7679026568985,16.2342227873484,6.73998794554091,"random",20
5,2.06067762480969,16.3558146474059,7.82029507022479,"random",20
6,2.16701369158253,16.4047749827702,7.76228821974837,"random",20
7,2.0354357714272,16.6089389990636,7.97079257334251,"random",20
8,1.59696454572702,18.0378073269565,7.15279177611256,"random",20
9,3.75322678810369,15.4849042508371,7.76772138914023,"random",20
10,3.41836069119015,17.5380554524,7.63579727997462,"random",20
11,2.0354357714272,15.6040685804013,6.38689228521784,"random",20
12,1.90179116563398,16.4139188240288,6.53461536968226,"random",20
13,1.5059862106986,16.7844852905997,8.63296347061025,"random",20
14,3.75322678810369,15.7982993385588,7.59920107855776,"random",20
15,4.81814376096818,14.8252259059309,7.25538578089161,"random",20
16,3.07534101344255,15.596873078085,6.9963881104073,"random",20
17,1.75334766883607,15.8039532257254,7.2929482323126,"random",20
18,1.90540658176682,15.8938068250001,6.89593552251004,"random",20
19,3.77996336927777,16.6404110646037,6.51610763973865,"random",20
20,2.30504262839045,15.0620765468575,7.71856755117448,"random",20
21,5.32300752170356,16.382434532587,8.62998939935304,"random",20
22,3.53708728756297,15.5239248623388,7.72098050553037,"random",20
23,2.16192568534143,16.5630427877673,6.66102473726747,"random",20
24,4.78090770815096,17.0094402496379,8.89334840752801,"random",20
25,4.91391392710325,16.7187704334231,8.65962303011839,"random",20
26,2.84070144954092,17.4339199555504,7.73376727517559,"random",20
27,5.14818136867923,17.7909185015655,8.59558375088166,"random",20
28,4.57475775050956,18.5027161604751,8.70660274776082,"random",20
29,5.95785346362421,17.1940914094103,10.0276351667089,"random",20
30,3.60444371706218,16.4125932508078,7.65479163454171,"random",20
31,2.56479229485577,16.9011088535972,7.03564033388065,"random",20
32,2.68693770971981,17.3551556553962,7.52772639192482,"random",20
33,3.09339641603782,17.5559424396989,7.31349662737598,"random",20
34,3.12185144810241,16.573638422434,8.0189668633574,"random",20
35,5.24084870479739,15.7552005115639,7.68515431151744,"random",20
36,1.75334766883607,15.8198999957232,6.42918188606158,"random",20
37,2.23550434499637,17.1015403059321,7.90299384720153,"random",20
38,4.55862979240768,16.5576065209877,7.59930853115107,"random",20
39,5.6962356445142,16.3083074616851,8.33832750558926,"random",20
40,1.74895113525402,17.0081771730481,6.18835037174369,"random",20
41,2.95460591603092,16.6446380223695,7.35934858145215,"random",20
42,2.06111364994671,17.381657315838,7.50708103816552,"random",20
43,2.84070144954092,16.9460348193021,7.55418832629315,"random",20
44,3.60444371706218,16.3846945046482,8.12313267941507,"random",20
45,2.85034884563892,15.6031484739897,6.93504050748732,"random",20
46,2.84786060126202,18.2145646810677,7.84001572338171,"random",20
47,1.83157917019558,16.5492412791602,7.94691670117387,"random",20
48,4.94915250967875,16.277556993467,8.94819951795642,"random",20
49,2.06067762480969,15.1836457020798,6.85320904051458,"random",20
50,2.8949117294997,15.9434045164963,8.33716279087695,"random",20
51,1.90179116563398,16.1532810136977,6.65069805873331,"random",20
52,3.24106133953165,16.3005849905641,7.95767834226606,"random",20
53,2.56479229485577,13.6521603108954,6.93909344312655,"random",20
54,1.82475059758856,17.6979650291559,7.0620219196734,"random",20
55,2.07773777510193,15.3473676829189,5.4786686637302,"random",20
56,3.40305610483828,16.8892635833739,8.46202445605788,"random",20
57,1.89978613266273,15.0699784726782,7.26207331542198,"random",20
58,3.60444371706218,15.9856657136868,7.06367456642949,"random",20
59,3.63800581950763,14.9380349245605,7.03518310411211,"random",20
60,3.24106133953165,18.2462102179593,8.26967946046648,"random",20
61,1.79472540281024,17.695849316724,6.17016100806419,"random",20
62,1.84678202184513,15.3363611189358,7.5147101028654,"random",20
63,3.76502314749564,15.6945408164699,8.33227290732954,"random",20
64,2.36987798856845,15.6434125847783,7.29238475462841,"random",20
65,2.02654734646722,15.8581356870229,6.45271525834852,"random",20
66,1.94707936608473,16.1209061476797,7.14293274094306,"random",20
67,1.89978613266273,15.2826450006293,5.51932958916486,"random",20
68,3.79037285274425,16.8485827674953,7.40743674441462,"random",20
69,3.22900737511008,16.1040817922011,8.28208128662231,"random",20
70,3.82084908284875,16.1801966658216,7.46763512497946,"random",20
71,2.06111364994671,17.1260593647254,7.6910226384348,"random",20
72,2.67862674041789,15.9069617351737,7.08744945295951,"random",20
73,2.91922593746764,18.0664140440767,8.27399786459774,"random",20
74,2.78553887989109,17.0287140113682,8.07596002358619,"random",20
75,2.95402846931217,17.1469091060671,8.59656837202151,"random",20
76,2.02021383036603,15.1870739584435,7.43184078453795,"random",20
77,2.95402846931217,16.5284952469598,7.53536842555299,"random",20
78,4.7234717041209,17.1076368609197,8.70022124027426,"random",20
79,2.32141853685274,17.162725100946,6.30445953181421,"random",20
80,2.0027519304596,18.5882655101885,7.11467161933128,"random",20
81,2.29926827629713,16.7703236885606,6.7629943914349,"random",20
82,1.69916107397416,15.1573979394246,7.07486367079006,"random",20
83,3.29289017856831,16.5018546994559,7.69144502248565,"random",20
84,2.79071362701014,16.702239489197,6.70321647990176,"random",20
85,3.41070834772843,17.3149380687649,6.99806000270604,"random",20
86,3.76846776792937,18.8032772767488,7.79170933253716,"random",20
87,1.74525806165939,15.5451764240217,7.22235690130098,"random",20
88,2.78553887989109,16.0439813451016,7.85202835459275,"random",20
89,4.06664412861559,17.1762332025879,7.66505946624428,"random",20
90,1.998232345308,17.2046793090286,7.72330577691777,"random",20
91,3.19907118658967,16.6593508389929,6.95743847340389,"random",20
92,4.08238710911509,15.5470510447725,8.09199706110767,"random",20
93,1.65041881635837,17.3024850967579,6.10478921569657,"random",20
94,3.56148129739515,13.8244697868377,7.10982822107187,"random",20
95,4.40690108401002,18.1158759472495,8.80010843916887,"random",20
96,4.82966178159859,16.3450922007883,8.02251559928342,"random",20
97,3.54662851111299,16.1935318919628,7.25761838194265,"random",20
98,4.09424078629585,16.0593670198183,8.35188123126584,"random",20
99,3.47225521009836,15.1849498156208,6.94238594062058,"random",20
100,2.32141853685274,15.7663005182075,7.7206510605988,"random",20
101,3.4573473762686,18.7003199086628,8.30861498064113,"random",20
102,2.40741784428677,16.7197378506813,6.95332850404075,"random",20
103,3.29831946120009,16.4346385614211,7.90444641881211,"random",20
104,2.55441292317381,16.9442413403855,9.24507016921426,"random",20
105,3.06373282807318,17.6089161887152,7.52583962090667,"random",20
106,2.84070144954092,16.6715986389501,7.99243832353771,"random",20
107,2.89201369431763,16.5424217979937,7.84990524430097,"random",20
108,1.98697624837046,14.7712189372415,5.92296709425444,"random",20
109,2.88951944719672,16.90947795495,8.85398353572817,"random",20
110,1.63568494960047,17.3027918406078,6.29406084998436,"random",20
111,3.03250193593916,15.1401873933209,6.69608809173561,"random",20
112,2.85034884563892,16.7494755535562,8.5752618012819,"random",20
113,3.75322678810369,18.6189037316984,7.22267723862876,"random",20
114,1.83157917019558,15.9672202731891,7.72606119034209,"random",20
115,4.18424998687826,15.235532943961,6.83763379844909,"random",20
116,1.52763149023892,16.4244874376598,6.97827552073958,"random",20
117,2.11345733568073,16.9162646940731,6.78352081724511,"random",20
118,1.74325270362752,15.5459812888047,6.17617726356302,"random",20
119,2.91745054560654,17.6307326088575,8.15672738613257,"random",20
120,1.52763149023892,16.5709429701032,6.98296362940737,"random",20
121,2.09700086834748,16.9364995683021,7.72851545796079,"random",20
122,3.87067179006498,15.755819442116,7.21769053550976,"random",20
123,4.54384154582067,15.9642967373032,8.07211472283809,"random",20
124,1.90053587512278,17.0055196427801,6.61235026019905,"random",20
125,1.5059862106986,16.4898733403655,6.71798143733191,"random",20
126,2.89201369431763,15.6127432350793,7.32997566508342,"random",20
127,5.37958996561622,15.8428336953399,8.28834333258454,"random",20
128,3.82084908284875,14.3839392774707,7.20989049270395,"random",20
129,2.67862674041789,16.3770153342609,7.54343935320946,"random",20
130,1.31137393365939,17.0920953175302,7.44537256096578,"random",20
131,2.44942040739984,15.4683615279278,7.0355050612024,"random",20
132,2.7679026568985,16.121891958055,8.04190143999045,"random",20
133,2.98550079437309,15.7315915635339,7.66112715357386,"random",20
134,3.29831946120009,15.5687934171432,8.32427457489059,"random",20
135,2.12442557942179,17.2321300078301,8.69659254561225,"random",20
136,4.97672467052586,16.1552944155529,7.92697747324557,"random",20
137,0.997164600979853,17.8877960229247,8.3551390384025,"random",20
138,0.997164600979853,15.900194516545,7.03705220516738,"random",20
139,7.16004775517765,17.734782617614,9.33178400339686,"random",20
140,3.57918208113959,17.2443914732314,7.40199570881648,"random",20
141,2.92758466207002,16.3792802636827,7.43190760761412,"random",20
142,3.06556031290951,16.3910646232378,7.65590353459597,"random",20
143,1.78586579406096,17.6399009775878,8.32480711545667,"random",20
144,3.79037285274425,17.3912777582377,8.19233301426481,"random",20
145,3.61714102994029,15.6739139764928,7.45888553816421,"random",20
146,3.96391723831417,16.0985169205856,7.71637872853487,"random",20
147,3.08708347616777,16.9533381721537,7.01111049055558,"random",20
148,2.0354357714272,15.2449364485789,6.9452432887815,"random",20
149,3.96811835390593,16.3400809163664,7.6431573856495,"random",20
150,3.15957052111293,16.8248534344067,7.70925812102365,"random",20
151,2.44942040739984,14.1802041549276,6.79574081959917,"random",20
152,5.31363190710256,16.6055428667226,9.30689263267824,"random",20
153,1.84438652831881,16.9123752087836,9.30191776048647,"random",20
154,1.90282825535494,17.5151529742387,7.6710502558352,"random",20
155,3.08143569055041,17.3385669345531,7.97261268772489,"random",20
156,3.25801744032628,14.6369487809479,7.34292973539032,"random",20
157,2.40741784428677,14.3674647602172,6.5659602635362,"random",20
158,4.28644058016681,15.7985394545714,7.73283000493673,"random",20
159,1.65739918798722,16.2999521288321,7.50303759989901,"random",20
160,4.18424998687826,15.8810881841143,7.71345333189787,"random",20
161,2.32141853685274,16.893602227374,7.14673069785131,"random",20
162,2.91922593746764,16.2041649080607,7.48445910799717,"random",20
163,3.4534567140107,17.4151499798816,6.55072142362767,"random",20
164,2.08824599873989,17.6804066917048,7.41766964613373,"random",20
165,0.997164600979853,17.422969882313,8.08757204890272,"random",20
166,1.75334766883607,15.4235729960505,7.27106117154843,"random",20
167,2.57329751707619,16.0131127842269,6.7925183154733,"random",20
168,5.36288134844656,16.019983447182,8.89875271019044,"random",20
169,2.07326882960875,16.1742453809625,6.46397789556517,"random",20
170,2.78422208946187,17.4715947106377,7.09364148106758,"random",20
171,1.69204095767843,17.6962655357163,8.03987596681796,"random",20
172,1.74895113525402,15.9100705975179,8.03741752616047,"random",20
173,3.78160879157277,16.6350809511319,7.97463822738096,"random",20
174,1.90053587512278,17.5042949022,9.09971362639673,"random",20
175,2.92758466207002,14.264113348908,6.24076444443189,"random",20
176,1.66697197764939,16.5449745244844,6.27545781554154,"random",20
177,1.99354135597706,16.0995324008191,8.13575336600582,"random",20
178,3.56939797630951,16.5465283300261,8.27925376485324,"random",20
179,4.7234717041209,15.1565329639111,7.68201939460883,"random",20
180,3.29605657501475,16.1785408491553,6.70280835688052,"random",20
181,3.0104135872214,15.4812607302125,6.9563036364508,"random",20
182,2.79568759166628,16.7387792540339,6.57717427574121,"random",20
183,2.14172428494877,14.9985666632426,6.12427540569933,"random",20
184,3.06722142475134,16.5369774721523,8.10621226745416,"random",20
185,4.06269642270327,17.3201168864052,7.77145862527151,"random",20
186,4.34087813610954,16.7851504092169,7.0959055574309,"random",20
187,1.74895113525402,17.2002702972214,6.98872014856877,"random",20
188,3.40305610483828,15.3754858296365,7.35739135171551,"random",20
189,1.31137393365939,17.2680787566267,7.59030160900055,"random",20
190,3.03250193593916,15.0295553052025,7.21039921875547,"random",20
191,2.29926827629713,15.806087620007,6.60735601924755,"random",20
192,3.21046338551374,16.4747696557134,6.6644552244697,"random",20
193,1.89978613266273,17.5117995905569,7.31524595236335,"random",20
194,2.78553887989109,16.0439620928788,9.07174287198602,"random",20
195,4.59244882240077,16.5718039219153,7.7605387835167,"random",20
196,4.10238535063228,17.8415518063464,8.42067802780009,"random",20
197,2.0354357714272,16.9348797841369,5.7686543996624,"random",20
198,3.06283413520826,17.1339205275121,7.92286943141587,"random",20
199,2.79392829654974,15.4289306815723,7.55606824029651,"random",20
200,2.42174424122001,16.6997084262087,7.91218859944279,"random",20
