"Scenario","Type","Avg_Variance","Max_Variance","Min_Variance","Avg_AbsDelta","n_Metrics"
"Good","Error",23.9639274926366,260.79062122293,0.00302237423872646,0.759313456826819,11
"Good","Percentage Error",0.668465286125768,1.21087952099894,0.0172499107653959,0.61885425516283,3
"Good","R-squared",3376.04295419022,3376.04295419022,3376.04295419022,8.96284652418495,1
"UC1","Error",102.456341946531,1070.00452307987,3.0379746835443,2.29447544079879,11
"UC1","Percentage Error",2.21741879574643,3.0379746835443,0.576307020150672,1.51144085912617,3
"UC1","R-squared",19.7043814508908,19.7043814508908,19.7043814508908,1.1621326219263,1
"UC2_st","Error",19.9962232099986,147.805057658925,0.195590397805774,1.40308788934838,11
"UC2_st","Percentage Error",0.896213469086773,1.36622319452716,0.659672821246166,0.769090274576666,3
"UC2_st","R-squared",49.8928763242473,49.8928763242473,49.8928763242473,2.52604871439547,1
"UC2_wk","Error",76.3101525950776,438.055343203501,0.0325279194619474,1.16995258535799,11
"UC2_wk","Percentage Error",0.622919971997341,1.28600953684349,0.124160491665895,0.624955004964993,3
"UC2_wk","R-squared",1.33318524547353,1.33318524547353,1.33318524547353,0.996211449155881,1
"UC3","Error",79.5726205930126,415.154434428493,2.69407069912481,2.11958274732801,11
"UC3","Percentage Error",2.12665827320802,2.95704481555449,0.49094654906594,1.38258376158521,3
"UC3","R-squared",20.1279253129323,20.1279253129323,20.1279253129323,1.78091148044194,1
"UC4","Error",231.97832939219,1539.2243982585,0.128410523445922,2.8027051769718,11
"UC4","Percentage Error",0.748397515873807,1.12493299682334,0.31542141935213,0.689047792930513,3
"UC4","R-squared",1.84954614017469,1.84954614017469,1.84954614017469,1.00737978783517,1
