"Model","Subset_Type","N","K_mean","K_sd","K_min","K_max","Lambda_mean","Lambda_sd","Lambda_min","Lambda_max","MoransI_mean","MoransI_sd","MoransI_min","MoransI_max","mpnns_mean","mpnns_sd","mpnns_min","mpnns_max","mean_offdiag_cor_mean","mean_offdiag_cor_sd","mean_offdiag_cor_min","mean_offdiag_cor_max","max_offdiag_cor_mean","max_offdiag_cor_sd","max_offdiag_cor_min","max_offdiag_cor_max","ess_1_mean","ess_1_sd","ess_1_min","ess_1_max","ess_2_mean","ess_2_sd","ess_2_min","ess_2_max"
"Lambda1","dispersed",1,1.0658766670684,NA,1.0658766670684,1.0658766670684,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.564276713306178,NA,0.564276713306178,0.564276713306178,0.364843229577333,NA,0.364843229577333,0.364843229577333,0.611114692581342,NA,0.611114692581342,0.611114692581342,0.982125005637084,NA,0.982125005637084,0.982125005637084,1.60444789296501,NA,1.60444789296501,1.60444789296501,2.16915165838048,NA,2.16915165838048,2.16915165838048
"Lambda1","clustered",1,0.528858936851298,NA,0.528858936851298,0.528858936851298,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.119191101464451,NA,0.119191101464451,0.119191101464451,0.469407585169747,NA,0.469407585169747,0.469407585169747,0.590524507696949,NA,0.590524507696949,0.590524507696949,0.953116270278229,NA,0.953116270278229,0.953116270278229,1.65749349865069,NA,1.65749349865069,1.65749349865069,2.31179455780635,NA,2.31179455780635,2.31179455780635
"Lambda1","random",1000,1.68185609844439,0.643489928561248,0.477727807729378,4.38229861229928,0.99760651201657,0.0044270558242033,0.964751294764855,0.999928981458807,0.608423264077385,0.0500350199800437,0.409444164419546,0.746270819814424,0.437810216158888,0.0495257482079292,0.301307463787054,0.60021591234689,0.617418165753133,0.0385379291917567,0.46978153689027,0.75043613962654,0.992522215118603,0.00182563460682523,0.982881590304606,0.996360855996776,1.59454999469674,0.0960301348828473,1.31885231684681,2.05612876279957,2.12126180377165,0.188698622641383,1.5782997034143,3.05076876160794
"Lambda0.7","dispersed",1,0.222872496187504,NA,0.222872496187504,0.222872496187504,0.982761203236932,NA,0.982761203236932,0.982761203236932,0.260215997747533,NA,0.260215997747533,0.260215997747533,0.41771109973202,NA,0.41771109973202,0.41771109973202,0.605291524127175,NA,0.605291524127175,0.605291524127175,0.980010528868961,NA,0.980010528868961,0.980010528868961,1.61910239282368,NA,1.61910239282368,1.61910239282368,2.20265845209355,NA,2.20265845209355,2.20265845209355
"Lambda0.7","clustered",1,0.364691614542525,NA,0.364691614542525,0.364691614542525,0.93180180530381,NA,0.93180180530381,0.93180180530381,0.07045213671442,NA,0.07045213671442,0.07045213671442,0.49647255313233,NA,0.49647255313233,0.49647255313233,0.587843106465443,NA,0.587843106465443,0.587843106465443,0.953325907313121,NA,0.953325907313121,0.953325907313121,1.66466072444621,NA,1.66466072444621,1.66466072444621,2.32523964999888,NA,2.32523964999888,2.32523964999888
"Lambda0.7","random",1000,0.24503253747101,0.0978592221589907,0.055547979950851,0.671311240708942,0.97287736136178,0.0832633995548366,7.33137435857406e-05,0.999947237950008,0.345391967754038,0.120850069949003,-0.00245678928131728,0.673324454734031,0.457142490427843,0.0474918670819196,0.315966284938799,0.640482409472694,0.611594629500791,0.0332491995009788,0.49248571390168,0.730913154451273,0.986448067368345,0.00257425765326867,0.975311883121061,0.992240269199457,1.607548972454,0.0835161816077828,1.35259040024179,1.96716589499843,2.15823468933099,0.167652913446996,1.65163626628788,2.91727069409123
"Lambda0.5","dispersed",1,1.45412789242757,NA,1.45412789242757,1.45412789242757,0.995745169961674,NA,0.995745169961674,0.995745169961674,0.470741464628779,NA,0.470741464628779,0.470741464628779,0.422878774893514,NA,0.422878774893514,0.422878774893514,0.602462740537022,NA,0.602462740537022,0.602462740537022,0.978915449349817,NA,0.978915449349817,0.978915449349817,1.62631830609316,NA,1.62631830609316,1.62631830609316,2.21931651353776,NA,2.21931651353776,2.21931651353776
"Lambda0.5","clustered",1,0.326266687792364,NA,0.326266687792364,0.326266687792364,0.619124605845739,NA,0.619124605845739,0.619124605845739,0.202975936173668,NA,0.202975936173668,0.202975936173668,0.550463423098506,NA,0.550463423098506,0.550463423098506,0.586641377183901,NA,0.586641377183901,0.586641377183901,0.955222636611301,NA,0.955222636611301,0.955222636611301,1.66789302908508,NA,1.66789302908508,1.66789302908508,2.33123727377364,NA,2.33123727377364,2.33123727377364
"Lambda0.5","random",1000,1.8000863710146,0.545426079396851,0.70070953586134,4.22233169211087,0.99811355354971,0.00352918965434525,0.969004087338188,0.999947237950008,0.487674216261048,0.0964607161544259,0.168565018594961,0.699201779966153,0.490031116100323,0.0499502529813059,0.307583139752311,0.651518316807743,0.608634019557419,0.0304807507611886,0.502612114162434,0.720283916372424,0.983715950503467,0.0030323900027044,0.970967284905087,0.990094685252082,1.61430686885588,0.0769655893234155,1.37169498942412,1.92992263480907,2.17698978091522,0.155778502281,1.69331756882303,2.8542878015919
"OU_alpha0.2","dispersed",1,0.0406821222532099,NA,0.0406821222532099,0.0406821222532099,0.999926686256414,NA,0.999926686256414,0.999926686256414,-0.0885227784475384,NA,-0.0885227784475384,-0.0885227784475384,0.472927078325021,NA,0.472927078325021,0.472927078325021,0.00953371413773326,NA,0.00953371413773326,0.00953371413773326,0.161860895943629,NA,0.161860895943629,0.161860895943629,24.7000270810616,NA,24.7000270810616,24.7000270810616,30.9661186435505,NA,30.9661186435505,30.9661186435505
