"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",0.383552511925102,0.523984548185879,0.430335901865029,1,0.408591408591409,0.786213786213786,1,1,1000
"Lambda1","Lambda",0.52588319499965,0.999926686256414,0.619103771316712,1,0.623376623376623,0.999000999000999,1,1,1000
"Lambda1","MoransI",-0.153563467729757,-0.180581245622781,-0.0346240046356162,1,0.26973026973027,0.803196803196803,1,1,1000
"Lambda1","mpnns",0.313056799042129,0.286802228181446,0.421129680112478,0.5,0.89010989010989,0.0569430569430569,1,1,1000
"Lambda1","mean_offdiag_cor",0.465201407843832,0.383141880956204,0.456273638280652,0.5,0.43956043956044,0.136863136863137,1,1,1000
"Lambda1","max_offdiag_cor",0.889552508201714,0.782331526146661,0.915013926460402,0.5,0.808191808191808,0.001998001998002,1,1,1000
"Lambda1","ess_1",1.87951824958246,2.17273624306704,1.93028985983084,0.5,0.43956043956044,0.136863136863137,1,1,1000
"Lambda1","ess_2",2.52166943624708,3.15865246275512,2.56238658555508,0.5,0.493506493506494,0.0799200799200799,1,1,1000
"Lambda0.7","K",0.311404581574808,0.934939479770272,0.742263318270682,1,0.752247752247752,0.739260739260739,1,1,1000
"Lambda0.7","Lambda",7.33137435857406e-05,0.999926686256414,0.713046880201475,1,1,1,1,1,1000
"Lambda0.7","MoransI",-0.0384758157997447,-0.179619842114016,0.0200277917363658,1,0.739260739260739,0.847152847152847,1,1,1000
"Lambda0.7","mpnns",0.566314005023039,0.33684538644321,0.546698268163622,0.5,0.411588411588412,0.013986013986014,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.451752352336691,0.387434067434188,0.446583029579363,0.5,0.43956043956044,0.140859140859141,1,1,1000
"Lambda0.7","max_offdiag_cor",0.883793025732277,0.79848155503272,0.895501760028124,0.5,0.693306693306693,0.011988011988012,1,1,1000
"Lambda0.7","ess_1",1.9220297558225,2.15515007731183,1.95501807435548,0.5,0.43956043956044,0.140859140859141,1,1,1000
"Lambda0.7","ess_2",2.61450524308052,3.12160611966609,2.63820404251537,0.5,0.495504495504495,0.0899100899100899,1,1,1000
"Lambda0.5","K",0.25880463326573,0.476985960008478,0.46327122971491,1,0.781218781218781,0.636363636363636,1,1,1000
"Lambda0.5","Lambda",0.999926686256414,0.999926686256414,0.633957319862148,1,0.268731268731269,1,1,1,1000
"Lambda0.5","MoransI",-0.264813265815175,-0.17092102927144,-0.0941101089530494,0.5,0.044955044955045,0.686313686313686,1,1,1000
"Lambda0.5","mpnns",0.38360086189272,0.560451145911413,0.465314903561533,1,0.826173826173826,0.862137862137862,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.445565082265059,0.389325193931477,0.441865176287161,0.5,0.43956043956044,0.142857142857143,1,1,1000
"Lambda0.5","max_offdiag_cor",0.880968056569187,0.806324056409767,0.887839237729561,0.5,0.632367632367632,0.017982017982018,1,1,1000
"Lambda0.5","ess_1",1.94223993259228,2.14749168443574,1.96783014981951,0.5,0.43956043956044,0.142857142857143,1,1,1000
"Lambda0.5","ess_2",2.65860962965751,3.10528963069298,2.67500337903987,0.5,0.492507492507492,0.0939060939060939,1,1,1000
"OU_alpha0.2","K",0.487117742644203,0.737332799483347,0.449374047416572,1,0.327672327672328,0.859140859140859,1,1,1000
"OU_alpha0.2","Lambda",0.999926686256414,0.509210715179289,0.660322907863436,0.5,0.250749250749251,0.294705294705295,1,1,1000
"OU_alpha0.2","MoransI",-0.27469566904396,-0.0460736497695557,-0.110444681184119,0.5,0.0599400599400599,0.164835164835165,1,1,1000
"OU_alpha0.2","mpnns",0.417008440148419,0.506930641376707,0.544648221031772,1,0.943056943056943,0.328671328671329,1,1,1000
"OU_alpha0.2","mean_offdiag_cor",0.0839731434261087,0.222467324653715,0.124806784353603,1,0.951048951048951,0.994005994005994,1,1,1000
"OU_alpha0.2","max_offdiag_cor",0.278931320912166,0.536174091382799,0.539113785555269,1,1,0.390609390609391,1,1,1000
"OU_alpha0.2","ess_1",5.03837984593474,3.12833452038954,4.31912963133489,1,0.951048951048951,0.994005994005994,1,1,1000
"OU_alpha0.2","ess_2",7.13715726095325,5.14589592740779,6.25081174744658,1,0.994005994005994,0.989010989010989,1,1,1000
"OU_alpha1","K",0.585205770535527,0.397974047316551,0.293831753751335,0.5,0.0709290709290709,0.801198801198801,1,1,1000
"OU_alpha1","Lambda",0.646894472912813,7.33137435857406e-05,0.393859049158355,0.5,0.334665334665335,0.366633366633367,1,1,1000
"OU_alpha1","MoransI",-0.0759260058692468,-0.14785028595108,-0.15537407597507,1,0.821178821178821,0.381618381618382,1,1,1000
"OU_alpha1","mpnns",0.678859356391624,0.642021465719449,0.587581959402464,0.5,0.140859140859141,0.755244755244755,1,1,1000
"OU_alpha1","mean_offdiag_cor",0.000333796664763776,0.0136555686131496,0.00439949299644208,1,1,0.999000999000999,1,1,1000
"OU_alpha1","max_offdiag_cor",0.00240723793127296,0.0611476311677308,0.0563931653357267,1,1,0.618381618381618,1,1,1000
"OU_alpha1","ess_1",7.98135096168077,7.30200845746684,7.76275458618499,1,1,0.999000999000999,1,1,1000
"OU_alpha1","ess_2",7.99996890951369,7.97240458667396,7.98790364271272,1,1,0.942057942057942,1,1,1000
"OU_alpha5","K",0.213620759204096,0.471870973228861,0.269353248089203,1,0.537462537462537,0.911088911088911,1,1,1000
"OU_alpha5","Lambda",0.152965326488288,7.33137435857406e-05,0.329500185335873,0.5,0.462537462537463,0.463536463536464,1,1,1000
"OU_alpha5","MoransI",-0.268274409294332,-0.158209883656081,-0.158128202922335,0.5,0.118881118881119,0.422577422577423,1,1,1000
"OU_alpha5","mpnns",0.654943824850643,0.692852841101904,0.724442875757862,1,0.836163836163836,0.323676323676324,1,1,1000
"OU_alpha5","mean_offdiag_cor",4.21509804575509e-15,5.82514816522646e-08,3.12699294837333e-07,1,1,0.782217782217782,1,1,1000
"OU_alpha5","max_offdiag_cor",8.09697589994639e-14,8.55057601436173e-07,8.54499330510213e-06,1,1,0.644355644355644,1,1,1000
"OU_alpha5","ess_1",7.99999999999976,7.99999673791836,7.99998248970525,1,1,0.782217782217782,1,1,1000
"OU_alpha5","ess_2",8,7.99999999999818,7.9999999965613,1,1,0.671328671328671,1,1,1000
