"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",1.38886619657659,0.798289725002007,1.51029562904994,0.5,0.654345654345654,0.010989010989011,1,1,1000
"Lambda1","Lambda",0.999926686256414,0.984929705821217,0.980276011331257,0.5,0.892107892107892,0.0919080919080919,1,1,1000
"Lambda1","MoransI",-0.0106006596528902,-0.0977242113993499,0.047118964562648,1,0.904095904095904,0.704295704295704,1,1,1000
"Lambda1","mpnns",0.454578462792432,0.576851608889406,0.493108323315313,1,0.634365634365634,0.805194805194805,1,1,1000
"Lambda1","mean_offdiag_cor",0.19146764205765,0.338018413188854,0.202340843312693,1,0.591408591408591,0.997002997002997,1,1,1000
"Lambda1","max_offdiag_cor",0.577350269189626,0.8,0.768432090609416,1,0.99000999000999,0.597402597402597,1,1,1000
"Lambda1","ess_1",3.41840388276452,2.37661725260958,3.35665556978778,1,0.591408591408591,0.997002997002997,1,1,1000
"Lambda1","ess_2",5.55604222544846,3.56083086053413,4.89829414136057,1,0.906093906093906,0.99000999000999,1,1,1000
"Lambda0.7","K",1.51210387589248,0.900403406414943,1.32176957720928,0.5,0.268731268731269,0.0979020979020979,1,1,1000
"Lambda0.7","Lambda",0.999926686256414,0.999926686256414,0.916672520158541,1,0.686313686313686,1,1,1,1000
"Lambda0.7","MoransI",-0.000204374651803702,0.0110589658731277,0.0352189464950847,1,0.998001998001998,0.113886113886114,1,1,1000
"Lambda0.7","mpnns",0.520062640345286,0.619273874855127,0.48871870535779,1,0.354645354645355,0.932067932067932,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.226489201725522,0.338018413188854,0.218484274041219,1,0.478521478521479,0.997002997002997,1,1,1000
"Lambda0.7","max_offdiag_cor",0.651074964739083,0.8,0.766493212447742,1,0.969030969030969,0.64035964035964,1,1,1000
"Lambda0.7","ess_1",3.09426953757588,2.37661725260958,3.20572316822117,1,0.478521478521479,0.997002997002997,1,1,1000
"Lambda0.7","ess_2",4.98858225999129,3.56083086053412,4.69705036148726,1,0.74025974025974,0.991008991008991,1,1,1000
"Lambda0.5","K",0.948266820073069,1.09756123736321,1.43057267116481,1,0.914085914085914,0.202797202797203,1,1,1000
"Lambda0.5","Lambda",0.331771091545644,0.650841288117006,0.953986452339952,1,0.976023976023976,0.043956043956044,1,1,1000
"Lambda0.5","MoransI",-0.107441155670163,-0.0751840102860243,0.0407428990772657,0.5,0.238761238761239,0.587412587412587,1,1,1000
"Lambda0.5","mpnns",0.413283747267807,0.593183746306495,0.502929337945407,1,0.799200799200799,0.822177822177822,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.240311295593736,0.338018413188854,0.225239865333239,1,0.448551448551449,0.995004995004995,1,1,1000
"Lambda0.5","max_offdiag_cor",0.677942575517042,0.8,0.765662037726578,1,0.916083916083916,0.672327672327672,1,1,1000
