"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",4.6931214442873,0.507068908450879,2.28942033498885,0.5,0.026973026973027,0.013986013986014,1,1,1000
"Lambda1","Lambda",0.999926686256414,7.33137435857406e-05,0.969176515700997,0.5,0.673326673326673,0.002997002997003,1,1,1000
"Lambda1","MoransI",0.214097299204118,-0.0738933292854287,0.199150237729299,0.5,0.43956043956044,0.167832167832168,1,1,1000
"Lambda1","mpnns",0.564309896683765,0.532511008928352,0.541212811378613,0.5,0.393606393606394,0.477522477522478,1,1,1000
"Lambda1","mean_offdiag_cor",0.49722911006694,0.415861281054519,0.476923863907063,0.5,0.392607392607393,0.193806193806194,1,1,1000
"Lambda1","max_offdiag_cor",0.899677421362393,0.777452129718001,0.919344240164859,0.5,0.803196803196803,0.001998001998002,1,1,1000
"Lambda1","ess_1",1.78547365708335,2.04549750633933,1.86433167589799,0.5,0.392607392607393,0.193806193806194,1,1,1000
"Lambda1","ess_2",2.31492320129147,2.90230627683047,2.43202806417097,0.5,0.427572427572428,0.128871128871129,1,1,1000
"Lambda0.7","K",1.12784558963296,0.312285216555334,1.03884643645708,0.5,0.356643356643357,0.018981018981019,1,1,1000
"Lambda0.7","Lambda",0.835717055025634,7.33137435857406e-05,0.847939232692354,0.5,0.681318681318681,0.036963036963037,1,1,1000
"Lambda0.7","MoransI",0.15550107840918,-0.163503697783851,0.147872650042996,1,0.492507492507492,0.53046953046953,1,1,1000
"Lambda0.7","mpnns",0.453087146836457,0.444696210624692,0.45749875512248,0.5,0.484515484515485,0.487512487512487,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.479889230819556,0.412192916113154,0.463771776440323,0.5,0.390609390609391,0.191808191808192,1,1,1000
"Lambda0.7","max_offdiag_cor",0.892373946423598,0.794357677259902,0.898512055730407,0.5,0.61038961038961,0.00599400599400599,1,1,1000
"Lambda0.7","ess_1",1.83518875607369,2.05901634345795,1.8990543193267,0.5,0.390609390609391,0.191808191808192,1,1,1000
"Lambda0.7","ess_2",2.4236833003253,2.93036116606874,2.52520784792502,0.5,0.416583416583417,0.134865134865135,1,1,1000
"Lambda0.5","K",0.935148104987899,0.424330958744462,0.917829392168067,0.5,0.381618381618382,0.127872127872128,1,1,1000
"Lambda0.5","Lambda",0.999926686256414,0.0228080682042638,0.766439077000044,0.5,0.136863136863137,0.018981018981019,1,1,1000
"Lambda0.5","MoransI",0.148454769909092,-0.181878415360994,0.10221333323839,1,0.381618381618382,0.702297702297702,1,1,1000
"Lambda0.5","mpnns",0.508454956411662,0.48236734955003,0.515243199455963,0.5,0.515484515484515,0.376623376623377,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.47145617678794,0.410625291823084,0.457349847084868,0.5,0.391608391608392,0.191808191808192,1,1,1000
"Lambda0.5","max_offdiag_cor",0.888755285318739,0.80213337111389,0.890384060015735,0.5,0.533466533466533,0.00899100899100899,1,1,1000
"Lambda0.5","ess_1",1.86038151267406,2.0648480805311,1.91681506989644,0.5,0.391608391608392,0.191808191808192,1,1,1000
"Lambda0.5","ess_2",2.47889428151409,2.94188927783023,2.5713388343476,0.5,0.415584415584416,0.136863136863137,1,1,1000
"OU_alpha0.2","K",0.426306398302015,0.498325653847637,0.365713931776181,1,0.251748251748252,0.802197802197802,1,1,1000
"OU_alpha0.2","Lambda",0.577465460838903,7.33137435857406e-05,0.497680517876508,0.5,0.470529470529471,0.308691308691309,1,1,1000
"OU_alpha0.2","MoransI",-0.0815047988494909,-0.112248524033869,-0.145799546872956,1,0.807192807192807,0.298701298701299,1,1,1000
"OU_alpha0.2","mpnns",0.643963907244215,0.658379604074371,0.574545749820209,1,0.258741258741259,0.786213786213786,1,1,1000
"OU_alpha0.2","mean_offdiag_cor",0.0938399497484205,0.263937491676105,0.136631448631498,1,0.946053946053946,0.999000999000999,1,1,1000
"OU_alpha0.2","max_offdiag_cor",0.322284265808355,0.623554073568172,0.568498195122184,1,1,0.83016983016983,1,1,1000
"OU_alpha0.2","ess_1",4.82835310850912,2.80942039505621,4.13847433593559,1,0.946053946053946,0.999000999000999,1,1,1000
"OU_alpha0.2","ess_2",6.9970650054206,4.55321519475653,6.05936016919941,1,0.99000999000999,0.998001998001998,1,1,1000
"OU_alpha1","K",0.181532957145195,0.999426976598646,0.302924995532686,1,0.66033966033966,0.978021978021978,1,1,1000
"OU_alpha1","Lambda",7.33137435857406e-05,0.999926686256414,0.387959602757261,1,1,1,1,1,1000
"OU_alpha1","MoransI",-0.152590914413484,-0.193959212330622,-0.147882794539925,1,0.574425574425574,0.59040959040959,1,1,1000
"OU_alpha1","mpnns",0.700087219187233,0.620298369314723,0.586597376112594,0.5,0.100899100899101,0.631368631368631,1,1,1000
"OU_alpha1","mean_offdiag_cor",0.000446594889479721,0.0280872333501941,0.00559959050689937,1,1,1,1,1,1000
"OU_alpha1","max_offdiag_cor",0.00348288139405611,0.171948132281525,0.0727812909477901,1,1,0.952047952047952,1,1,1000
"OU_alpha1","ess_1",7.9750686257594,6.68554981575399,7.70128702888315,1,1,1,1,1,1000
"OU_alpha1","ess_2",7.99993861077621,7.86913195902853,7.98041620950203,1,1,0.999000999000999,1,1,1000
"OU_alpha5","K",0.343931800301176,0.359944027604974,0.241949830071016,1,0.158841158841159,0.856143856143856,1,1,1000
"OU_alpha5","Lambda",7.33137435857406e-05,7.33137435857406e-05,0.296483784513189,1,1,0.552447552447552,1,1,1000
"OU_alpha5","MoransI",0.00859404308531459,-0.148835781899656,-0.176217971463552,1,0.988011988011988,0.336663336663337,1,1,1000
"OU_alpha5","mpnns",0.821741433349343,0.792290444601803,0.69782871367741,0.5,0.050949050949051,0.895104895104895,1,1,1000
"OU_alpha5","mean_offdiag_cor",2.68783546208047e-14,6.3426529647578e-06,6.04748372644548e-07,1,1,0.999000999000999,1,1,1000
"OU_alpha5","max_offdiag_cor",5.12499476711189e-13,0.000151947051631714,1.60902799799485e-05,1,1,1,1,1,1000
"OU_alpha5","ess_1",7.9999999999985,7.99964482720314,7.99996613509717,1,1,0.999000999000999,1,1,1000
"OU_alpha5","ess_2",8,7.99999995324323,7.99999999626302,1,1,0.999000999000999,1,1,1000
