"Metric","N_random","Mean","SD","Median","Min","Q025","Q25","Q75","Q975","Max"
"off_mean",1000,0.228336006185557,0.0243581958659086,0.223064886426486,0.185953615193326,0.197281471510068,0.212326534613407,0.239458687643609,0.289352736186358,0.406320035053258
"rmax",1000,0.956416229395573,0.027699736492057,0.963566914890965,0.845014354040248,0.889223870104449,0.943897539984965,0.975597023156234,0.995969488248965,0.997515290619766
"neff_mean",1000,4.17647648793815,0.169944765887752,4.19339680733401,3.16765917494685,3.71738614241914,4.10156396747418,4.28822666544076,4.43726749175872,4.58034858145931
