"Subset_Type","Metric","Observed","Random_Mean","Random_SD","Random_Q025","Random_Q975","SES","P_value"
"dispersed","MinPD",27.6665217814,3.74761540585055,2.38180308492438,0.3465695404,9.525250274,10.0423525886519,0.000999000999000999
"dispersed","MeanPD",68.8725076996732,66.3526776139802,2.09447580179689,61.1060634091999,69.0229481998919,1.20308388549112,0.038961038961039
"dispersed","MeanNND",38.507179663995,19.147668859763,3.20357462805101,13.2669852642099,25.6988848416809,6.04309655680161,0.000999000999000999
"clustered","MeanPD",9.25404696162684,66.3526776139802,2.09447580179689,61.1060634091999,69.0229481998919,-27.2615375185368,0.000999000999000999
"clustered","MeanNND",2.76755334553,19.147668859763,3.20357462805101,13.2669852642099,25.6988848416809,-5.1130744296718,0.000999000999000999
"clustered","MaxPD",11.4865454126,85.9864912105744,5.76349597543782e-07,85.98649013199,85.9864923447,-129261729.539622,0.000999000999000999
