"SubsetID","MinPD","MeanPD","MeanNND","MaxPD"
327,0.2657049594,67.1647792027682,18.4664173092225,85.9864912026
328,8.696757151,60.8119963087174,22.49598787926,85.9864914871
329,1.7285704214,62.8893949435793,11.980004011974,85.9864919266
330,2.6205933699,66.6445733565714,15.070976275009,85.9864903457
331,3.0350250897,68.6518016534953,23.2275932306935,85.9864916185
332,1.7292870404,66.1290865692553,15.22331348397,85.9864917128
333,0.836406392,65.9990515283277,15.523264981339,85.9864914591
334,0.7361459546,68.4836050848856,14.773585676144,85.9864906966
335,0.836406392,65.6382731199498,16.766267745714,85.9864922446
336,8.3287995024,65.7020320459183,21.15868248797,85.9864903536
337,9.525250274,68.4324851483975,19.91810507742,85.9864913964
338,1.4343186836,65.4097268913322,21.062376764303,85.9864917411
339,0.8948449048,67.5693686855716,19.544603159985,85.9864912645
340,4.5022652461,67.4750887582594,12.168279373787,85.9864906702
341,4.3135468775,66.7605666559532,21.707379106405,85.9864918995
342,2.7920379016,67.5948532124766,17.1615262126725,85.986490729
343,3.0350250897,66.3820052394998,15.382916700988,85.9864906055
344,0.7361459546,67.353527064035,22.763363638249,85.9864915841
345,6.4956636848,65.5693310382819,21.007259595032,85.9864913904
346,3.4395129,68.6111429240703,18.146492193509,85.9864912351
347,2.0706303488,67.4250051802085,15.8378913451,85.9864913923
348,0.2657049594,64.9779604455595,20.001270181345,85.9864909541
349,4.6331794096,68.0003986160073,25.077590495202,85.9864916181
350,4.3135470671,65.335746533881,19.250687760625,85.9864912674
351,6.3682988703,65.8627517549417,24.761699790889,85.9864906363
352,1.941938999,69.0362540326343,21.7852218003665,85.9864917087
353,4.6331794735,66.7691207127045,15.132865228074,85.9864922449
354,2.6865447238,68.1053350710233,20.120454273338,85.986491297
355,2.9151301757,69.6359982421533,24.907541205836,85.9864913639
356,8.7369759718,66.672979102264,23.465508999094,85.9864907316
357,3.6082291603,67.6929708322161,18.679660553752,85.9864922446
358,3.0350250897,65.5936675660779,17.95549733162,85.9864915836
359,5.776514366,66.6131107042306,25.0771706666135,85.9864913011
360,8.3287996922,66.6754350277437,22.0987983694265,85.9864919252
361,3.7115093179,64.2068029333357,20.829200922256,85.9864903212
362,1.0878226378,68.7249918756913,14.239823099962,85.9864908552
363,4.943470016,68.1231422304301,24.164698726293,85.9864917735
364,5.6256643218,65.8653248693495,28.8309550624315,85.9864920886
