"Subset_Type","Metric","Observed","Baseline_Mean","Baseline_SD","Baseline_Q025","Baseline_Q975","SES","P_value","Tail"
"dispersed","off_mean",0.199031062728396,0.228336006185557,0.0243581958659086,0.197281471510068,0.289352736186358,-1.2030834967616,0.038961038961039,"low"
"dispersed","rmax",0.678245723780341,0.956416229395573,0.027699736492057,0.889223870104449,0.995969488248965,-10.0423520525186,0.000999000999000999,"low"
"dispersed","neff_mean",4.66366916014972,4.17647648793815,0.169944765887752,3.71738614241914,4.43726749175872,2.86677068085378,0.000999000999000999,"high"
"clustered","off_mean",0.89237789334698,0.228336006185557,0.0243581958659086,0.197281471510068,0.289352736186358,27.2615382032791,0.000999000999000999,"high"
"clustered","rmax",0.997515290619766,0.956416229395573,0.027699736492057,0.889223870104449,0.995969488248965,1.48373473646503,0.00799200799200799,"high"
"clustered","neff_mean",1.1202956293579,4.17647648793815,0.169944765887752,3.71738614241914,4.43726749175872,-17.9833773792059,0.000999000999000999,"low"
