"N","s","Subset_Type","Covariance_Model","Covariance_Param_Label","Metric","Observed","SES","P_value"
512,8,"dispersed","EB","EB_r_-1","off_mean",0.0195014751684952,-2.31135701202098,0.000999000999000999
512,8,"dispersed","EB","EB_r_-1","rmax",0.155146721699569,-3.30740709129292,0.000999000999000999
512,8,"dispersed","EB","EB_r_-1","neff_mean",7.05433338501715,3.90859410844276,0.000999000999000999
512,8,"clustered","EB","EB_r_-1","off_mean",0.89672912433911,15.5470780608006,0.000999000999000999
512,8,"clustered","EB","EB_r_-1","rmax",0.98168530195048,2.65477215842069,0.001998001998002
512,8,"clustered","EB","EB_r_-1","neff_mean",1.10991252383029,-5.58898263774145,0.000999000999000999
512,64,"dispersed","BM","BM","off_mean",0.173443594324483,-1.69129323880364,0.026973026973027
512,64,"dispersed","BM","BM","rmax",0.688300334167884,-14.4531041703843,0.000999000999000999
512,64,"dispersed","BM","BM","neff_mean",8.9135272166287,3.4774595903806,0.000999000999000999
512,64,"clustered","BM","BM","off_mean",0.782807408701561,31.7523218148304,0.000999000999000999
512,64,"clustered","BM","BM","rmax",0.99077914307287,1.10154468211356,0.0979020979020979
512,64,"clustered","BM","BM","neff_mean",1.29304586459605,-8.97681745457252,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=1","off_mean",0.173443594324483,-1.69129323880364,0.026973026973027
512,64,"dispersed","lambda_BM","lambda=1","rmax",0.688300334167884,-14.4531041703843,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=1","neff_mean",8.9135272166287,3.4774595903806,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=1","off_mean",0.782807408701561,31.7523218148304,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=1","rmax",0.99077914307287,1.10154468211356,0.0979020979020979
512,64,"clustered","lambda_BM","lambda=1","neff_mean",1.29304586459605,-8.97681745457252,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.75","off_mean",0.130082695743362,-1.69129323880364,0.026973026973027
512,64,"dispersed","lambda_BM","lambda=0.75","rmax",0.516225250625913,-14.4531041703843,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.75","neff_mean",10.9802440351104,3.90709180953996,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.75","off_mean",0.58710555652617,31.7523218148304,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.75","rmax",0.743084357304652,1.10154468211356,0.0979020979020979
512,64,"clustered","lambda_BM","lambda=0.75","neff_mean",1.70755157844433,-9.75288808493844,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.5","off_mean",0.0867217971622414,-1.69129323880364,0.026973026973027
512,64,"dispersed","lambda_BM","lambda=0.5","rmax",0.344150167083942,-14.4531041703843,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.5","neff_mean",14.4894423286299,4.32718008125001,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.5","off_mean",0.39140370435078,31.7523218148304,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.5","rmax",0.495389571536435,1.10154468211356,0.0979020979020979
512,64,"clustered","lambda_BM","lambda=0.5","neff_mean",2.51977718577707,-10.9622251513598,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.25","off_mean",0.0433608985811207,-1.69129323880364,0.026973026973027
512,64,"dispersed","lambda_BM","lambda=0.25","rmax",0.172075083541971,-14.4531041703843,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.25","neff_mean",22.0498090365701,4.44222371734318,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.25","off_mean",0.19570185217539,31.7523218148304,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.25","rmax",0.247694785768217,1.10154468211356,0.0979020979020979
512,64,"clustered","lambda_BM","lambda=0.25","neff_mean",4.82965283366623,-13.2379678644911,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.1","off_mean",0.0173443594324483,-1.69129323880364,0.026973026973027
512,64,"dispersed","lambda_BM","lambda=0.1","rmax",0.0688300334167884,-14.4531041703843,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0.1","neff_mean",34.1423455552416,3.60948964184558,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.1","off_mean",0.0782807408701561,31.7523218148304,0.000999000999000999
512,64,"clustered","lambda_BM","lambda=0.1","rmax",0.099077914307287,1.10154468211356,0.0979020979020979
512,64,"clustered","lambda_BM","lambda=0.1","neff_mean",10.8154266764515,-16.177519068393,0.000999000999000999
512,64,"dispersed","lambda_BM","lambda=0","off_mean",0,NA,1
512,64,"dispersed","lambda_BM","lambda=0","rmax",0,NA,1
512,64,"dispersed","lambda_BM","lambda=0","neff_mean",64,NA,1
512,64,"clustered","lambda_BM","lambda=0","off_mean",0,NA,1
512,64,"clustered","lambda_BM","lambda=0","rmax",0,NA,1
512,64,"clustered","lambda_BM","lambda=0","neff_mean",64,NA,1
512,64,"dispersed","OU","half_life_frac=0.05","off_mean",2.00757380000808e-06,-2.38976450641508,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.05","rmax",0.000176507150683256,-2.19290826865631,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.05","neff_mean",63.9919070952466,2.93622271007362,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.05","off_mean",0.0120526900766437,25.5043375236233,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.05","rmax",0.774407993761628,1.30826573336675,0.0979020979020979
512,64,"clustered","OU","half_life_frac=0.05","neff_mean",41.5746523245428,-18.2034854879393,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.1","off_mean",0.000447092040219025,-3.83083643832136,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.1","rmax",0.0132846584005851,-3.99193713596445,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.1","neff_mean",62.2646014299054,5.80006092880856,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.1","off_mean",0.0687177829959245,54.7774606902292,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.1","rmax",0.8800044274616,1.22557610007294,0.0979020979020979
512,64,"clustered","OU","half_life_frac=0.1","neff_mean",14.1866964676056,-20.5522188212498,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.25","off_mean",0.0195743884644555,-4.4017380504279,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.25","rmax",0.174337750366422,-7.63171895049071,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.25","neff_mean",33.1645378368549,7.25541271030017,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.25","off_mean",0.310752982308124,68.1982097456174,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.25","rmax",0.949958447337428,1.15607472263623,0.0979020979020979
512,64,"clustered","OU","half_life_frac=0.25","neff_mean",3.35286730409918,-13.9684820026555,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.5","off_mean",0.0666535384414078,-3.23477928578877,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.5","rmax",0.382807717818646,-10.2586687983604,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=0.5","neff_mean",17.8448501245653,5.5600670403658,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.5","off_mean",0.523534084842228,52.5176714189117,0.000999000999000999
512,64,"clustered","OU","half_life_frac=0.5","rmax",0.973075617472326,1.12962448862584,0.0979020979020979
512,64,"clustered","OU","half_life_frac=0.5","neff_mean",1.96259841440001,-10.660677775482,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=1","off_mean",0.112919230033407,-2.39547005813431,0.002997002997003
512,64,"dispersed","OU","half_life_frac=1","rmax",0.532186141297556,-12.103873461422,0.000999000999000999
512,64,"dispersed","OU","half_life_frac=1","neff_mean",12.4957151323015,4.47602066770429,0.000999000999000999
512,64,"clustered","OU","half_life_frac=1","off_mean",0.655820117411947,41.1123702357004,0.000999000999000999
512,64,"clustered","OU","half_life_frac=1","rmax",0.98306470905267,1.11578784264839,0.0979020979020979
512,64,"clustered","OU","half_life_frac=1","neff_mean",1.55423021833432,-9.60155928528152,0.000999000999000999
512,64,"dispersed","EB","EB_r_-0.1","off_mean",0.164367761520715,-1.77874045031528,0.018981018981019
512,64,"dispersed","EB","EB_r_-0.1","rmax",0.667176954979853,-14.0922774738224,0.000999000999000999
512,64,"dispersed","EB","EB_r_-0.1","neff_mean",9.32376781980651,3.60711251820835,0.000999000999000999
512,64,"clustered","EB","EB_r_-0.1","off_mean",0.766246180555327,32.8943773217711,0.000999000999000999
512,64,"clustered","EB","EB_r_-0.1","rmax",0.989865980938786,1.10353366565838,0.0979020979020979
512,64,"clustered","EB","EB_r_-0.1","neff_mean",1.32216349941919,-9.03946505823152,0.000999000999000999
512,64,"dispersed","EB","EB_r_-0.5","off_mean",0.132782850665545,-2.13463181450632,0.00599400599400599
512,64,"dispersed","EB","EB_r_-0.5","rmax",0.588970120487796,-12.9481287624333,0.000999000999000999
512,64,"dispersed","EB","EB_r_-0.5","neff_mean",11.0728390779483,4.11247362225638,0.000999000999000999
512,64,"clustered","EB","EB_r_-0.5","off_mean",0.703627044815223,37.5836121773454,0.000999000999000999
512,64,"clustered","EB","EB_r_-0.5","rmax",0.98622174090502,1.1102010368729,0.0979020979020979
512,64,"clustered","EB","EB_r_-0.5","neff_mean",1.44484885543878,-9.31551269107505,0.000999000999000999
512,64,"dispersed","EB","EB_r_-1","off_mean",0.102034467931997,-2.58333519401519,0.000999000999000999
512,64,"dispersed","EB","EB_r_-1","rmax",0.503974479754937,-11.8857703428505,0.000999000999000999
512,64,"dispersed","EB","EB_r_-1","neff_mean",13.4885641216035,4.70997961267097,0.000999000999000999
512,64,"clustered","EB","EB_r_-1","off_mean",0.632904182407676,43.5695756298906,0.000999000999000999
512,64,"clustered","EB","EB_r_-1","rmax",0.98168530195048,1.11703990569147,0.0979020979020979
512,64,"clustered","EB","EB_r_-1","neff_mean",1.61305187088379,-9.72206687518628,0.000999000999000999
