"Model","Subset_Type","N","K_mean","K_sd","K_min","K_max","Lambda_mean","Lambda_sd","Lambda_min","Lambda_max","MoransI_mean","MoransI_sd","MoransI_min","MoransI_max","mpnns_mean","mpnns_sd","mpnns_min","mpnns_max","mean_offdiag_cor_mean","mean_offdiag_cor_sd","mean_offdiag_cor_min","mean_offdiag_cor_max","max_offdiag_cor_mean","max_offdiag_cor_sd","max_offdiag_cor_min","max_offdiag_cor_max","ess_1_mean","ess_1_sd","ess_1_min","ess_1_max","ess_2_mean","ess_2_sd","ess_2_min","ess_2_max"
"Lambda1","dispersed",1,0.636355226475666,NA,0.636355226475666,0.636355226475666,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.0406456354141124,NA,-0.0406456354141124,-0.0406456354141124,0.334291970376729,NA,0.334291970376729,0.334291970376729,0.138275380635473,NA,0.138275380635473,0.138275380635473,0.653720450460614,NA,0.653720450460614,0.653720450460614,6.05311212471234,NA,6.05311212471234,6.05311212471234,13.6667416740582,NA,13.6667416740582,13.6667416740582
"Lambda1","clustered",1,0.806727281359491,NA,0.806727281359491,0.806727281359491,0.955298935788724,NA,0.955298935788724,0.955298935788724,0.0696608829726852,NA,0.0696608829726852,0.0696608829726852,0.497589518982563,NA,0.497589518982563,0.497589518982563,0.290398316481492,NA,0.290398316481492,0.290398316481492,0.857142857142857,NA,0.857142857142857,0.857142857142857,3.19924887685311,NA,3.19924887685311,3.19924887685311,6.73730143017568,NA,6.73730143017568,6.73730143017568
"Lambda1","random",1000,0.699432568583682,0.119886425965959,0.424338392083599,1.56052731968155,0.71870461952881,0.373583746372066,7.33137435857406e-05,0.999926686256414,0.0154655856113047,0.0285640545854455,-0.0408108713947365,0.133719204169408,0.423028616796557,0.0470773974854055,0.273539626166251,0.563845104433488,0.169403324589349,0.0195418336927368,0.130518441010527,0.258351395526788,0.899937123579633,0.02840610922621,0.771516749810459,0.944444444444445,5.16407310593115,0.471611314882887,3.55204563665507,6.34156668480077,10.3248564661313,0.945631574359356,7.17571145179943,13.291018500753
"Lambda0.7","dispersed",1,0.723545323485171,NA,0.723545323485171,0.723545323485171,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.0394472781429304,NA,-0.0394472781429304,-0.0394472781429304,0.387113258249767,NA,0.387113258249767,0.387113258249767,0.17288406950434,NA,0.17288406950434,0.17288406950434,0.733428463051065,NA,0.733428463051065,0.733428463051065,5.03191638053805,NA,5.03191638053805,5.03191638053805,10.5380538467564,NA,10.5380538467564,10.5380538467564
"Lambda0.7","clustered",1,0.797090297555865,NA,0.797090297555865,0.797090297555865,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.0557190134580182,NA,0.0557190134580182,0.0557190134580182,0.503810727382064,NA,0.503810727382064,0.503810727382064,0.291869227965543,NA,0.291869227965543,0.291869227965543,0.857142857142857,NA,0.857142857142857,0.857142857142857,3.18473046997268,NA,3.18473046997268,3.18473046997268,6.68925835284349,NA,6.68925835284349,6.68925835284349
"Lambda0.7","random",1000,0.698116000487057,0.114986390052465,0.42529009253612,1.2506061647867,0.654027735492101,0.42799453593189,7.33137435857406e-05,0.999926686256414,0.0142347143861019,0.0298453696318135,-0.0461835673364816,0.147344298247186,0.421982699829637,0.04838815557023,0.28487050893956,0.576411254013561,0.188944112083872,0.0215865974087181,0.147035116335465,0.288786669407176,0.890712662993391,0.0230022909308865,0.806657546739626,0.935509360564065,4.7085319870048,0.433684479801786,3.21530913122758,5.75737492978364,9.16088584401106,0.823360260269701,6.48921828665185,11.2826899198389
"Lambda0.5","dispersed",1,1.30413454094751,NA,1.30413454094751,1.30413454094751,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.0211558360617637,NA,0.0211558360617637,0.0211558360617637,0.44629867759279,NA,0.44629867759279,0.44629867759279,0.184812899830805,NA,0.184812899830805,0.184812899830805,0.767075704469782,NA,0.767075704469782,0.767075704469782,4.75539447489772,NA,4.75539447489772,4.75539447489772,9.66960164819278,NA,9.66960164819278,9.66960164819278
"Lambda0.5","clustered",1,1.2573662058624,NA,1.2573662058624,1.2573662058624,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.114137871313623,NA,0.114137871313623,0.114137871313623,0.482374367195626,NA,0.482374367195626,0.482374367195626,0.292556860717329,NA,0.292556860717329,0.292556860717329,0.857142857142857,NA,0.857142857142857,0.857142857142857,3.17798839993022,NA,3.17798839993022,3.17798839993022,6.66652818290035,NA,6.66652818290035,6.66652818290035
"Lambda0.5","random",1000,1.15247870803555,0.27493240170568,0.556085259145336,2.49092292212607,0.96558450440042,0.0868953551537649,7.33137435857406e-05,0.999926686256414,0.0707806743125942,0.0453418538354759,-0.0309260181992673,0.228836073929648,0.475501380616778,0.045537544949778,0.337738366323792,0.606887881474041,0.196489371801875,0.022443295327098,0.152768836894293,0.300276226135504,0.888110096342112,0.0209100988880029,0.812,0.932182182182182,4.55371766735431,0.422291201287633,3.10421539533057,5.57896206793412,8.74884546774328,0.791351780969137,6.16395547963801,10.8544536271827
"OU_alpha0.2","dispersed",1,0.785587536017356,NA,0.785587536017356,0.785587536017356,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.0294847153041194,NA,-0.0294847153041194,-0.0294847153041194,0.443762376943857,NA,0.443762376943857,0.443762376943857,0.0153128890519271,NA,0.0153128890519271,0.0153128890519271,0.130785239635999,NA,0.130785239635999,0.130785239635999,21.6993351423859,NA,21.6993351423859,21.6993351423859,31.1819838158572,NA,31.1819838158572,31.1819838158572
