"Algorithm","MinPD","MeanPD","MeanNND","Subset_Size"
"A_main",8.83183428132211,92.1072717963834,9.27080479245294,32
"B_greedy_only",8.38447095969841,88.8529511695059,9.39149337565285,32
"C_meanpd_only",2.16323254990894,127.510264542213,3.08262422924722,32
"D_minpd_only",8.13700922166202,93.0272334794659,9.3671167595467,32
"E_meannnd_only",5.69818394232014,86.8544111234764,10.0555517780613,32
