"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",0.607048553423589,0.368697737780023,0.825740029265784,0.5,0.713286713286713,0.0789210789210789,1,1,1000
"Lambda1","Lambda",0.999926686256414,0.999926686256414,0.994880744781082,1,0.458541458541459,1,1,1,1000
"Lambda1","MoransI",0.375493780530256,0.211511327720415,0.36760898736415,0.5,0.478521478521479,0.050949050949051,1,1,1000
"Lambda1","mpnns",0.358854513055302,0.532523364960331,0.445398962193812,1,0.977022977022977,0.962037962037962,1,1,1000
"Lambda1","mean_offdiag_cor",0.597710328508963,0.585956246538077,0.621296852828051,0.5,0.731268731268731,0.177822177822178,1,1,1000
"Lambda1","max_offdiag_cor",0.983417917715141,0.95553499995104,0.992312166548923,0.5,0.999000999000999,0.000999000999000999,1,1,1000
"Lambda1","ess_1",1.63858707189936,1.66974145706184,1.58512073265015,0.5,0.731268731268731,0.177822177822178,1,1,1000
"Lambda1","ess_2",2.23062480856083,2.34786399884314,2.10369520484093,0.5,0.765234765234765,0.100899100899101,1,1,1000
"Lambda0.7","K",0.820214307882584,0.160127832248204,0.680108127393184,0.5,0.261738261738262,0.003996003996004,1,1,1000
"Lambda0.7","Lambda",0.993836334772523,0.972440288484592,0.979700262236154,0.5,0.347652347652348,0.271728271728272,1,1,1000
"Lambda0.7","MoransI",0.370473039676673,0.0208148310984238,0.375610290293683,0.5,0.538461538461538,0.000999000999000999,1,1,1000
"Lambda0.7","mpnns",0.400149873467081,0.508849866983772,0.450792717412022,1,0.848151848151848,0.863136863136863,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.593811405061783,0.584262470013508,0.614928447770445,0.5,0.734265734265734,0.180819180819181,1,1,1000
"Lambda0.7","max_offdiag_cor",0.981115276899597,0.958367427713005,0.986177986149835,0.5,0.964035964035964,0.000999000999000999,1,1,1000
"Lambda0.7","ess_1",1.64879157134441,1.67432876392945,1.59935294381081,0.5,0.734265734265734,0.180819180819181,1,1,1000
"Lambda0.7","ess_2",2.25631626000531,2.35345983438354,2.14261972652664,0.5,0.76023976023976,0.105894105894106,1,1,1000
"Lambda0.5","K",0.913381118618876,1.41669125367592,0.944209270565489,1,0.508491508491508,0.948051948051948,1,1,1000
"Lambda0.5","Lambda",0.999926686256414,0.985782856034649,0.996841386108941,0.5,0.586413586413586,0.0609390609390609,1,1,1000
"Lambda0.5","MoransI",0.441970762954112,0.311648680535259,0.477958684665793,0.5,0.677322677322677,0.026973026973027,1,1,1000
"Lambda0.5","mpnns",0.439482263090939,0.469981611020461,0.483494709599387,1,0.828171828171828,0.395604395604396,1,1,1000
"Lambda0.5","mean_offdiag_cor",0.592008452972762,0.58351245575567,0.611689713972706,0.5,0.737262737262737,0.17982017982018,1,1,1000
"Lambda0.5","max_offdiag_cor",0.979922488984371,0.959623286815023,0.983378872413715,0.5,0.877122877122877,0.000999000999000999,1,1,1000
"Lambda0.5","ess_1",1.65355346730493,1.67636811203708,1.60674033482697,0.5,0.737262737262737,0.17982017982018,1,1,1000
"Lambda0.5","ess_2",2.26865061597391,2.35587248267151,2.16245669844984,0.5,0.759240759240759,0.108891108891109,1,1,1000
"OU_alpha0.2","K",0.045921547491648,0.367433297408376,0.0605015138003252,1,0.679320679320679,1,1,1,1000
"OU_alpha0.2","Lambda",0.919765854664606,0.956277508182415,0.77420228439739,1,0.544455544455544,0.583416583416583,1,1,1000
"OU_alpha0.2","MoransI",-0.0333888636649758,0.130997355114215,0.0907051215298115,1,0.782217782217782,0.695304695304695,1,1,1000
"OU_alpha0.2","mpnns",0.474302478080129,0.517172571327398,0.497029740707518,1,0.661338661338661,0.666333666333666,1,1,1000
