"Tree","Subset_Size","Tip_Index","Tip_Name","MinPD","MeanPD","MeanNND","Combination_Index","Total_Combinations"
"small_ladder",8,1,"SL01",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
"small_ladder",8,5,"SL05",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
"small_ladder",8,9,"SL09",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
"small_ladder",8,13,"SL13",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
"small_ladder",8,19,"SL19",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
"small_ladder",8,23,"SL23",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
"small_ladder",8,27,"SL27",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
"small_ladder",8,32,"SL32",6.11327701409318,15.6150486386141,6.30430353011834,1628161,10518300
