"Model","Subset_Type","N","K_mean","K_sd","K_min","K_max","Lambda_mean","Lambda_sd","Lambda_min","Lambda_max","MoransI_mean","MoransI_sd","MoransI_min","MoransI_max","mpnns_mean","mpnns_sd","mpnns_min","mpnns_max","mean_offdiag_cor_mean","mean_offdiag_cor_sd","mean_offdiag_cor_min","mean_offdiag_cor_max","max_offdiag_cor_mean","max_offdiag_cor_sd","max_offdiag_cor_min","max_offdiag_cor_max","ess_1_mean","ess_1_sd","ess_1_min","ess_1_max","ess_2_mean","ess_2_sd","ess_2_min","ess_2_max"
"Lambda1","dispersed",1,1.07621507379742,NA,1.07621507379742,1.07621507379742,0.0876018010761859,NA,0.0876018010761859,0.0876018010761859,-0.1019327553022,NA,-0.1019327553022,-0.1019327553022,0.50057886283991,NA,0.50057886283991,0.50057886283991,0.117786132833699,NA,0.117786132833699,0.117786132833699,0.5,NA,0.5,0.5,4.38475590758277,NA,4.38475590758277,4.38475590758277,6.34236501631995,NA,6.34236501631995,6.34236501631995
"Lambda1","clustered",1,0.7356166477507,NA,0.7356166477507,0.7356166477507,0.367790415852046,NA,0.367790415852046,0.367790415852046,-0.0378237093974851,NA,-0.0378237093974851,-0.0378237093974851,0.4724363479349,NA,0.4724363479349,0.4724363479349,0.262926158673443,NA,0.262926158673443,0.262926158673443,0.8,NA,0.8,0.8,2.8164223085237,NA,2.8164223085237,2.8164223085237,4.02459474566797,NA,4.02459474566797,4.02459474566797
"Lambda1","random",1000,0.941547382112127,0.315895271165275,0.243093701684293,2.11739063640188,0.523213251726735,0.427559622704039,7.33137435857406e-05,0.999926686256414,-0.0553206560947077,0.0960021056469264,-0.375663606116325,0.294030005086218,0.523252883636785,0.0998969085991686,0.245389692190191,0.822877738310398,0.178577067463365,0.0372261694666255,0.1176243457016,0.404625107769518,0.760316955498319,0.083547579754283,0.5,0.857142857142857,3.59818912505162,0.37414182220775,2.08747798042585,4.38747931448269,5.08978099058903,0.532917046762499,3.02711793146941,6.34935632455415
"Lambda0.7","dispersed",1,0.810781191441688,NA,0.810781191441688,0.810781191441688,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.157517455196372,NA,-0.157517455196372,-0.157517455196372,0.359884030389774,NA,0.359884030389774,0.359884030389774,0.141633264618832,NA,0.141633264618832,0.141633264618832,0.580097087378641,NA,0.580097087378641,0.580097087378641,4.01720800710533,NA,4.01720800710533,4.01720800710533,5.82692764870759,NA,5.82692764870759,5.82692764870759
"Lambda0.7","clustered",1,2.28214952058969,NA,2.28214952058969,2.28214952058969,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.165998538709384,NA,0.165998538709384,0.165998538709384,0.640644000367094,NA,0.640644000367094,0.640644000367094,0.261875738505376,NA,0.261875738505376,0.261875738505376,0.8,NA,0.8,0.8,2.82373188708996,NA,2.82373188708996,2.82373188708996,4.04410067688349,NA,4.04410067688349,4.04410067688349
"Lambda0.7","random",1000,0.931508219951645,0.250052055318928,0.385931314459166,2.07212189757608,0.502903611724359,0.465782340120897,7.33137435857406e-05,0.999939803301506,-0.0633427645015954,0.0877508933391775,-0.288095070836475,0.290093418409562,0.440131237066503,0.0869454458958866,0.202576042211571,0.683546093144229,0.191299553005939,0.0344446707096709,0.137522952177769,0.392201585996573,0.756436374499558,0.0639081705666731,0.551724137931034,0.84985835694051,3.45248321655921,0.31773737879537,2.13594710491976,4.07609942037732,4.90975242121542,0.434272378710285,3.13245708305899,5.91838324438575
"Lambda0.5","dispersed",1,0.830850305616289,NA,0.830850305616289,0.830850305616289,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.137413325735119,NA,-0.137413325735119,-0.137413325735119,0.408181390385367,NA,0.408181390385367,0.408181390385367,0.151212022649455,NA,0.151212022649455,0.151212022649455,0.61,NA,0.61,0.61,3.88635490187597,NA,3.88635490187597,3.88635490187597,5.6221498510584,NA,5.6221498510584,5.6221498510584
"Lambda0.5","clustered",1,1.09107055148326,NA,1.09107055148326,1.09107055148326,0.999926686256414,NA,0.999926686256414,0.999926686256414,0.0395340443028828,NA,0.0395340443028828,0.0395340443028828,0.631859071320745,NA,0.631859071320745,0.631859071320745,0.261359742633343,NA,0.261359742633343,0.261359742633343,0.8,NA,0.8,0.8,2.82733647178142,NA,2.82733647178142,2.82733647178142,4.05342657004586,NA,4.05342657004586,4.05342657004586
"Lambda0.5","random",1000,0.882559235477986,0.246679963943901,0.31903426916884,2.31380658732752,0.421889311568392,0.465263242396674,7.33137435857406e-05,0.999926686256414,-0.0817586742635896,0.0880580361755466,-0.27177423504379,0.302219476321229,0.503377724775974,0.116445235882394,0.201237395446082,0.823292089891995,0.196604799672462,0.0335285230545694,0.145638563871401,0.387275455502796,0.754991950416209,0.0566664954997701,0.571428571428571,0.847058823529412,3.39583592423665,0.298585944924218,2.15579488300244,3.9614355298968,4.83323592396302,0.398066328396316,3.17495234237042,5.74262861780963
"OU_alpha0.2","dispersed",1,0.703037973587504,NA,0.703037973587504,0.703037973587504,7.33137435857406e-05,NA,7.33137435857406e-05,7.33137435857406e-05,-0.17706317026882,NA,-0.17706317026882,-0.17706317026882,0.493072898712769,NA,0.493072898712769,0.493072898712769,0.0470344162945248,NA,0.0470344162945248,0.0470344162945248,0.231475216500982,NA,0.231475216500982,0.231475216500982,6.01847258489428,NA,6.01847258489428,6.01847258489428,7.64739811742854,NA,7.64739811742854,7.64739811742854
