"Tip_Index","Tip_Name"
97,"RT006_097"
74,"RT006_074"
30,"RT006_030"
48,"RT006_048"
68,"RT006_068"
46,"RT006_046"
82,"RT006_082"
36,"RT006_036"
88,"RT006_088"
58,"RT006_058"
10,"RT006_010"
15,"RT006_015"
2,"RT006_002"
93,"RT006_093"
19,"RT006_019"
